30.31	30.275	30.242	30.21	30.103	30.41	30.389	30.368	30.342	30.265
30.235	30.204	30.172	30.138	30.037	30.335	30.316	30.293	30.271	30.195
30.235	30.206	30.172	30.14	30.04	30.335	30.317	30.296	30.272	30.198
30.19	30.159	30.126	30.092	29.99	30.29	30.273	30.25	30.225	30.155
30.15	30.119	30.088	30.053	29.947	30.25	30.23	30.209	30.184	30.105
30.045	30.015	29.984	29.948	29.844	30.145	30.126	30.105	30.08	30
29.93	29.9	29.867	29.835	29.731	30.03	30.013	29.989	29.966	29.887
30.01	29.981	29.946	29.914	29.807	30.11	30.092	30.07	30.045	29.965
30.135	30.106	30.074	30.038	29.935	30.235	30.217	30.196	30.171	30.095
30.1	30.07	30.039	30.004	29.897	30.2	30.182	30.16	30.136	30.052
30.115	30.087	30.054	30.019	29.91	30.215	30.198	30.176	30.15	30.063
30.105	30.077	30.044	30.009	29.905	30.205	30.188	30.165	30.14	30.058
30.13	30.101	30.069	30.034	29.927	30.23	30.213	30.192	30.167	30.085
30.18	30.152	30.119	30.085	29.979	30.28	30.264	30.243	30.217	30.139
30.22	30.189	30.16	30.125	30.019	30.32	30.301	30.282	30.257	30.177
30.235	30.204	30.175	30.14	30.036	30.335	30.316	30.296	30.273	30.192
30.21	30.182	30.15	30.117	30.014	30.31	30.293	30.272	30.248	30.167
30.22	30.188	30.155	30.121	30.017	30.32	30.3	30.277	30.254	30.175
30.205	30.174	30.142	30.109	30.005	30.305	30.285	30.265	30.241	30.165
30.145	30.114	30.084	30.047	29.945	30.245	30.226	30.205	30.18	30.104
30.145	30.116	30.085	30.054	29.953	30.245	30.228	30.207	30.186	30.108
30.115	30.085	30.052	30.017	29.915	30.215	30.196	30.174	30.15	30.08
30.045	30.016	29.988	29.956	29.855	30.145	30.128	30.109	30.089	30.012
30.09	30.061	30.033	30.001	29.897	30.19	30.173	30.154	30.133	30.053
30.055	30.029	29.999	29.968	29.868	30.155	30.142	30.121	30.1	30.021
30.065	30.038	30.008	29.979	29.878	30.165	30.15	30.13	30.111	30.032
30.06	30.034	30.003	29.974	29.872	30.16	30.146	30.126	30.106	30.028
30.1	30.071	30.043	30.011	29.907	30.2	30.183	30.164	30.143	30.063
30.115	30.089	30.059	30.029	29.927	30.215	30.2	30.181	30.161	30.082
30.095	30.069	30.04	30.008	29.908	30.195	30.181	30.161	30.14	30.06
30.12	30.094	30.064	30.034	29.933	30.22	30.206	30.185	30.166	30.085
30.115	30.09	30.06	30.029	29.926	30.215	30.201	30.181	30.161	30.085
30.09	30.063	30.035	30.005	29.904	30.19	30.175	30.156	30.136	30.058
30.09	30.065	30.035	30.006	29.907	30.19	30.177	30.158	30.137	30.063
30.1	30.078	30.048	30.019	29.925	30.2	30.19	30.172	30.151	30.078
30.075	30.053	30.023	29.994	29.896	30.175	30.165	30.144	30.126	30.048
30.06	30.038	30.008	29.979	29.881	30.16	30.15	30.129	30.111	30.033
30.05	30.029	29.998	29.97	29.878	30.15	30.141	30.122	30.103	30.035
30.075	30.058	30.031	30.01	29.92	30.175	30.172	30.155	30.142	30.08
30.05	30.031	30.005	29.978	29.89	30.15	30.143	30.129	30.113	30.05
29.99	29.97	29.944	29.92	29.837	30.09	30.082	30.069	30.055	29.99
29.94	29.92	29.896	29.872	29.785	30.04	30.032	30.02	30.004	29.943
29.955	29.933	29.907	29.882	29.8	30.055	30.046	30.035	30.02	29.958
29.995	29.973	29.947	29.922	29.84	30.095	30.086	30.075	30.06	29.998
29.98	29.958	29.934	29.908	29.822	30.08	30.069	30.055	30.041	29.98
29.975	29.954	29.929	29.903	29.815	30.075	30.065	30.05	30.034	29.972
29.95	29.929	29.905	29.88	29.795	30.05	30.042	30.028	30.012	29.95
29.945	29.924	29.9	29.874	29.788	30.045	30.036	30.022	30.006	29.94
29.945	29.924	29.899	29.87	29.78	30.045	30.036	30.021	30.004	29.935
29.945	29.923	29.898	29.873	29.781	30.045	30.035	30.019	30.005	29.938
29.945	29.923	29.899	29.872	29.781	30.045	30.036	30.02	30.005	29.937
29.955	29.933	29.91	29.883	29.791	30.055	30.047	30.032	30.015	29.945
29.95	29.932	29.907	29.881	29.792	30.05	30.043	30.029	30.013	29.949
29.955	29.938	29.915	29.891	29.8	30.055	30.051	30.038	30.023	29.96
29.94	29.924	29.903	29.881	29.795	30.04	30.037	30.026	30.013	29.949
29.945	29.93	29.909	29.884	29.761	30.045	30.042	30.032	30.017	29.952
29.94	29.926	29.904	29.88	29.795	30.04	30.037	30.027	30.012	29.953
29.925	29.91	29.891	29.866	29.784	30.025	30.023	30.013	29.999	29.94
29.925	29.912	29.894	29.87	29.8	30.025	30.025	30.016	30.003	29.955
29.9	29.886	29.869	29.845	29.773	30	29.997	29.991	29.979	29.926
29.865	29.85	29.833	29.811	29.735	29.965	29.963	29.957	29.945	29.891
29.815	29.799	29.783	29.76	29.685	29.915	29.912	29.907	29.895	29.845
29.83	29.815	29.797	29.775	29.7	29.93	29.926	29.921	29.909	29.852
29.8	29.785	29.767	29.745	29.67	29.9	29.896	29.891	29.879	29.822
29.83	29.815	29.796	29.775	29.696	29.93	29.927	29.918	29.907	29.848
29.825	29.81	29.791	29.77	29.691	29.925	29.922	29.913	29.902	29.843
29.865	29.85	29.833	29.812	29.727	29.965	29.962	29.955	29.943	29.883
29.855	29.841	29.824	29.801	29.718	29.955	29.952	29.945	29.933	29.869
29.85	29.835	29.818	29.798	29.706	29.95	29.948	29.94	29.929	29.875
29.845	29.83	29.813	29.792	29.707	29.945	29.942	29.935	29.923	29.863
