1288904.9	119294	17282
1264838.89	120104	17971
1334263.8	132816	20556
1392162.71	140820	23711
1373233.69	137907	24446
1428852.59	143964	26621
1441432.95	147520	27312
1423888.47	144932	27291
1431866.7	143731	26838
1450310.11	145091	27486
1535789.69	155073	30176
1565659.07	159984	30929
1583622.33	158409	29076
1537314.55	150197	28886
1584701.58	153569	28821
1653642.16	155986	28789
1626528.3	153996	29427
1646824.11	157755	30509
1608356.74	149423	29586
1590821.7	145226	28798
1532298.59	138307	27940
1540569.91	142938	29185
1559952.87	146018	30386
1568713.28	148197	31649
1634703.44	153755	32864
1588760.3	149632	31055
1665459.85	154621	33216
1649972.65	152491	33117
1623210.57	148892	32111
1627878.31	147421	31666
1629996.23	143210	30797
1567825.91	136082	28610
1551833.45	135532	28330
1540418.62	137262	28006
1538562.71	136828	26133
1471457.38	131193	24539
1463088.88	131106	24280
1488042.83	135974	24776
1512757.57	137487	24436
1565140.44	143768	24900
1542311.59	143398	25353
1525726.71	141210	26034
1492380.66	138954	25933
1505975.9	139516	26752
1524747.41	143453	27730
1546994.93	147735	30478
1548514.13	148124	30615
1520597.9	142855	29296
1515049.17	143546	29047
1503309.15	142379	28871
1537147.84	147857	30186
1573297.87	151792	32115
1591446.19	156335	33481
1587899.33	156778	33088
1571418.06	155518	32790
1567324.95	156090	32788
1562710.21	154701	32230
1504885.64	147769	30043
1456617.12	143451	28113
1429343.67	141895	27763
1461717.91	147012	27810
1428985.13	145427	27121
1406437.01	142175	26570
1442009.85	144482	26542
1475723.52	148346	27920
1463982.51	146941	28651
1449090.22	143550	27932
1449197.77	143478	27870
1474845.19	147900	28762
1541002.36	153243	29888
1545176.26	154375	30477
1543638.64	155018	30552
1528698.65	154072	30495
1503744.62	150166	29665
1514134.27	147455	29143
1485062.5	143064	28449
1506334.93	138901	27570
1528135.79	137015	26689
1552475.28	140341	27697
1498130.91	133435	26074
1504425.88	131213	25664
1498927.74	128803	24958
1513756.41	129807	25551
1482731.23	125076	24685
1514387.48	128318	25473
1496168.37	128119	24978
1471726.95	127886	24696
1451060.71	124410	24112
1471065.12	126116	24488
1477698.36	125029	24202
1448887.7	121586	23414
1469726.59	121972	23572
1536742.14	129048	25191
1537388.95	132798	26076
1530875.13	131375	25945
1507698.19	128697	25435
1513681.88	129784	25411
1491408.41	130009	25281
1484781.2	129529	25718
1474394.38	128293	25506
1474294.47	126761	25243
1492492.28	128970	25637
1540240	135429	26623
1532627.41	134519	25539
1572961.48	137402	25835
1598213.27	138877	26388
1590497.66	140163	26909
1558186.87	140013	26685
1529838.04	135513	25986
1541965.81	136168	25902
1509123.13	133321	25212
1501394.95	132214	25312
1494687.34	131847	25349
1463102	131028	24969
1452279.34	129768	24485
1282481.92	124391	23647
1301415.66	126426	23844
1274467.71	127213	23767
1305633.64	131174	25670
1312976.99	130914	25518
1307448.82	129075	25068
1284241.46	126273	24313
1276931.08	126210	24096
1263671.76	128096	24270
1240507.8	127693	24381
1236090.79	125764	24068
1227433.84	124704	23578
1251792.91	128557	24111
1200061.1	125356	23037
1178075.28	123879	22172
1169228.99	124614	22336
1136572.6	120787	21410
1125275.82	120875	20856
1130379.66	120471	21075
1109010.95	115704	20523
1082348.94	112396	20090
1110204.13	116739	20817
1149496.03	124224	22147
1186597.93	124884	22384
1225625.43	126989	21853
1244120.79	124715	21254
1282911.36	129298	22184
1288461.09	131723	22777
1270492.52	129135	22375
1246676.73	127837	22143
1273382.5	130426	22982
1249613.63	129670	22914
1267084.17	127604	22769
1270705.35	127173	23418
1297289.89	129107	23789
1304043.05	131979	24521
1311611.67	133151	24966
1376378.52	131598	24651
1350894.48	130035	24026
1359800.97	130252	24140
1346582.49	126572	23335
1495725.7	124249	23004
1439151.59	118333	21764
1483678.26	119795	22054
1471288.1	118503	22023
1507501.64	122136	23169
1490713.33	121384	23391
1494689.73	120028	22132
1475883.09	118548	21876
1504543.76	121659	21954
1479749.74	118822	21159
1449090.34	113781	20016
1446220.69	111957	19819
1451218.63	111082	19766
1421302.98	107164	19095
1341342.56	100328	18171
1267008.17	94013	17386
1249858.89	102464	17768
1216971.3	100164	17560
1181049.5	96831	17107
1127930.79	98022	17038
1112846.46	99108	16730
1146357.62	104509	17196
1118906.94	103794	17205
1136205.25	105504	19164
1089747.99	99701	18256
1070524.25	96413	17862
1085682.6	97872	18056
1132034.47	100704	18315
1117526.15	99011	17864
1167680.05	102368	18042
1235508.43	108403	18582
1269803.68	108925	18323
1240275.85	105721	18037
1274918.94	107769	18478
1298364.48	108114	18807
1300558.97	107550	18681
1305359.81	109158	19289
1312560.84	111668	19835
1306087.66	110510	19841
1371909.03	114051	20167
1389278.51	115636	20641
1398022.16	117265	20692
1430617.23	116986	20359
1356655.67	110971	19619
1341426.55	109988	19411
1354748.9	112804	19456
1387856.54	116496	20364
1426902.25	120579	21147
1437364.71	120422	21051
1472066.8	122447	21296
1473589.66	120818	21287
1473126.81	119938	21179
1480267.77	121583	21744
1466821.47	119712	22019
1546179.87	126171	22584
1600348.08	131522	23243
1642722.06	131662	23784
1688524.12	134482	24429
1626559.91	128053	23599
1657835.14	130180	23830
1615067.38	125975	22631
1640812.1	129793	23052
1674192.01	135686	24796
1696219.75	135790	24600
1656738.28	131412	23738
1649718.62	132326	23936
1649817.71	133643	24018
1731932.89	140877	25368
1773303.68	145525	26482
1865810.66	148926	26744
1987265.55	156673	28921
2017827.47	158100	29942
1957649.73	153734	29775
1960247.64	154111	28938
2055555.9	163850	31946
1983883.87	161032	30726
1981987.8	163694	31127
1932490.9	157087	30721
1912534.07	150589	28309
1880437.96	147977	25659
1911753.11	152502	26000
1816985.74	148092	24159
1843506.27	150848	25185
1909893.53	159370	27868
1903053.23	162564	29575
1887413.32	157987	29129
1919752.79	159719	28902
1982432.49	165850	27147
1983347.76	168884	29941
1961390.71	164035	30181
2038141.02	168051	32765
2121975.15	177346	35830
2108169.51	180304	37180
2127428.93	182112	37868
2114765.61	181819	37002
2027168.27	171353	33976
2013132.34	169459	32382
2002489.8	171338	31472
1951372.71	168486	30481
1953488.27	168734	30204
1957032.51	171855	30167
2073390.23	182840	33471
2068214.09	188498	34623
2055417.09	185324	35513
2066472.09	186568	35230
2112238.6	190173	36476
2125081.63	189825	36975
2060223.18	184253	35217
2019821.43	184306	34967
2046142.98	182183	34529
2030290.44	181896	35183
2035459.53	181710	35146
2028875.31	182119	35388
2094078.73	189827	37806
2109615.56	192448	37912
2061448.73	186108	36037
1986559.89	176982	32867
1983918.58	173047	31085
1971166.17	168217	29810
1941824.65	162908	28362
1926668.21	166498	27470
1998608.67	177812	30609
2000018.4	176275	30916
2098729.5	184382	33544
2172768.05	189752	34773
2244969.71	193416	37669
2229342.8	189619	37298
2202826.21	185207	37867
2302246.24	190846	42631
2258632.24	189229	44312
2233580.59	185989	44335
2224315.13	186095	44319
2160938.79	182012	42113
2175655.44	182240	41699
2157051.1	177967	40049
2237853.01	184409	40951
2212791.56	185059	41343
2250435.33	189326	43094
2271836.38	191182	45247
2266802.18	193040	47166
2220911.37	184655	43144
2268428.67	186062	42448
2265976.47	184832	38731
2264007.4	188134	39064
2289272.81	190141	39848
2292010.67	187946	40790
2242537.51	180042	38887
2222553.21	176374	38328
2197376.17	171939	36931
2179187.8	173286	36865
2181841.94	176260	36911
2231048.23	182358	37803
2226184.87	182613	38496
2255859.07	182559	39044
2344048.07	183664	40669
2353490.94	180211	40443
2350049.9	178623	41764
2343184.74	178745	42381
2325513.39	176466	42359
2342630.89	177410	43271
2286191.99	172323	41834
2275661.62	170823	41341
2224821.53	167433	40253
2174777.06	166976	38920
2111238.18	160072	36383
2125824.22	163046	35616
2023511.04	155946	33124
2035354.56	159320	32955
2051535.6	158185	32063
2079372.84	156665	31992
2102282.73	159931	32440
2075229.82	157837	32454
2098850.69	158272	32387
2171410.32	165642	33580
2138202.17	160600	32946
2138100.12	156718	31018
2075358.12	149646	28683
2038273.35	143768	27579
2076452.03	147056	28250
2068200.92	146673	28702
2109245.58	153134	29814
2104061.9	154671	30342
2081157.41	153398	30380
2058474.48	150277	30307
2093853.08	150727	31531
2061366.54	152728	33997
2033888.39	147564	33225
1990717.76	145987	32911
2007497.52	148255	33474
1990791.08	148582	33852
1896833.89	143000	32481
1910460.17	145814	33050
1878186.14	141273	31984
