"AdjClose.priceSS" "AdjClose.priceSZSA"
"1140" 1562.69 NA
"1141" 1539.96 NA
"1142" 1555.44 NA
"1143" 1558.29 NA
"1144" 1549.06 NA
"1145" 1558.33 NA
"1146" 1550.35 NA
"1147" 1518.05 NA
"1148" 1524.44 NA
"1149" 1557.18 NA
"1150" 1548.72 NA
"1151" 1555.91 NA
"1152" 1579.66 NA
"1153" 1567.07 NA
"1154" 1543.53 NA
"1155" 1542.09 NA
"1156" 1517.15 NA
"1157" 1493.81 NA
"1158" 1468.07 NA
"1159" 1468.34 NA
"1160" 1472.07 NA
"1161" 1438.74 NA
"1162" 1463.78 NA
"1163" 1475.42 NA
"1164" 1445.5 NA
"1165" 1427.3 NA
"1166" 1433.47 NA
"1167" 1450.68 NA
"1168" 1440.73 NA
"1169" 1427.75 NA
"1170" 1401.11 NA
"1171" 1385.18 NA
"1172" 1408.69 NA
"1173" 1399.16 NA
"1174" 1441.07 NA
"1175" 1441.19 NA
"1176" 1444.59 NA
"1177" 1450.5 NA
"1178" 1438.4 NA
"1179" 1439.78 NA
"1180" 1430.65 NA
"1181" 1397.15 NA
"1182" 1399.46 NA
"1183" 1403.76 NA
"1184" 1421.54 NA
"1185" 1456.13 NA
"1186" 1457.54 NA
"1187" 1447.94 NA
"1188" 1448.04 NA
"1189" 1407.44 NA
"1190" 1407.4 NA
"1191" 1387.67 NA
"1192" 1384.13 NA
"1193" 1388.81 NA
"1194" 1407.33 NA
"1195" 1386.2 NA
"1196" 1373.22 NA
"1197" 1366.26 NA
"1198" 1404.51 NA
"1199" 1389.04 NA
"1200" 1390.46 NA
"1201" 1395.85 NA
"1202" 1400.77 NA
"1203" 1384.96 NA
"1204" 1368.2 NA
"1205" 1368.45 NA
"1206" 1354.51 NA
"1207" 1360.2 NA
"1208" 1358.22 NA
"1209" 1340.45 NA
"1210" 1341.74 NA
"1211" 1325.41 NA
"1212" 1344.63 NA
"1213" 1339.78 NA
"1214" 1334.42 NA
"1215" 1320.61 NA
"1216" 1319.41 NA
"1217" 1342.06 NA
"1218" 1321.46 NA
"1219" 1327.93 NA
"1220" 1327.12 NA
"1221" 1321.46 NA
"1222" 1324.29 NA
"1223" 1309.33 NA
"1224" 1284.31 NA
"1225" 1287.08 NA
"1226" 1260.32 NA
"1227" 1300.36 NA
"1228" 1355.23 NA
"1229" 1371.2 NA
"1230" 1414.7 NA
"1231" 1463.22 NA
"1232" 1448.56 NA
"1233" 1420.15 NA
"1234" 1464.78 NA
"1235" 1435.56 NA
"1236" 1427.4 NA
"1237" 1435.59 NA
"1238" 1420.01 NA
"1239" 1396.7 NA
"1240" 1396.7 NA
"1241" 1396.7 NA
"1242" 1396.7 NA
"1243" 1396.7 NA
"1244" 1396.7 NA
"1245" 1422.93 NA
"1246" 1413.15 NA
"1247" 1384.44 NA
"1248" 1386.72 NA
"1249" 1332.94 NA
"1250" 1330.52 NA
"1251" 1335.39 NA
"1252" 1337.62 NA
"1253" 1330.58 NA
"1254" 1310.55 NA
"1255" 1329.35 NA
"1256" 1311.15 NA
"1257" 1324.78 NA
"1258" 1342.8 NA
"1259" 1341.74 NA
"1260" 1320.54 NA
"1261" 1305.29 NA
"1262" 1301.53 NA
"1263" 1326.75 NA
"1264" 1304.78 NA
"1265" 1305.13 NA
"1266" 1304.23 NA
"1267" 1307.43 NA
"1268" 1354.39 NA
"1269" 1347.07 NA
"1270" 1352.22 NA
"1271" 1370.05 NA
"1272" 1370.39 NA
"1273" 1356.14 NA
"1274" 1367.83 NA
"1275" 1379.96 NA
"1276" 1383.02 NA
"1277" 1371.24 NA
"1278" 1359.12 NA
"1279" 1358.33 NA
"1280" 1356.73 NA
"1281" 1337.43 NA
"1282" 1340.77 NA
"1283" 1334.94 NA
"1284" 1333.09 NA
"1285" 1337.2 NA
"1286" 1339.64 NA
"1287" 1323.75 NA
"1288" 1326.44 NA
"1289" 1338.81 NA
"1290" 1317.72 NA
"1291" 1309.69 NA
"1292" 1307.55 NA
"1293" 1313.05 NA
"1294" 1305.02 NA
"1295" 1290.49 NA
"1296" 1275.46 NA
"1297" 1275.17 NA
"1298" 1307.57 NA
"1299" 1282.72 NA
"1300" 1285.04 NA
"1301" 1280.27 NA
"1302" 1278.94 NA
"1303" 1274.31 NA
"1304" 1273.71 NA
"1305" 1266.5 NA
"1306" 1266.5 NA
"1307" 1242.77 NA
"1308" 1251.94 NA
"1309" 1239.43 NA
"1310" 1244.75 NA
"1311" 1252.4 NA
"1312" 1257.46 NA
"1313" 1256.92 NA
"1314" 1256.31 NA
"1315" 1245.62 NA
"1316" 1216.65 NA
"1317" 1225.45 NA
"1318" 1218.11 NA
"1319" 1204.39 NA
"1320" 1234.48 NA
"1321" 1255.78 NA
"1322" 1254.23 NA
"1323" 1241.96 NA
"1324" 1225.89 NA
"1325" 1213.67 NA
"1326" 1191.82 NA
"1327" 1188.93 NA
"1328" 1252.5 NA
"1329" 1242.31 NA
"1330" 1269 NA
"1331" 1269 NA
"1332" 1269 NA
"1333" 1269 NA
"1334" 1269 NA
"1335" 1269 NA
"1336" 1269 NA
"1337" 1269 NA
"1338" 1278.88 NA
"1339" 1276.13 NA
"1340" 1258.97 NA
"1341" 1284.48 NA
"1342" 1309.28 NA
"1343" 1309.47 NA
"1344" 1309.95 NA
"1345" 1312.44 NA
"1346" 1306 NA
"1347" 1303.41 NA
"1348" 1287.45 NA
"1349" 1294.34 NA
"1350" 1287.71 NA
"1351" 1293.74 NA
"1352" 1318.27 NA
"1353" 1316.79 NA
"1354" 1286.23 NA
"1355" 1289.94 NA
"1356" 1293.5 NA
"1357" 1269.14 NA
"1358" 1255.59 NA
"1359" 1243.47 NA
"1360" 1227.4 NA
"1361" 1231.05 NA
"1362" 1206.92 NA
"1363" 1201.65 NA
"1364" 1208.19 NA
"1365" 1205.63 NA
"1366" 1200.11 NA
"1367" 1195.02 NA
"1368" 1172.57 NA
"1369" 1181.24 NA
"1370" 1223.57 NA
"1371" 1202.97 NA
"1372" 1191.74 NA
"1373" 1214.87 NA
"1374" 1225.49 NA
"1375" 1248.52 NA
"1376" 1240.97 NA
"1377" 1219.51 NA
"1378" 1248.2 NA
"1379" 1234.33 NA
"1380" 1216.96 NA
"1381" 1197.73 NA
"1382" 1199.9 NA
"1383" 1184.19 NA
"1384" 1172.56 NA
"1385" 1169.19 NA
"1386" 1157.97 NA
"1387" 1165.33 NA
"1388" 1148.76 NA
"1389" 1169.12 NA
"1390" 1159.15 NA
"1391" 1159.15 NA
"1392" 1159.15 NA
"1393" 1159.15 NA
"1394" 1159.15 NA
"1395" 1159.15 NA
"1396" 1130.83 NA
"1397" 1135.56 NA
"1398" 1124.27 NA
"1399" 1103.99 NA
"1400" 1107.63 NA
"1401" 1095.47 NA
"1402" 1099.64 NA
"1403" 1102.96 NA
"1404" 1103.47 NA
"1405" 1099.27 NA
"1406" 1070.84 NA
"1407" 1073.85 NA
"1408" 1072.14 NA
"1409" 1058.87 NA
"1410" 1051.95 NA
"1411" 1060.16 NA
"1412" 1060.74 NA
"1413" 1039.19 NA
"1414" 1016.06 NA
"1415" 1013.64 NA
"1416" 1034.38 NA
"1417" 1030.94 NA
"1418" 1115.58 NA
"1419" 1131.05 NA
"1420" 1108.29 NA
"1421" 1106.29 NA
"1422" 1093.46 NA
"1423" 1072.84 NA
"1424" 1086.01 NA
"1425" 1085.61 NA
"1426" 1115.62 NA
"1427" 1101.49 NA
"1428" 1102.03 NA
"1429" 1093.7 NA
"1430" 1101.88 NA
"1431" 1124.64 NA
"1432" 1108.59 NA
"1433" 1104.99 NA
"1434" 1080.94 NA
"1435" 1055.59 NA
"1436" 1047.28 NA
"1437" 1039.04 NA
"1438" 1033.55 NA
"1439" 1038.6 NA
"1440" 1017.98 NA
"1441" 1011.5 NA
"1442" 1046.16 NA
"1443" 1037.39 NA
"1444" 1040.42 NA
"1445" 1026.11 NA
"1446" 1012.1 NA
"1447" 1014.35 NA
"1448" 1021.05 NA
"1449" 1020.63 NA
"1450" 1046.32 NA
"1451" 1045.4 NA
"1452" 1072.81 NA
"1453" 1089.91 NA
"1454" 1086.55 NA
"1455" 1083.03 NA
"1456" 1088.95 NA
"1457" 1104.04 NA
"1458" 1107.7 NA
"1459" 1102.59 NA
"1460" 1128.74 NA
"1461" 1138.88 NA
"1462" 1152.53 NA
"1463" 1165.03 NA
"1464" 1183.58 NA
"1465" 1167.92 NA
"1466" 1187.01 NA
"1467" 1177.28 NA
"1468" 1192.83 NA
"1469" 1148.04 NA
"1470" 1150.18 NA
"1471" 1158.6 NA
"1472" 1149.96 NA
"1473" 1167.14 NA
"1474" 1172.47 NA
"1475" 1171.86 NA
"1476" 1154.43 NA
"1477" 1146.39 NA
"1478" 1162.8 NA
"1479" 1184.93 NA
"1480" 1188.85 NA
"1481" 1196.22 NA
"1482" 1173.32 NA
"1483" 1194.31 NA
"1484" 1194.41 NA
"1485" 1189.62 NA
"1486" 1188.21 NA
"1487" 1207.16 NA
"1488" 1217.26 NA
"1489" 1217.28 NA
"1490" 1212.95 NA
"1491" 1220.63 NA
"1492" 1212.62 NA
"1493" 1187.99 NA
"1494" 1159.96 NA
"1495" 1151.98 NA
"1496" 1155.04 NA
"1497" 1133.24 NA
"1498" 1131.77 NA
"1499" 1155.48 NA
"1500" 1155.61 NA
"1501" 1155.61 NA
"1502" 1155.61 NA
"1503" 1155.61 NA
"1504" 1155.61 NA
"1505" 1155.61 NA
"1506" 1138.95 NA
"1507" 1157.19 NA
"1508" 1161.85 NA
"1509" 1152.61 NA
"1510" 1139.55 NA
"1511" 1131.38 NA
"1512" 1141.2 NA
"1513" 1134.61 NA
"1514" 1135.95 NA
"1515" 1141.32 NA
"1516" 1141.17 NA
"1517" 1121.92 NA
"1518" 1097.16 NA
"1519" 1097.78 NA
"1520" 1080.87 NA
"1521" 1092.82 NA
"1522" 1089.95 NA
"1523" 1104.79 NA
"1524" 1095.27 NA
"1525" 1100.05 NA
"1526" 1100.65 NA
"1527" 1110.15 NA
"1528" 1108.15 NA
"1529" 1088.3 NA
"1530" 1090.19 NA
"1531" 1088.65 NA
"1532" 1087.51 NA
"1533" 1095.89 NA
"1534" 1095.31 NA
"1535" 1117 NA
"1536" 1119.94 NA
"1537" 1098.66 NA
"1538" 1105.75 NA
"1539" 1113.37 NA
"1540" 1114.92 NA
"1541" 1110.82 NA
"1542" 1096.99 NA
"1543" 1099.26 NA
"1544" 1098.75 NA
"1545" 1094.29 NA
"1546" 1079.2 NA
"1547" 1087.79 NA
"1548" 1099.61 NA
"1549" 1098.32 NA
"1550" 1113.48 NA
"1551" 1116.37 NA
"1552" 1117.85 NA
"1553" 1125.39 NA
"1554" 1123.56 NA
"1555" 1127.51 NA
"1556" 1131.75 NA
"1557" 1136.34 NA
"1558" 1130.76 NA
"1559" 1135.24 NA
"1560" 1144.87 NA
"1561" 1156.82 NA
"1562" 1154.29 NA
"1563" 1157.03 NA
"1564" 1169.86 NA
"1565" 1161.06 NA
"1566" 1161.06 NA
"1567" 1161.06 NA
"1568" 1180.96 NA
"1569" 1197.27 NA
"1570" 1209.42 NA
"1571" 1215.67 NA
"1572" 1220.62 NA
"1573" 1211.05 NA
"1574" 1226.7 NA
"1575" 1221.46 NA
"1576" 1202.87 NA
"1577" 1208.44 NA
"1578" 1233.35 NA
"1579" 1251.58 NA
"1580" 1255.31 NA
"1581" 1255.77 NA
"1582" 1252.06 NA
"1583" 1258.05 NA
"1584" 1258.05 NA
"1585" 1258.05 NA
"1586" 1258.05 NA
"1587" 1258.05 NA
"1588" 1258.05 NA
"1589" 1258.05 NA
"1590" 1258.05 NA
"1591" 1287.63 NA
"1592" 1282.1 NA
"1593" 1290.06 NA
"1594" 1269.45 NA
"1595" 1282.66 NA
"1596" 1279.64 NA
"1597" 1286.33 NA
"1598" 1299.17 NA
"1599" 1270.63 NA
"1600" 1267.41 NA
"1601" 1267.54 NA
"1602" 1288.42 NA
"1603" 1284.23 NA
"1604" 1288.85 NA
"1605" 1296.87 NA
"1606" 1297.19 NA
"1607" 1299.03 NA
"1608" 1306.59 NA
"1609" 1285.67 NA
"1610" 1293.3 NA
"1611" 1288.95 NA
"1612" 1259.92 NA
"1613" 1250.38 NA
"1614" 1245.17 NA
"1615" 1245.65 NA
"1616" 1259.67 NA
"1617" 1259.04 NA
"1618" 1274.81 NA
"1619" 1274.19 NA
"1620" 1269.46 NA
"1621" 1288.42 NA
"1622" 1290.4 NA
"1623" 1296.71 NA
"1624" 1302.46 NA
"1625" 1294.7 NA
"1626" 1295.92 NA
"1627" 1298.79 NA
"1628" 1305.57 NA
"1629" 1294.72 NA
"1630" 1298.3 NA
"1631" 1319.47 NA
"1632" 1329.8 NA
"1633" 1340.16 NA
"1634" 1339.74 NA
"1635" 1342.96 NA
"1636" 1359.08 NA
"1637" 1362.23 NA
"1638" 1360.13 NA
"1639" 1332.33 NA
"1640" 1359.54 NA
"1641" 1378.61 NA
"1642" 1385.11 NA
"1643" 1396.7 NA
"1644" 1385.9 NA
"1645" 1416.79 NA
"1646" 1409.79 NA
"1647" 1399.77 NA
"1648" 1417.48 NA
"1649" 1416.73 NA
"1650" 1440.22 NA
"1651" 1440.22 NA
"1652" 1440.22 NA
"1653" 1440.22 NA
"1654" 1440.22 NA
"1655" 1440.22 NA
"1656" 1497.1 NA
"1657" 1531.16 NA
"1658" 1545.69 NA
"1659" 1537.38 NA
"1660" 1602.83 NA
"1661" 1664.09 NA
"1662" 1613.25 NA
"1663" 1625.15 NA
"1664" 1617.28 NA
"1665" 1659.55 NA
"1666" 1657.69 NA
"1667" 1604.55 NA
"1668" 1590.92 NA
"1669" 1591.43 NA
"1670" 1613.89 NA
"1671" 1648.54 NA
"1672" 1657.29 NA
"1673" 1641.3 NA
"1674" 1684.19 NA
"1675" 1669.4 NA
"1676" 1684.62 NA
"1677" 1679.13 NA
"1678" 1589.55 NA
"1679" 1591.49 NA
"1680" 1551.38 NA
"1681" 1552.8 NA
"1682" 1548.49 NA
"1683" 1531.33 NA
"1684" 1533.98 NA
"1685" 1574.47 NA
"1686" 1586.29 NA
"1687" 1592.33 NA
"1688" 1598.12 NA
"1689" 1596.07 NA
"1690" 1605.71 NA
"1691" 1633.45 NA
"1692" 1639.55 NA
"1693" 1639.29 NA
"1694" 1671.62 NA
"1695" 1672.21 NA
"1696" 1697.28 NA
"1697" 1681.55 NA
"1698" 1718.56 NA
"1699" 1741.47 NA
"1700" 1730.19 NA
"1701" 1734.33 NA
"1702" 1745.81 NA
"1703" 1740 NA
"1704" 1655.77 NA
"1705" 1665.21 NA
"1706" 1682.89 NA
"1707" 1684.25 NA
"1708" 1645.16 NA
"1709" 1655.12 NA
"1710" 1665.33 NA
"1711" 1665.94 NA
"1712" 1685.46 NA
"1713" 1686.65 NA
"1714" 1675.17 NA
"1715" 1662.03 NA
"1716" 1612.73 NA
"1717" 1600.61 NA
"1718" 1600.87 NA
"1719" 1601.06 NA
"1720" 1570.15 NA
"1721" 1547.44 NA
"1722" 1580.58 NA
"1723" 1578.57 NA
"1724" 1606.06 NA
"1725" 1605.93 NA
"1726" 1570.74 NA
"1727" 1595.66 NA
"1728" 1616.41 NA
"1729" 1603.33 NA
"1730" 1598.02 NA
"1731" 1601.15 NA
"1732" 1613.35 NA
"1733" 1612.4 NA
"1734" 1623.02 NA
"1735" 1623.03 NA
"1736" 1650.44 NA
"1737" 1651.02 NA
"1738" 1655.19 NA
"1739" 1658.64 NA
"1740" 1636.69 NA
"1741" 1657.52 NA
"1742" 1664.08 NA
"1743" 1672.12 NA
"1744" 1661.19 NA
"1745" 1667.98 NA
"1746" 1674.97 NA
"1747" 1695.86 NA
"1748" 1689.39 NA
"1749" 1689.69 NA
"1750" 1721.05 NA
"1751" 1732.99 NA
"1752" 1735.24 NA
"1753" 1732.45 NA
"1754" 1740.9 NA
"1755" 1725.36 NA
"1756" 1722.37 NA
"1757" 1712.64 NA
"1758" 1725.04 NA
"1759" 1736.96 NA
"1760" 1752.42 NA
"1761" 1752.42 NA
"1762" 1752.42 NA
"1763" 1752.42 NA
"1764" 1752.42 NA
"1765" 1752.42 NA
"1766" 1785.39 NA
"1767" 1784.86 NA
"1768" 1790.1 NA
"1769" 1778.18 NA
"1770" 1784.66 NA
"1771" 1771.3 NA
"1772" 1763.9 NA
"1773" 1787.19 NA
"1774" 1792.25 NA
"1775" 1790.36 NA
"1776" 1759.39 NA
"1777" 1805.18 NA
"1778" 1806.65 NA
"1779" 1810.65 NA
"1780" 1807.18 NA
"1781" 1809.66 NA
"1782" 1837.99 NA
"1783" 1855.71 NA
"1784" 1851.31 NA
"1785" 1866.36 NA
"1786" 1886.31 NA
"1787" 1889.53 NA
"1788" 1866.82 NA
"1789" 1896.48 NA
"1790" 1883.35 NA
"1791" 1863.77 NA
"1792" 1888.24 NA
"1793" 1922.94 NA
"1794" 1941.55 NA
"1795" 1971.79 NA
"1796" 2017.28 NA
"1797" 2037.55 NA
"1798" 2041.35 NA
"1799" 2062.36 NA
"1800" 2050.81 NA
"1801" 2047.28 NA
"1802" 2038.72 NA
"1803" 2054.09 NA
"1804" 2099.29 NA
"1805" 2102.05 NA
"1806" 2161.65 NA
"1807" 2173.28 NA
"1808" 2156.6 NA
"1809" 2156.75 NA
"1810" 2093.64 NA
"1811" 2180.5 NA
"1812" 2218.95 NA
"1813" 2223.46 NA
"1814" 2249.11 NA
"1815" 2273.91 NA
"1816" 2332.43 NA
"1817" 2364.18 NA
"1818" 2373.21 NA
"1819" 2342.94 NA
"1820" 2343.67 NA
"1821" 2435.76 NA
"1822" 2479.73 NA
"1823" 2536.39 NA
"1824" 2567.59 NA
"1825" 2675.47 NA
"1826" 2715.72 NA
"1827" 2641.33 NA
"1828" 2707.2 NA
"1829" 2807.8 NA
"1830" 2825.58 NA
"1831" 2770.11 NA
"1832" 2668.11 NA
"1833" 2794.7 NA
"1834" 2821.02 NA
"1835" 2778.9 NA
"1836" 2756.98 NA
"1837" 2832.21 NA
"1838" 2933.19 NA
"1839" 2949.14 NA
"1840" 2975.13 NA
"1841" 2857.36 NA
"1842" 2882.56 NA
"1843" 2945.26 NA
"1844" 2930.56 NA
"1845" 2786.33 NA
"1846" 2785.43 NA
"1847" 2673.21 NA
"1848" 2612.54 NA
"1849" 2675.7 NA
"1850" 2716.18 NA
"1851" 2737.73 NA
"1852" 2730.39 NA
"1853" 2807.17 NA
"1854" 2831.87 NA
"1855" 2905.09 NA
"1856" 2993.01 NA
"1857" 2998.47 NA
"1858" 3040.6 NA
"1859" 2771.79 NA
"1860" 2881.07 NA
"1861" 2797.19 NA
"1862" 2831.53 NA
"1863" 2785.31 NA
"1864" 2840.18 NA
"1865" 2896.59 NA
"1866" 2928.01 NA
"1867" 2937.91 NA
"1868" 2954.91 NA
"1869" 2964.79 NA
"1870" 2906.33 NA
"1871" 2951.7 NA
"1872" 2930.48 NA
"1873" 3014.44 NA
"1874" 3032.2 NA
"1875" 3057.38 NA
"1876" 3071.23 NA
"1877" 3074.29 NA
"1878" 3122.81 NA
"1879" 3138.83 NA
"1880" 3173.02 NA
"1881" 3197.54 NA
"1882" 3183.98 NA
"1883" 3252.59 NA
"1884" 3291.3 NA
"1885" 3291.54 NA
"1886" 3319.14 NA
"1887" 3323.58 NA
"1888" 3398.95 NA
"1889" 3444.29 NA
"1890" 3495.22 NA
"1891" 3531.03 NA
"1892" 3518.27 NA
"1893" 3596.44 NA
"1894" 3611.87 NA
"1895" 3612.4 NA
"1896" 3449.02 NA
"1897" 3584.2 NA
"1898" 3710.89 NA
"1899" 3720.53 NA
"1900" 3743.96 NA
"1901" 3783.06 NA
"1902" 3759.87 NA
"1903" 3841.27 NA
"1904" 3950.01 NA
"1905" 4013.08 NA
"1906" 4049.7 NA
"1907" 4021.68 NA
"1908" 4046.39 NA
"1909" 3899.18 NA
"1910" 3986.04 NA
"1911" 4048.29 NA
"1912" 4030.26 NA
"1913" 4072.23 NA
"1914" 4110.38 NA
"1915" 4173.71 NA
"1916" 4151.13 NA
"1917" 4179.78 NA
"1918" 4272.11 NA
"1919" 4334.92 NA
"1920" 4053.09 NA
"1921" 4109.65 NA
"1922" 4000.74 NA
"1923" 3670.4 NA
"1924" 3767.1 NA
"1925" 3776.32 NA
"1926" 3890.8 NA
"1927" 3913.14 NA
"1928" 3995.68 NA
"1929" 4072.14 NA
"1930" 4176.48 NA
"1931" 4115.21 NA
"1932" 4132.87 NA
"1933" 4253.35 NA
"1934" 4269.52 NA
"1935" 4181.32 NA
"1936" 4230.82 NA
"1937" 4091.45 NA
"1938" 3941.08 NA
"1939" 3973.37 NA
"1940" 4078.6 NA
"1941" 3914.2 NA
"1942" 3820.7 NA
"1943" 3836.29 NA
"1944" 3899.72 NA
"1945" 3816.17 NA
"1946" 3615.87 NA
"1947" 3781.35 NA
"1948" 3883.22 NA
"1949" 3853.02 NA
"1950" 3865.72 NA
"1951" 3915.99 NA
"1952" 3914.4 NA
"1953" 3821.92 NA
"1954" 3896.19 NA
"1955" 3930.06 NA
"1956" 3912.94 NA
"1957" 4058.85 NA
"1958" 4213.36 NA
"1959" 4210.33 NA
"1960" 4323.97 NA
"1961" 4346.46 NA
"1962" 4345.36 NA
"1963" 4440.77 NA
"1964" 4471.03 NA
"1965" 4300.56 NA
"1966" 4407.73 NA
"1967" 4560.77 NA
"1968" 4628.11 NA
"1969" 4651.23 NA
"1970" 4663.16 NA
"1971" 4754.1 NA
"1972" 4749.37 NA
"1973" 4820.06 NA
"1974" 4872.79 NA
"1975" 4869.88 NA
"1976" 4765.45 NA
"1977" 4656.57 NA
"1978" 4904.85 NA
"1979" 4955.21 NA
"1980" 4980.08 NA
"1981" 5032.49 NA
"1982" 5107.67 NA
"1983" 5150.12 NA
"1984" 5194.69 NA
"1985" 5109.43 NA
"1986" 5167.88 NA
"1987" 5218.83 NA
"1988" 5321.06 NA
"1989" 5294.04 NA
"1990" 5310.72 NA
"1991" 5393.66 NA
"1992" 5277.18 NA
"1993" 5355.29 NA
"1994" 5113.97 NA
"1995" 5172.63 NA
"1996" 5273.59 NA
"1997" 5312.18 NA
"1998" 5421.39 NA
"1999" 5425.21 NA
"2000" 5395.27 NA
"2001" 5470.06 NA
"2002" 5454.67 NA
"2003" 5485.01 NA
"2004" 5425.88 NA
"2005" 5338.52 NA
"2006" 5409.4 NA
"2007" 5552.3 NA
"2008" 5692.75 NA
"2009" 5715.89 NA
"2010" 5771.46 NA
"2011" 5913.23 NA
"2012" 5903.26 NA
"2013" 6030.09 NA
"2014" 6092.06 NA
"2015" 6036.28 NA
"2016" 5825.28 NA
"2017" 5818.05 NA
"2018" 5667.33 NA
"2019" 5773.39 NA
"2020" 5843.11 NA
"2021" 5562.39 NA
"2022" 5589.63 NA
"2023" 5748 NA
"2024" 5897.19 NA
"2025" 5954.77 NA
"2026" 5914.29 NA
"2027" 5777.81 NA
"2028" 5634.45 NA
"2029" 5536.57 NA
"2030" 5601.78 NA
"2031" 5330.02 NA
"2032" 5315.54 NA
"2033" 5187.73 NA
"2034" 5158.12 NA
"2035" 5412.69 NA
"2036" 5365.27 NA
"2037" 5316.27 NA
"2038" 5269.82 NA
"2039" 5293.7 NA
"2040" 5214.23 NA
"2041" 4984.16 NA
"2042" 5032.13 NA
"2043" 4958.85 NA
"2044" 4861.11 NA
"2045" 4803.39 NA
"2046" 5003.33 NA
"2047" 4871.78 NA
"2048" 4868.61 NA
"2049" 4915.89 NA
"2050" 5042.65 NA
"2051" 5035.07 NA
"2052" 5091.76 NA
"2053" 5161.92 NA
"2054" 5175.08 NA
"2055" 5095.54 NA
"2056" 4958.04 NA
"2057" 5007.91 NA
"2058" 4876.76 NA
"2059" 4836.17 NA
"2060" 4941.78 NA
"2061" 5043.54 NA
"2062" 5101.78 NA
"2063" 5234.26 NA
"2064" 5201.18 NA
"2065" 5233.35 NA
"2066" 5308.89 NA
"2067" 5261.56 NA
"2068" 5261.56 NA
"2069" 5272.81 NA
"2070" 5319.86 NA
"2071" 5361.57 NA
"2072" 5393.34 NA
"2073" 5386.53 NA
"2074" 5435.81 NA
"2075" 5456.54 NA
"2076" 5484.68 NA
"2077" 5497.9 NA
"2078" 5443.79 NA
"2079" 5290.61 NA
"2080" 5151.63 NA
"2081" 5180.51 NA
"2082" 4914.44 NA
"2083" 4559.75 NA
"2084" 4703.05 NA
"2085" 4717.73 NA
"2086" 4761.69 NA
"2087" 4419.29 NA
"2088" 4457.94 NA
"2089" 4417.85 NA
"2090" 4383.39 NA
"2091" 4320.77 NA
"2092" 4672.17 NA
"2093" 4599.7 NA
"2094" 4490.72 NA
"2095" 4552.32 NA
"2096" 4497.13 NA
"2097" 4568.15 NA
"2098" 4664.29 NA
"2099" 4567.03 NA
"2100" 4527.18 NA
"2101" 4370.29 NA
"2102" 4192.53 NA
"2103" 4238.18 NA
"2104" 4334.05 NA
"2105" 4299.51 NA
"2106" 4348.54 NA
"2107" 4438.27 NA
"2108" 4335.45 NA
"2109" 4292.65 NA
"2110" 4360.99 NA
"2111" 4300.52 NA
"2112" 4146.3 NA
"2113" 4165.88 NA
"2114" 4070.12 NA
"2115" 3971.26 NA
"2116" 3962.67 NA
"2117" 3820.05 NA
"2118" 3668.9 NA
"2119" 3761.6 NA
"2120" 3804.05 NA
"2121" 3796.58 NA
"2122" 3626.19 NA
"2123" 3629.62 NA
"2124" 3606.86 NA
"2125" 3411.49 NA
"2126" 3580.15 NA
"2127" 3472.71 NA
"2128" 3329.16 NA
"2129" 3347.88 NA
"2130" 3446.24 NA
"2131" 3599.62 NA
"2132" 3612.54 NA
"2133" 3413.91 NA
"2134" 3471.74 NA
"2135" 3492.89 NA
"2136" 3296.67 NA
"2137" 3348.35 NA
"2138" 3291.6 NA
"2139" 3222.74 NA
"2140" 3094.67 NA
"2141" 3116.98 NA
"2142" 3147.79 NA
"2143" 3278.33 NA
"2144" 3583.03 NA
"2145" 3557.75 NA
"2146" 3474.72 NA
"2147" 3523.41 NA
"2148" 3693.11 NA
"2149" 3761.01 NA
"2150" 3733.5 NA
"2151" 3579.15 NA
"2152" 3656.84 NA
"2153" 3613.49 NA
"2154" 3626.98 NA
"2155" 3560.24 NA
"2156" 3657.43 NA
"2157" 3637.32 NA
"2158" 3624.23 NA
"2159" 3604.76 NA
"2160" 3443.16 NA
"2161" 3544.19 NA
"2162" 3485.63 NA
"2163" 3473.09 NA
"2164" 3364.54 NA
"2165" 3375.41 NA
"2166" 3459.03 NA
"2167" 3401.44 NA
"2168" 3433.35 NA
"2169" 3459.04 NA
"2170" 3436.4 NA
"2171" 3369.91 NA
"2172" 3351.65 NA
"2173" 3329.67 NA
"2174" 3072.33 NA
"2175" 3024.24 NA
"2176" 2957.53 NA
"2177" 2868.8 NA
"2178" 2874.1 NA
"2179" 2794.75 NA
"2180" 2941.11 NA
"2181" 2748.87 NA
"2182" 2831.74 NA
"2183" 2760.42 NA
"2184" 2803.02 NA
"2185" 2905.01 NA
"2186" 2901.85 NA
"2187" 2748.43 NA
"2188" 2736.1 NA
"2189" 2651.6 NA
"2190" 2651.73 NA
"2191" 2703.53 NA
"2192" 2669.89 NA
"2193" 2792.4 NA
"2194" 2814.95 NA
"2195" 2920.55 NA
"2196" 2875.45 NA
"2197" 2856.63 NA
"2198" 2878.26 NA
"2199" 2779.45 NA
"2200" 2705.87 NA
"2201" 2684.78 NA
"2202" 2778.37 NA
"2203" 2861.42 NA
"2204" 2846.12 NA
"2205" 2837.85 NA
"2206" 2910.29 NA
"2207" 2865.1 NA
"2208" 2903.01 NA
"2209" 2850.31 NA
"2210" 2836.67 NA
"2211" 2775.72 NA
"2212" 2801.82 NA
"2213" 2741.74 NA
"2214" 2690.75 NA
"2215" 2719.37 NA
