5.14	24
5.14	19
5.14	23
5.14	24
5.12	27
5.12	24
5.12	25
5.18	26
5.18	23
5.04	23
5.02	25
5.02	25
5.02	24
5.02	18
5.02	25
5.02	24
5.02	26
5.02	24
5.02	26
5.21	24
5.21	24
5.21	23
5.21	22
5.21	26
5.21	16
6.45	22
6.45	24
6.4	23
6.37	22
6.37	24
6.37	24
6.3	24
6.26	24
5.66	23
5.02	22
4.66	23
4.66	21
4.34	16
4.41	25
4.42	23
4.42	23
4.42	22
4.42	24
4.42	24
4.42	20
4.42	24
4.42	23
4.42	22
4.42	22
4.42	16
4.42	24
4.41	22
4.41	24
4.41	23
4.41	23
4.41	24
4.34	23
4.34	23
4.34	24
4.34	23
4.34	16
4.28	19
4.18	22
3.88	20
3.71	22
3.71	20
3.5	21
3.25	23
2.87	17
2.54	21
2.17	22
2.13	21
2.01	22
2.01	12
2.01	21
2.05	21
2.05	22
1.99	20
1.73	23
1.73	22
1.73	20
1.73	22
1.48	21
1.48	22
1.17	19
1.17	16
1.17	21
1.17	22
1.17	21
1.17	20
1.05	23
1.05	21
1.05	21
1.05	22
1.05	20
1.05	23
1.05	15
1.05	20
1.05	23
1.05	22
1.05	21
1.05	21
1.05	22
1.05	20
1.05	21
1.15	20
1.15	22
1.15	23
1.22	21
1.22	14
1.29	23
1.29	20
1.29	21
1.29	22
1.36	20
1.36	22
1.43	21
1.43	20
1.43	22
1.5	22
1.5	18
1.5	17
1.5	23
1.57	19
1.57	21
1.57	22
1.64	21
1.64	23
1.64	21
1.71	20
1.71	22
1.71	21
1.74	22
1.74	12
1.74	23
1.77	20
1.77	22
1.97	20
1.97	22
1.97	23
2.03	18
2.03	22
2.03	22
2.09	21
2.09	22
2.09	14
2.09	21
2.13	21
2.13	21
2.15	21
2.19	22
2.19	21
2.17	21
1.98	22
1.66	20
0.91	23
0.41	15
0.35	20
0.35	22
0.35	22
0.35	18
0.35	23
0.35	23
0.35	20
0.35	22
0.47	22
0.47	21
0.47	23
0.47	20
0.47	14
0.47	23
0.47	21
0.47	21
0.58	21
0.58	22
0.58	22
0.58	21
0.67	21
0.67	22
0.67	23
0.75	20
0.75	12
0.75	23
0.82	19
0.82	21
0.82	21
0.88	21
0.88	23
0.88	21
0.88	20
0.88	22
0.88	22
0.88	15
0.88	20
0.88	23
0.88	20
0.88	22
0.88	21
0.88	22
0.88	22
0.88	20
0.88	22
0.88	22
0.88	21
0.88	22
0.88	13
0.88	21
0.88	20
0.88	22
0.88	19
0.88	23
0.88	21
0.88	20
0.88	22
0.88	21
0.88	22
0.88	18
0.88	17
0.88	21
0.88	21
0.88	21
0.88	20
