T收盤價	T成交量	T週轉率	T本益比	T股價淨值比
7734.26	3698591	0.3965	22.99	1.63
7781.91	4031872	0.4444	23.14	1.64
7727.55	3664658	0.407	22.97	1.63
7754.59	3256330	0.3626	22.99	1.64
7768.3	3141880	0.3377	23.03	1.64
7734.13	3149063	0.3331	22.93	1.63
7669.63	3272289	0.3413	22.73	1.62
7683.8	2990391	0.3102	22.77	1.62
7715.16	3263586	0.3278	22.87	1.63
7675.72	2269552	0.2268	24.77	1.69
7718.68	2597780	0.2604	24.91	1.7
7684.63	2488565	0.2487	24.8	1.69
7682.34	2879727	0.2859	24.8	1.69
7690.65	2877461	0.2932	24.82	1.69
7615.89	2533754	0.2512	24.58	1.68
7592.01	2960894	0.2987	24.51	1.67
7451.72	2970105	0.3143	24.05	1.64
7437.04	2547113	0.2514	24.01	1.64
7418.9	2293462	0.2376	23.95	1.64
7471.02	2397264	0.2421	24.12	1.65
7464.4	2830401	0.2953	24.1	1.65
7465.41	2245272	0.2154	24.08	1.65
7408.76	2413853	0.245	23.89	1.63
7373.04	2097056	0.2022	23.78	1.63
7337.48	2096029	0.1949	23.67	1.62
7314.88	2367137	0.2288	23.59	1.61
7262.08	2641578	0.2497	23.42	1.6
7134.06	3928000	0.4069	23.01	1.57
7091.67	3019089	0.2962	22.89	1.57
7182.59	2951157	0.2918	23.25	1.59
7166.05	2817645	0.2583	23.2	1.58
7179.64	3239107	0.3118	23.32	1.59
7210.47	3302097	0.326	23.42	1.59
7185.36	2287059	0.2097	22.76	1.59
7236.68	2439410	0.2137	22.92	1.6
7287.18	2856271	0.2574	23.07	1.61
7242.63	2795653	0.2564	22.93	1.6
7293.22	3338383	0.3073	23.09	1.61
7267.75	2685563	0.2519	23.03	1.61
7136.05	3117540	0.2741	22.62	1.58
7159.75	2463036	0.2073	22.69	1.58
7143.84	2431060	0.215	22.64	1.58
7130.07	2659740	0.2385	22.6	1.58
7129.04	2320090	0.2042	22.6	1.58
7145.77	2276643	0.1982	22.66	1.58
7088.49	2598271	0.2298	22.48	1.57
7105.76	2190264	0.1916	22.52	1.57
7326.01	3737115	0.3653	23.22	1.62
7407.37	3554742	0.3571	23.47	1.64
7430.2	3242682	0.3183	23.54	1.64
7434.93	3163582	0.3212	23.56	1.64
7503.55	4055535	0.4283	23.76	1.66
7580.17	4743158	0.5141	24.01	1.68
7599.91	3696524	0.3932	23.13	1.63
7600.98	3947860	0.4032	23.13	1.63
7649.05	4858910	0.5032	23.28	1.64
7623.26	4399887	0.4402	23.2	1.63
7642.26	3888752	0.3782	23.26	1.64
7609.5	3241143	0.3085	23.16	1.63
7613.69	3613646	0.363	23.17	1.63
7690.19	3634231	0.3567	23.4	1.65
7757.09	4527314	0.4765	23.61	1.66
7698.77	4163921	0.4301	23.44	1.65
7631.28	3806888	0.3641	23.23	1.64
7643.74	3314197	0.3294	23.27	1.64
7677.47	3890810	0.4045	23.37	1.64
7595.46	3696585	0.3693	23.12	1.63
7519.93	3854713	0.3796	22.85	1.61
7540.14	2153421	0.194	22.91	1.62
7535.52	2593607	0.2609	22.89	1.62
7636.57	3186672	0.2994	23.2	1.64
7634.19	3203879	0.3166	23.2	1.64
7648.41	3031920	0.2873	23.26	1.64
7699.5	3185729	0.3183	23.42	1.65
7779.22	3416421	0.3503	23.61	1.67
7836.84	4480963	0.4713	23.78	1.68
7805.99	4172906	0.4289	23.69	1.68
7755.09	3868825	0.3858	23.54	1.66
7721.66	3738832	0.3507	23.43	1.66
7738.64	3891674	0.3951	23.49	1.66
7811.64	5021568	0.5318	23.71	1.68
7819.15	3732799	0.3869	23.73	1.68
7823.97	3409241	0.346	23.74	1.68
7765.02	4055375	0.403	23.57	1.67
7700.43	3659803	0.3622	23.37	1.65
7616.64	4774599	0.4871	23.11	1.64
7732.87	3431132	0.3484	23.45	1.66
7724.92	2622100	0.2422	23.43	1.66
7759.1	2764855	0.2537	23.52	1.67
7744.18	2817736	0.2659	23.47	1.66
7695.99	3202135	0.3	23.32	1.65
7672.58	2819972	0.2769	23.25	1.65
7714.67	2693968	0.2684	23.38	1.66
7802	3309582	0.3101	23.64	1.68
7832.98	3676369	0.3639	23.74	1.68
7850.02	3408160	0.3558	23.79	1.69
7855.97	3109050	0.3079	23.75	1.69
7923.16	4052564	0.43	23.95	1.71
7886.94	3414352	0.3713	23.84	1.7
7906.65	3820401	0.4112	23.91	1.7
7943.53	3677764	0.4143	24.02	1.71
7960.88	3457909	0.3709	24.09	1.72
8029.1	4367004	0.481	24.33	1.73
7957.46	3567015	0.3709	24.11	1.72
7947.72	3563790	0.3688	24.08	1.71
7986.89	2965323	0.2948	24.2	1.72
7947.68	3330313	0.3439	24.08	1.71
7880.9	3093745	0.3103	23.88	1.7
7897.98	3081490	0.3076	23.9	1.7
7964.63	3337408	0.3378	24.13	1.72
7867.34	3543349	0.3664	23.84	1.7
7932.71	3593008	0.36	24.04	1.71
7950.3	3923678	0.3855	24.1	1.72
7960.51	3629314	0.3609	24.13	1.72
8015.14	4161212	0.4395	24.3	1.73
8038.72	4284798	0.4615	24.37	1.73
7994.71	4200531	0.4396	24.23	1.72
7995.51	3736890	0.3652	24.24	1.73
7951.76	3529811	0.3459	24.1	1.72
7927.49	4000121	0.4069	24.03	1.71
7811.34	3407599	0.329	23.67	1.69
7838.47	3096067	0.2908	23.76	1.69
7798.03	3313050	0.3156	23.63	1.68
7811.84	3029867	0.2748	23.68	1.69
7796.22	2900280	0.2772	23.63	1.68
7856.12	2975401	0.2893	23.81	1.69
7856.36	3034380	0.2957	23.81	1.69
7894.12	3123936	0.2988	23.93	1.7
7866.88	3067143	0.2936	23.84	1.7
7918.61	2709119	0.2577	24	1.71
7899.24	2691053	0.2545	23.97	1.7
7913.18	2836215	0.2681	24.01	1.71
7942.35	3097976	0.3127	24.09	1.71
7752.79	3929740	0.4212	23.54	1.67
7728.54	3170515	0.3152	23.47	1.66
7752.8	2879662	0.2851	23.54	1.67
7857.98	3321592	0.3091	23.87	1.69
7821.63	3088840	0.2832	23.76	1.69
7763.53	2974976	0.2682	23.58	1.67
7801.05	3072808	0.2614	23.69	1.68
7809.07	3378622	0.3123	23.72	1.68
7791.35	3336739	0.2986	23.67	1.68
7930.8	3763283	0.3358	24.1	1.71
7970.38	3449980	0.3239	24.22	1.72
7942.77	3488256	0.3192	24.13	1.71
8023.71	4230701	0.4143	24.38	1.73
8021.75	3471159	0.3282	24.37	1.73
8022.06	3865873	0.3708	24.37	1.73
8029.74	3361986	0.3153	24.39	1.73
8093.66	4083562	0.3914	24.59	1.74
8128.51	3886984	0.3545	24.69	1.75
8135.03	3898459	0.3412	24.71	1.75
8169.05	3714535	0.3226	24.81	1.76
8163.06	3572342	0.3062	24.81	1.76
8267.09	4292800	0.4034	25.13	1.78
8285.89	4207494	0.3946	25.19	1.79
8280.26	3869318	0.3711	25.17	1.79
8248.32	3418289	0.3267	25.07	1.78
8251.82	3526590	0.3283	25.08	1.78
8318.59	4088508	0.3824	25.29	1.8
8390.05	5599922	0.5519	25.51	1.81
8368.19	4376172	0.4078	25.44	1.81
8377.05	3666858	0.3397	25.46	1.81
8383.05	4489778	0.4318	25.48	1.81
8398.84	4750725	0.4886	25.53	1.81
8237.83	5514716	0.5764	25.04	1.78
8209.78	4139883	0.3983	24.95	1.77
8280.1	3316386	0.3168	25.17	1.79
8263.05	3512028	0.3294	25.11	1.78
8337.9	4154548	0.4053	25.34	1.8
8243.29	4129262	0.4085	25.05	1.78
8254.8	5184520	0.5816	25.09	1.78
8201.02	3626255	0.357	19.78	1.58
8191.22	3625821	0.3549	19.76	1.57
8181.91	3840086	0.3639	19.74	1.57
8096.14	3916207	0.3735	19.53	1.56
8095.2	4194889	0.4051	19.53	1.56
8160.55	3216702	0.2732	19.69	1.57
8116.15	3208860	0.2918	19.58	1.56
7951.66	3963143	0.3648	19.19	1.53
7937.74	3627956	0.3376	19.16	1.53
7992.89	2784515	0.2446	19.29	1.54
8011.02	3118072	0.2775	19.33	1.54
8007.39	3225517	0.2909	19.33	1.54
7898.91	3788215	0.3495	19.06	1.52
7793.31	5261553	0.5214	18.81	1.5
7758.03	4014341	0.3507	18.72	1.49
7663.23	4644435	0.3787	18.49	1.47
7784.8	4465873	0.3919	18.79	1.5
7883.9	4330119	0.3882	19.03	1.52
8062.21	4061176	0.3676	19.47	1.55
8036	3796010	0.3338	19.42	1.55
8015.86	3567903	0.3171	19.37	1.54
7911.42	3963116	0.3665	19.1	1.52
7893.72	3447442	0.2898	19.07	1.52
8001.82	3656516	0.3063	19.33	1.54
7886.34	3350595	0.2885	19.05	1.52
7971.18	3302962	0.2785	19.28	1.54
8011.69	4075988	0.3674	19.38	1.54
8179.54	4830116	0.4387	19.78	1.58
8220.49	3936625	0.3629	19.9	1.58
8254.68	3758136	0.3495	19.99	1.59
8260.11	4025922	0.3989	20	1.59
8258.95	4398466	0.4324	19.99	1.59
8194.88	4514844	0.4137	19.84	1.58
8062.03	4504053	0.4029	19.52	1.55
8105.45	3453847	0.3108	19.63	1.56
8214.65	4615604	0.4192	19.9	1.58
8196.19	4056224	0.3601	19.85	1.58
8163.58	3861445	0.3369	19.77	1.57
8149.4	3408937	0.2936	19.74	1.57
8084.5	3142985	0.2531	19.58	1.56
8163.55	3390053	0.2903	19.77	1.57
8107.94	3845143	0.335	19.64	1.56
8056.22	3671676	0.3273	19.51	1.55
8099.88	4011109	0.3712	19.61	1.56
8138.63	3550412	0.3102	19.71	1.57
8038.91	3902801	0.3467	19.47	1.55
7921.29	3722394	0.3371	19.19	1.53
7907.67	3712670	0.3295	19.15	1.52
7856.14	3650073	0.3257	19.03	1.51
7903.38	3254217	0.2796	19.14	1.52
7986.27	3721182	0.3185	19.34	1.54
7951.33	3686770	0.3327	19.26	1.53
7887.26	3866014	0.3608	19.11	1.52
7925	3659370	0.3281	19.2	1.53
7900.21	3301823	0.2976	19.14	1.52
7832.65	3866700	0.3282	18.98	1.51
7814.38	4088917	0.359	18.94	1.51
7873.31	3499474	0.3066	19.08	1.52
7894.97	2920586	0.2498	19.13	1.52
7820.84	3444528	0.2941	18.96	1.51
7824.54	3145138	0.2631	18.96	1.51
7917.66	3432274	0.2827	19.19	1.53
8021.89	3639396	0.3322	19.45	1.55
8038.86	3322699	0.2876	19.49	1.55
8088.37	3824029	0.3353	19.6	1.56
8083.44	3644065	0.3193	19.59	1.56
8169.1	4395684	0.3908	19.8	1.58
8164.2	4225539	0.3917	19.79	1.58
8192.11	3857629	0.3423	19.87	1.59
8208.77	4138024	0.3745	19.91	1.59
8208.99	3956542	0.3392	19.91	1.59
8225.36	3930057	0.3413	19.95	1.59
8168.2	3088068	0.2566	19.81	1.58
8142.48	2114813	0.1603	19.75	1.58
8255.34	3360912	0.2956	20.02	1.6
8249.78	2976525	0.2574	20	1.6
8209.18	3061671	0.2935	19.9	1.59
8292.83	3613531	0.3595	20.11	1.61
8299.12	3810926	0.3621	20.12	1.61
8283.9	3710404	0.3584	20.08	1.6
8184.68	3542500	0.3228	19.85	1.59
8230.68	3705523	0.3637	19.96	1.59
8173.87	3313682	0.3155	19.82	1.58
8187.02	3361239	0.3133	18.33	1.62
8216.52	4004860	0.3886	18.4	1.63
8359.02	5249849	0.5081	18.72	1.65
8364.55	4233382	0.3988	18.72	1.65
8333.66	4413800	0.4321	18.65	1.65
8375.65	4317402	0.4112	18.75	1.66
8344.73	4305997	0.4065	18.68	1.65
8349.37	4340289	0.4087	18.69	1.65
8273.96	3924007	0.3546	18.52	1.64
8367.88	3953632	0.3543	18.73	1.66
8332.18	3669610	0.3216	18.65	1.65
8374.68	3887295	0.3516	18.74	1.66
8441.19	4048585	0.3621	18.89	1.67
8419.32	3516731	0.314	18.84	1.67
8418.27	3544728	0.304	18.84	1.67
8393.62	3616278	0.2999	18.79	1.66
8413.72	3258704	0.2646	18.83	1.67
8346.62	3681310	0.3096	18.68	1.65
8407.83	3202412	0.2688	18.82	1.66
8420.98	3356116	0.2849	18.87	1.67
8465.06	3657931	0.3218	18.97	1.68
8450.06	4012708	0.3525	18.97	1.68
8388.18	3927695	0.3338	18.83	1.66
8354.14	3787812	0.324	18.75	1.65
8262.2	4093941	0.3585	18.54	1.64
8281.97	3999927	0.3519	18.58	1.64
8283.71	3965980	0.3412	18.58	1.64
8229.59	3490545	0.2937	18.46	1.63
8182.56	3309894	0.2923	18.36	1.62
8195.26	3832069	0.3342	18.39	1.62
8104.26	3371473	0.2795	18.18	1.6
8134.91	3767853	0.3334	18.24	1.61
8177.12	3512310	0.3032	18.34	1.62
8191.46	3309812	0.2759	18.37	1.62
8260.21	3815307	0.3126	18.74	1.64
8204.46	3698829	0.3029	18.61	1.63
8099.45	3509118	0.2857	18.37	1.61
8116.78	3060399	0.2515	18.41	1.61
8187.51	3399008	0.3019	18.57	1.63
8248.02	4424080	0.4155	18.71	1.64
8295.88	3840156	0.325	18.82	1.65
8362.43	4286908	0.3745	18.98	1.66
8406.83	3969251	0.3401	19.08	1.67
8414.61	3307304	0.2705	16.73	1.61
8392.55	3525402	0.3052	16.69	1.61
8418	3964590	0.3325	16.74	1.61
8375.54	3712162	0.3089	16.65	1.61
8367.72	3555190	0.2939	16.63	1.6
8444.62	3749626	0.3207	16.79	1.62
8443.39	3455185	0.2875	16.79	1.62
8433.77	4053926	0.3314	16.77	1.62
8361.33	3298692	0.2536	16.62	1.6
8376.94	3451078	0.2815	16.64	1.61
8313.87	3271464	0.2715	16.51	1.6
8352.93	3383279	0.2836	16.59	1.6
8349.04	3413692	0.2858	16.58	1.6
8407.4	3838717	0.3193	16.7	1.61
8408.53	3728157	0.315	16.7	1.61
8456.46	3881611	0.3315	16.8	1.62
8450.49	3216165	0.2681	16.78	1.62
8467.76	3199800	0.2719	16.82	1.63
8485.89	3035044	0.2558	16.86	1.63
8535.04	3586324	0.316	16.96	1.64
8623.43	4059025	0.3698	17.14	1.66
8611.51	4178303	0.3639	17.11	1.65
8612.54	4462792	0.3924	17.08	1.65
8546.54	4406184	0.3974	16.95	1.64
8500.01	4556810	0.4113	16.86	1.63
8512.3	4489316	0.4021	16.88	1.63
8556.01	5447851	0.4967	16.97	1.64
8514.68	6277065	0.5904	16.89	1.63
8529.35	4771243	0.4263	16.92	1.64
8566.2	4633450	0.4125	17	1.64
8548.14	4247023	0.3552	16.97	1.64
8602.55	5319587	0.4521	17.07	1.65
8612.11	5077337	0.4391	17.02	1.64
8596	4520607	0.3792	16.99	1.64
8621.56	4366334	0.3542	17.04	1.65
8599.9	4815020	0.3826	17	1.64
8625.3	4236741	0.3342	17.05	1.65
8595.1	4026745	0.3184	16.99	1.64
8598.31	3568470	0.3004	17	1.64
8462.57	4003706	0.404	16.74	1.62
8264.48	4841976	0.4875	17.67	1.59
8311.01	4387575	0.3917	17.78	1.6
8387.35	4348437	0.3753	17.94	1.62
8391.95	3970822	0.3173	17.95	1.62
8430.56	3914312	0.3027	18.03	1.63
8510.87	4674053	0.37	18.19	1.64
8467.7	4053166	0.3257	18.1	1.63
8513.68	4320602	0.3629	18.2	1.64
8519.55	3686837	0.293	18.19	1.64
8556.23	3733814	0.2956	18.27	1.65
8577.01	4186950	0.3409	18.31	1.65
8524.62	4589537	0.3697	18.2	1.64
8601.86	4700308	0.3991	18.37	1.66
8560.61	4508539	0.3793	18.28	1.65
8575.62	4437477	0.3711	18.31	1.65
8600.86	4960946	0.4003	18.36	1.66
8639.58	4544427	0.3902	18.45	1.67
8601.98	4380579	0.3946	18.33	1.66
8554.54	4208364	0.3652	18.22	1.65
8632.93	4487916	0.3836	18.39	1.67
8713.79	5162262	0.4274	18.51	1.68
8713.96	5627630	0.481	18.5	1.68
8665.24	3996416	0.3268	18.32	1.67
8702.33	4193335	0.3417	18.41	1.68
8684.73	4289833	0.3483	18.37	1.68
8747.79	4981956	0.4153	18.51	1.69
8687.63	4167290	0.3455	22.09	1.68
8700.1	4133190	0.3464	21.99	1.68
8731.94	4636802	0.3837	22.05	1.68
8689.46	4727772	0.3656	22.01	1.68
8597.33	4478617	0.367	21.73	1.66
8577.17	4411770	0.3797	21.32	1.65
8605.38	3914766	0.3035	20.12	1.66
8689.3	4103750	0.3134	20.11	1.68
8737.27	4653433	0.3533	19.95	1.69
8779.57	4746817	0.3703	19.55	1.69
8774.64	4582915	0.3556	19.51	1.69
8849.28	4079089	0.317	18.87	1.71
8873.15	4607052	0.3528	18.71	1.71
8905.45	5131398	0.3778	18.79	1.72
8888.54	4817592	0.3995	18.77	1.72
8876.44	4514514	0.3619	18.65	1.72
8888.25	4502406	0.3236	18.71	1.72
8930.57	4660927	0.3623	18.79	1.73
8948.1	5357312	0.4281	18.83	1.73
8908.05	4617852	0.3531	18.74	1.73
8857.42	3831079	0.2742	18.61	1.72
8916.71	4431826	0.3195	18.73	1.73
8923.82	4638032	0.332	18.83	1.73
8944.16	4916167	0.3512	18.87	1.73
8966.66	4031283	0.2853	18.94	1.74
8951.19	3872742	0.2809	18.91	1.74
8974.71	4766759	0.3388	18.95	1.74
8956.92	5405089	0.4041	18.92	1.74
8945.45	4951922	0.3715	18.9	1.74
8774.12	6357271	0.5161	18.54	1.7
8809.71	4910988	0.36	18.62	1.71
8872.11	4719245	0.3194	18.75	1.72
8791.44	4980417	0.378	18.58	1.71
8867.32	4442476	0.3257	18.75	1.72
8870.43	4668596	0.3025	18.75	1.72
8912.39	5198268	0.354	18.84	1.73
8893.22	5025079	0.3636	18.8	1.73
8930.9	5038369	0.3782	18.89	1.73
8889.69	4821345	0.3724	18.8	1.73
8808.61	4317054	0.3196	18.63	1.71
8817.94	4548206	0.3337	18.65	1.71
8875.16	4486473	0.3238	19.09	1.72
8880.65	3966012	0.2637	19.1	1.72
8888.45	3984610	0.2774	19.11	1.73
8899.9	4044843	0.287	19.14	1.73
8887.79	4099695	0.2684	19.1	1.73
8862.42	3775280	0.2547	19.05	1.72
8969.63	4527962	0.3126	19.28	1.74
9008.22	4838914	0.3458	19.36	1.75
9036.12	4600514	0.3463	19.42	1.75
9055.29	4438750	0.3187	19.46	1.76
9121.71	5194553	0.3884	19.6	1.77
9109	5105447	0.3639	19.58	1.77
9075.91	5857533	0.5352	19.51	1.76
9123.46	4762101	0.373	16.95	1.61
9119.96	5287757	0.4018	16.95	1.61
9140.72	5628569	0.4289	17	1.61
9134.46	5619838	0.4413	16.98	1.61
9162.74	5151728	0.3988	17.04	1.62
9222.37	5209580	0.3886	17.15	1.63
9229.8	5112244	0.3798	17.16	1.63
9204.65	5322398	0.4037	17.12	1.62
9196.39	4643188	0.3616	17.1	1.62
9202.93	4792106	0.3802	17.12	1.62
9240.6	5062240	0.385	17.17	1.63
9279.93	6007971	0.4663	17.24	1.64
9316.81	4841052	0.3496	17.31	1.65
9273.79	4586760	0.345	17.23	1.64
9228.35	5358398	0.4174	17.17	1.63
9246.2	4462633	0.2969	17.2	1.63
9242.16	4528501	0.3055	17.19	1.63
9320.94	5452723	0.4238	17.34	1.65
9306.83	4717360	0.3457	17.31	1.64
9393.07	5117717	0.3956	17.48	1.66
9441.92	6051789	0.458	17.57	1.67
9484.96	7812593	0.6313	17.66	1.68
9526.23	6330502	0.4489	17.74	1.68
9510.05	6094825	0.4551	17.7	1.68
9520.2	6054387	0.4542	17.73	1.68
9530.98	5876461	0.4422	17.75	1.68
9489.98	5606397	0.4148	17.67	1.68
9565.12	6793776	0.5357	17.81	1.69
