Date,Open,High,Low,Close,Volume,Adj Close
2014-08-29,9459.81,9470.15,9425.35,9436.27,2271500,9436.27
2014-08-28,9499.22,9502.42,9453.49,9478.37,2707500,9478.37
2014-08-27,9426.29,9491.75,9426.29,9485.59,2940500,9485.59
2014-08-26,9394.28,9418.77,9386.49,9393.96,1984100,9393.96
2014-08-25,9393.24,9409.35,9369.24,9390.62,1912300,9390.62
2014-08-22,9273.07,9380.60,9271.87,9380.10,2488700,9380.10
2014-08-21,9286.82,9289.02,9217.97,9253.38,2038000,9253.38
2014-08-20,9278.15,9294.49,9249.31,9288.05,2122000,9288.05
2014-08-19,9188.63,9255.09,9188.63,9243.78,1977100,9243.78
2014-08-18,9222.73,9222.73,9128.66,9141.31,1992200,9141.31
2014-08-15,9243.67,9243.67,9172.91,9206.81,1924300,9206.81
2014-08-14,9276.41,9282.01,9218.55,9230.61,2183500,9230.61
2014-08-13,9155.02,9231.66,9147.14,9231.31,2033400,9231.31
2014-08-12,9188.85,9198.10,9146.98,9163.12,1930900,9163.12
2014-08-11,9109.83,9184.96,9107.21,9172.91,1921900,9172.91
2014-08-08,9120.20,9120.20,9014.89,9085.96,2139900,9085.96
2014-08-07,9162.65,9172.88,9108.85,9131.44,1910100,9131.44
2014-08-06,9148.36,9163.81,9070.09,9143.97,2616100,9143.97
2014-08-05,9316.82,9316.82,9141.44,9141.44,2611000,9141.44
2014-08-04,9280.29,9330.19,9258.18,9330.19,2281900,9330.19
2014-08-01,9223.75,9274.64,9201.83,9266.51,2400600,9266.51
2014-07-31,9436.04,9438.97,9313.87,9315.85,2521900,9315.85
2014-07-30,9409.62,9456.03,9398.82,9447.02,2519700,9447.02
2014-07-29,9457.80,9483.75,9357.32,9391.88,3528000,9391.88
2014-07-28,9415.90,9460.43,9385.56,9420.18,2509800,9420.18
2014-07-25,9519.99,9528.70,9412.48,9439.29,2532200,9439.29
2014-07-24,9508.26,9538.07,9483.52,9527.54,2684600,9527.54
2014-07-23,9453.23,9499.36,9418.74,9499.36,2277700,9499.36
2014-07-22,9453.23,9499.36,9418.74,9499.36,2277700,9499.36
2014-07-21,9453.78,9480.14,9426.30,9440.97,2228000,9440.97
2014-07-18,9335.38,9421.34,9335.38,9400.97,2324700,9400.97
2014-07-17,9420.11,9461.86,9373.87,9408.24,2920100,9408.24
2014-07-16,9570.33,9574.13,9471.65,9484.73,3060700,9484.73
2014-07-15,9558.42,9593.68,9547.94,9569.17,2960700,9569.17
2014-07-14,9497.81,9545.99,9488.12,9520.30,2798700,9520.30
2014-07-11,9561.71,9591.27,9478.07,9495.84,3371800,9495.84
2014-07-10,9512.89,9568.75,9512.89,9565.12,3202100,9565.12
2014-07-09,9510.00,9522.99,9478.76,9489.98,2679700,9489.98
2014-07-08,9515.18,9540.57,9499.17,9530.98,2811300,9530.98
2014-07-07,9497.27,9520.20,9454.67,9520.20,2805800,9520.20
2014-07-04,9525.93,9550.11,9482.94,9510.05,2889200,9510.05
2014-07-03,9468.78,9538.65,9449.78,9526.23,2908200,9526.23
2014-07-02,9482.00,9547.05,9421.87,9484.96,4105500,9484.96
2014-07-01,9393.07,9463.06,9374.28,9441.92,3004800,9441.92
2014-06-30,9332.44,9393.07,9327.89,9393.07,2580300,9393.07
2014-06-27,9316.89,9330.95,9303.57,9306.83,2252200,9306.83
2014-06-26,9273.36,9320.94,9271.35,9320.94,2767400,9320.94
2014-06-25,9250.13,9255.87,9229.80,9242.16,1987600,9242.16
2014-06-24,9232.35,9276.24,9232.35,9246.20,1913700,9246.20
2014-06-23,9293.06,9302.65,9225.73,9228.35,2702500,9228.35
2014-06-20,9330.35,9339.83,9273.79,9273.79,2242200,9273.79
2014-06-19,9288.69,9324.40,9283.38,9316.81,2202700,9316.81
2014-06-18,9257.65,9316.64,9204.35,9279.93,3014200,9279.93
2014-06-17,9223.02,9249.87,9200.86,9240.60,2507800,9240.60
2014-06-16,9196.23,9214.19,9179.56,9202.93,2374500,9202.93
2014-06-13,9192.73,9207.74,9171.51,9196.39,2357800,9196.39
2014-06-12,9209.99,9220.89,9186.79,9204.65,2618000,9204.65
2014-06-11,9218.50,9229.80,9204.76,9229.80,2437300,9229.80
2014-06-10,9181.90,9222.37,9171.75,9222.37,2518700,9222.37
2014-06-09,9153.93,9166.58,9138.93,9162.74,2464400,9162.74
2014-06-06,9167.83,9174.77,9122.56,9134.46,2858700,9134.46
2014-06-05,9127.56,9140.72,9094.13,9140.72,2772700,9140.72
2014-06-04,9135.01,9140.55,9114.18,9119.96,2575200,9119.96
2014-06-03,9106.61,9128.34,9070.45,9123.46,2367700,9123.46
2014-05-30,9130.66,9139.57,9075.91,9075.91,3481800,9075.91
2014-05-29,9123.46,9131.66,9093.57,9109.00,2347400,9109.00
2014-05-28,9072.04,9125.14,9069.89,9121.71,2500300,9121.71
2014-05-27,9045.08,9059.19,9035.69,9055.29,2064100,9055.29
2014-05-26,9040.49,9053.75,9026.77,9036.12,2254800,9036.12
2014-05-23,8960.79,9008.22,8960.79,9008.22,2229400,9008.22
2014-05-22,8899.82,8969.63,8899.82,8969.63,2030100,8969.63
2014-05-21,8894.16,8905.04,8848.53,8862.42,1651800,8862.42
2014-05-20,8922.08,8930.79,8887.79,8887.79,1739900,8887.79
2014-05-19,8901.54,8912.35,8877.46,8899.90,1798700,8899.90
2014-05-16,8857.12,8896.72,8816.92,8888.45,1797600,8888.45
2014-05-15,8852.92,8880.65,8839.44,8880.65,1708000,8880.65
2014-05-14,8842.05,8875.16,8812.19,8875.16,2097100,8875.16
2014-05-13,8865.61,8886.66,8809.06,8817.94,2167800,8817.94
2014-05-12,8893.72,8898.31,8803.43,8808.61,2068600,8808.61
2014-05-09,8943.14,8945.63,8878.32,8889.69,2428800,8889.69
2014-05-08,8925.21,8941.46,8891.74,8930.90,2466100,8930.90
2014-05-07,8903.72,8911.03,8856.98,8893.22,2352500,8893.22
2014-05-06,8888.45,8927.39,8853.72,8912.39,2300600,8912.39
2014-05-05,8895.87,8911.08,8844.45,8870.43,1935700,8870.43
2014-05-02,8846.86,8875.90,8839.92,8867.32,2118600,8867.32
2014-04-30,8885.70,8890.09,8791.44,8791.44,2414300,8791.44
2014-04-29,8845.60,8884.48,8833.37,8872.11,2084300,8872.11
2014-04-28,8680.14,8825.93,8671.65,8809.71,2347800,8809.71
2014-04-25,8945.81,8951.06,8749.51,8774.12,3379600,8774.12
2014-04-24,8968.82,8971.94,8926.55,8945.45,2391300,8945.45
2014-04-23,9009.59,9022.28,8947.86,8956.92,2615700,8956.92
2014-04-22,8956.22,8989.06,8955.19,8974.71,2187000,8974.71
2014-04-21,8961.52,8965.58,8938.47,8951.19,1811600,8951.19
2014-04-18,8994.77,9002.70,8945.56,8966.66,1853200,8966.66
2014-04-17,8942.23,8962.66,8921.56,8944.16,2287200,8944.16
2014-04-16,8921.07,8968.56,8894.29,8923.82,2175300,8923.82
2014-04-15,8898.65,8918.94,8889.44,8916.71,2081400,8916.71
2014-04-14,8897.23,8899.51,8852.66,8857.42,1785900,8857.42
2014-04-11,8900.13,8909.97,8848.24,8908.05,2296800,8908.05
2014-04-10,8964.34,8978.52,8898.30,8948.10,2782700,8948.10
2014-04-09,8912.39,8936.57,8912.39,8930.57,2341700,8930.57
2014-04-08,8878.88,8899.12,8860.70,8888.25,2079300,8888.25
2014-04-07,8844.91,8876.44,8828.59,8876.44,2350400,8876.44
2014-04-03,8902.94,8913.74,8871.16,8888.54,2584100,8888.54
2014-04-02,8906.52,8922.79,8883.14,8905.45,2439600,8905.45
2014-04-01,8847.34,8873.15,8826.16,8873.15,2291600,8873.15
2014-03-31,8802.93,8849.28,8769.97,8849.28,2044700,8849.28
2014-03-28,8779.91,8812.41,8751.07,8774.64,2284900,8774.64
2014-03-27,8737.56,8780.42,8723.82,8779.57,2333300,8779.57
2014-03-26,8741.03,8746.71,8717.79,8737.27,2308500,8737.27
2014-03-25,8589.19,8689.30,8589.19,8689.30,2018100,8689.30
2014-03-24,8540.27,8605.38,8508.01,8605.38,1978400,8605.38
2014-03-21,8642.82,8642.82,8562.57,8577.17,2469800,8577.17
2014-03-20,8638.59,8638.59,8580.40,8597.33,2381800,8597.33
2014-03-19,8745.02,8749.80,8682.75,8689.46,2362300,8689.46
2014-03-18,8747.38,8759.55,8713.51,8731.94,2490300,8731.94
2014-03-17,8697.26,8708.40,8662.49,8700.10,2240400,8700.10
2014-03-14,8697.73,8709.56,8677.81,8687.63,2247300,8687.63
2014-03-13,8737.81,8768.66,8732.15,8747.79,2708000,8747.79
2014-03-12,8671.40,8684.73,8651.99,8684.73,2232300,8684.73
2014-03-11,8694.96,8716.31,8684.63,8702.33,2194700,8702.33
2014-03-10,8706.43,8712.88,8651.54,8665.24,2100000,8665.24
2014-03-07,8754.74,8787.62,8698.60,8713.96,3139500,8713.96
2014-03-06,8660.29,8719.17,8660.29,8713.79,2719200,8713.79
2014-03-05,8622.19,8652.22,8622.19,8632.93,2453300,8632.93
2014-03-04,8583.58,8595.59,8554.54,8554.54,2380400,8554.54
2014-03-03,8627.15,8628.05,8545.24,8601.98,2549200,8601.98
2014-02-27,8626.51,8647.90,8615.41,8639.58,2515200,8639.58
2014-02-26,8569.04,8626.68,8563.87,8600.86,2598300,8600.86
2014-02-25,8581.14,8598.73,8564.51,8575.62,2395800,8575.62
2014-02-24,8603.61,8612.21,8541.65,8560.61,2464800,8560.61
2014-02-21,8571.29,8612.08,8571.29,8601.86,2588600,8601.86
2014-02-20,8555.27,8567.50,8513.08,8524.62,2399900,8524.62
2014-02-19,8565.06,8577.01,8543.15,8577.01,2203700,8577.01
2014-02-18,8530.81,8556.23,8506.06,8556.23,1903400,8556.23
2014-02-17,8537.83,8558.50,8512.60,8519.55,1889000,8519.55
2014-02-14,8524.54,8566.99,8508.24,8513.68,2340800,8513.68
2014-02-13,8506.22,8511.02,8467.70,8467.70,2100200,8467.70
2014-02-12,8471.51,8510.87,8471.51,8510.87,2388700,8510.87
2014-02-11,8413.86,8439.33,8401.54,8430.56,1955500,8430.56
2014-02-10,8416.42,8447.02,8391.95,8391.95,2048200,8391.95
2014-02-07,8383.99,8409.03,8356.93,8387.35,2427200,8387.35
2014-02-06,8286.16,8333.56,8284.77,8311.01,2451100,8311.01
2014-02-05,8290.17,8313.83,8230.46,8264.48,3156100,8264.48
2014-01-27,8519.48,8519.48,8442.19,8462.57,2605100,8462.57
2014-01-24,8581.49,8608.64,8577.14,8598.31,1936800,8598.31
2014-01-23,8644.56,8647.87,8595.10,8595.10,2056700,8595.10
2014-01-22,8598.98,8633.57,8596.99,8625.30,2141700,8625.30
2014-01-21,8639.71,8650.14,8599.90,8599.90,2478200,8599.90
2014-01-20,8595.59,8636.21,8584.50,8621.56,2277900,8621.56
2014-01-17,8628.49,8628.86,8580.49,8596.00,2288800,8596.00
2014-01-16,8653.54,8668.95,8610.24,8612.11,2832700,8612.11
2014-01-15,8567.81,8619.56,8567.81,8602.55,2869000,8602.55
2014-01-14,8545.46,8568.31,8523.46,8548.14,2289900,8548.14
2014-01-13,8587.49,8607.23,8558.96,8566.20,2662700,8566.20
2014-01-10,8559.18,8559.18,8521.50,8529.35,2730100,8529.35
2014-01-09,8555.80,8569.11,8506.02,8514.68,3819600,8514.68
2014-01-08,8548.61,8587.08,8548.61,8556.01,3206300,8556.01
2014-01-07,8515.36,8547.19,8512.30,8512.30,2598900,8512.30
2014-01-06,8553.00,8568.24,8488.64,8500.01,2640100,8500.01
2014-01-03,8584.74,8584.74,8537.86,8546.54,2539700,8546.54
2014-01-02,8618.60,8632.81,8587.54,8612.54,2537600,8612.54
2013-12-31,8636.50,8647.24,8593.75,8611.51,2324300,8611.51
2013-12-30,8552.13,8623.43,8552.13,8623.43,2361800,8623.43
2013-12-27,8490.73,8543.50,8488.44,8535.04,1975600,8535.04
2013-12-26,8467.73,8492.71,8465.85,8485.89,1618300,8485.89
2013-12-25,8461.49,8484.05,8457.87,8467.76,1725200,8467.76
2013-12-24,8473.02,8478.09,8450.49,8450.49,1701500,8450.49
2013-12-23,8441.16,8477.47,8441.16,8456.46,2120800,8456.46
2013-12-20,8400.21,8439.37,8392.38,8408.53,2007200,8408.53
2013-12-19,8400.39,8426.08,8378.78,8407.40,2037300,8407.40
2013-12-18,8361.75,8375.52,8333.31,8349.04,1814900,8349.04
2013-12-17,8351.98,8384.26,8351.98,8352.93,1800100,8352.93
2013-12-16,8368.83,8374.21,8313.87,8313.87,1717500,8313.87
2013-12-13,8355.01,8391.82,8346.83,8376.94,1787700,8376.94
2013-12-12,8405.62,8406.93,8361.33,8361.33,1620900,8361.33
2013-12-11,8450.96,8501.77,8413.52,8433.77,2122800,8433.77
2013-12-10,8451.81,8459.49,8421.59,8443.39,1839200,8443.39
2013-12-09,8439.76,8477.87,8433.81,8444.62,2056400,8444.62
2013-12-06,8372.61,8410.19,8361.99,8367.72,1851000,8367.72
2013-12-05,8430.53,8437.60,8362.39,8375.54,1962700,8375.54
2013-12-04,8379.44,8435.23,8375.79,8418.00,2133000,8418.00
2013-12-03,8407.74,8418.23,8390.73,8392.55,1925000,8392.55
2013-12-02,8429.24,8437.13,8391.82,8414.61,1737900,8414.61
2013-11-29,8374.14,8414.79,8365.32,8406.83,2180600,8406.83
2013-11-28,8320.65,8377.81,8320.65,8362.43,2379200,8362.43
2013-11-27,8287.63,8312.32,8279.51,8295.88,2058100,8295.88
2013-11-26,8200.70,8281.38,8187.28,8248.02,2635900,8248.02
2013-11-25,8182.90,8217.62,8182.90,8187.51,1923100,8187.51
2013-11-22,8107.98,8142.72,8107.98,8116.78,1605200,8116.78
2013-11-21,8197.86,8203.45,8093.82,8099.45,1835300,8099.45
