Date,Open,High,Low,Close,Volume,Adj Close
2014-09-01,6819.80,6825.30,6798.30,6825.30,808544800,6825.30
2014-08-01,6730.10,6831.20,6528.70,6819.80,578589800,6819.80
2014-07-01,6743.90,6875.30,6643.60,6730.10,612545800,6730.10
2014-06-02,6844.50,6879.00,6701.60,6743.90,636800000,6743.90
2014-05-01,6780.00,6894.90,6766.80,6844.50,753440700,6844.50
2014-04-01,6598.40,6794.90,6507.10,6780.00,813595200,6780.00
2014-03-03,6809.70,6827.20,6492.60,6598.40,914147000,6598.40
2014-02-03,6510.40,6866.40,6416.70,6809.70,911170800,6809.70
2014-01-01,6749.10,6867.40,6421.30,6510.40,692800300,6510.40
2013-12-02,6650.60,6768.40,6422.20,6749.10,497716300,6749.10
2013-11-01,6731.40,6780.10,6614.00,6650.60,624726000,6650.60
2013-10-01,6462.20,6819.90,6316.90,6731.40,642822600,6731.40
2013-09-02,6412.90,6659.10,6412.90,6462.20,760810700,6462.20
2013-08-01,6621.10,6696.60,6386.70,6412.90,657870700,6412.90
2013-07-01,6215.50,6662.20,6185.20,6621.10,670378100,6621.10
2013-06-03,6583.10,6583.10,6023.40,6215.50,841375900,6215.50
2013-05-01,6430.10,6875.60,6409.80,6583.10,736621800,6583.10
2013-04-01,6411.70,6501.80,6214.40,6430.10,699918300,6430.10
2013-03-01,6360.80,6534.00,6308.60,6411.70,751963200,6411.70
2013-02-01,6276.90,6412.40,6216.70,6360.80,751850400,6360.80
2013-01-01,5897.80,6354.50,5897.80,6276.90,653272300,6276.90
2012-12-03,5866.80,5997.00,5852.90,5897.80,487277600,5897.80
2012-11-01,5782.70,5921.80,5605.60,5866.80,766306800,5866.80
2012-10-01,5742.10,5928.30,5738.60,5782.70,748642500,5782.70
2012-09-03,5711.50,5932.60,5634.90,5742.10,863149300,5742.10
2012-08-01,5635.30,5876.20,5633.00,5711.50,621700600,5711.50
2012-07-02,5571.20,5727.50,5478.00,5635.30,697762100,5635.30
2012-06-01,5320.90,5623.90,5229.80,5571.20,919348700,5571.20
2012-05-01,5737.80,5819.90,5253.90,5320.90,922627500,5320.90
2012-04-02,5768.50,5890.20,5576.40,5737.80,871150800,5737.80
2012-03-01,5871.50,5989.10,5726.50,5768.50,1008201800,5768.50
2012-02-01,5681.60,5964.00,5680.70,5871.50,965794400,5871.50
2012-01-02,5572.30,5806.20,5572.30,5681.60,944030500,5681.60
2011-12-01,5505.40,5631.90,5328.70,5572.30,683717500,5572.30
2011-11-01,5544.20,5616.00,5075.20,5505.40,1036359600,5505.40
2011-10-03,5128.50,5747.30,4868.60,5544.20,906418000,5544.20
2011-09-01,5394.50,5449.70,4928.10,5128.50,981462300,5128.50
2011-08-01,5815.20,5913.50,4791.00,5394.50,1177757800,5394.50
2011-07-01,5945.70,6084.10,5752.80,5815.20,858334900,5815.20
2011-06-01,5990.00,5995.20,5644.40,5945.70,920629500,5945.70
2011-05-02,6069.90,6103.70,5810.50,5990.00,856853700,5990.00
2011-04-01,5908.80,6091.80,5858.30,6069.90,616625600,6069.90
2011-03-01,5994.00,6052.10,5591.60,5908.80,902998600,5908.80
2011-02-01,5862.90,6105.80,5861.00,5994.00,896660800,5994.00
2011-01-03,5899.90,6090.50,5815.40,5862.90,893930400,5862.90
2010-12-01,5528.30,6021.50,5528.30,5899.90,608807900,5899.90
2010-11-01,5675.20,5902.10,5519.20,5528.30,940158000,5528.30
2010-10-01,5548.60,5794.30,5547.60,5675.20,846282400,5675.20
2010-09-01,5225.20,5650.30,5225.20,5548.60,858279300,5548.60
2010-08-02,5258.00,5418.60,5070.90,5225.20,880663100,5225.20
2010-07-01,4916.90,5411.50,4790.00,5258.00,989348300,5258.00
2010-06-01,5188.40,5331.50,4898.50,4916.90,1167238000,4916.90
2010-05-03,5553.30,5566.00,4898.50,5188.40,1458301300,5188.40
2010-04-01,5679.60,5833.70,5533.60,5553.30,1024344500,5553.30
2010-03-01,5354.50,5742.80,5354.50,5679.60,1136370100,5679.60
2010-02-01,5188.50,5395.50,5033.00,5354.50,1357714200,5354.50
2010-01-01,5412.90,5600.50,5145.70,5188.50,1128246700,5188.50
2009-12-01,5190.70,5445.20,5175.70,5412.90,896078300,5412.90
2009-11-02,5044.60,5397.00,4985.10,5190.70,1099827500,5190.70
2009-10-01,5133.90,5299.60,4955.00,5044.60,1175008400,5044.60
2009-09-01,4908.90,5190.00,4776.50,5133.90,1078838400,5133.90
2009-08-03,4608.40,4944.20,4595.60,4908.90,981739400,4908.90
2009-07-01,4249.20,4646.90,4096.10,4608.40,1035949000,4608.40
2009-06-01,4417.90,4517.60,4213.40,4249.20,1211867400,4249.20
2009-05-01,4243.70,4520.80,4210.80,4417.90,1144795500,4417.90
2009-04-01,3926.10,4293.60,3838.20,4243.70,1209869000,4243.70
2009-03-02,3830.10,3992.40,3460.70,3926.10,1546607800,3926.10
