"XAU.TWD" "USD.TWD" "CNY.TWD" "CHF.TWD"
"593" 48192 29.965 4.7334 30.7943
"594" 48022.5 30.002 4.7345 30.7409
"595" 48255.05 30.02 4.7344 30.7625
"596" 48521.35 30.025 4.7357 30.8592
"597" 48470.9 29.999 4.7312 30.8039
"598" 48470.9 29.999 4.7312 30.8069
"599" 48585.55 30.03 4.7355 30.8412
"600" 48805.55 29.975 4.7314 30.9663
"601" 49251.25 30.01 4.739 31.1619
"602" 49838.45 29.96 4.7341 31.308
"603" 49978.5 29.9636 4.7337 31.285
"604" 50057.45 29.9667 4.7334 31.2248
"605" 50046.15 29.96 4.7323 31.2175
"606" 50086.95 29.9599 4.7285 31.2148
"607" 49865.2 29.9629 4.7277 31.2468
"608" 49821.35 29.9406 4.725 31.2852
"609" 49624.5 29.9416 4.7246 31.2423
"610" 49813.3 29.9278 4.7234 31.27
"611" 50593.15 29.9034 4.7204 31.3132
"612" 50588.45 29.9006 4.72 31.3085
"613" 50508.5 29.8784 4.7154 31.2973
"614" 50548.8 29.8414 4.7099 31.2831
"615" 50539.65 29.8594 4.7098 31.201
"616" 50748.8 29.8297 4.7064 31.229
"617" 50852.25 29.7468 4.6965 31.2595
"618" 51463.55 29.649 4.6824 31.4039
"619" 51569.35 29.71 4.692 31.4678
"620" 51455.6 29.6838 4.6854 31.3915
"621" 51340.95 29.6566 4.6813 31.4431
"622" 51366.4 29.5949 4.6737 31.5511
"623" 51444.25 29.6071 4.6746 31.5832
"624" 52155.75 29.4299 4.6538 31.6086
"625" 51922.65 29.3271 4.6399 31.6407
"626" 51916.55 29.3237 4.6394 31.6372
"627" 51867.3 29.2966 4.6316 31.6054
"628" 51693.5 29.3454 4.6334 31.633
"629" 51993.9 29.3502 4.634 31.6279
"630" 51839.25 29.3575 4.6358 31.5174
"631" 52020.25 29.3281 4.6333 31.4649
"632" 52010.25 29.3333 4.6358 31.4376
"633" 51959.85 29.305 4.6313 31.406
"634" 51762.6 29.3576 4.6359 31.3795
"635" 51825.7 29.3458 4.6322 31.3635
"636" 51667.3 29.3983 4.6391 31.3004
"637" 51750.3 29.3781 4.638 31.2935
"638" 52109.45 29.3222 4.6336 31.2872
"639" 52001.5 29.3419 4.638 31.2211
"640" 51962.7 29.32 4.6345 31.1945
"641" 51941.1 29.3156 4.6325 31.1946
"642" 52072.1 29.2966 4.6307 31.2687
"643" 52064.35 29.3176 4.634 31.2662
"644" 52337.75 29.3106 4.6345 31.3389
"645" 52308.65 29.2515 4.6289 31.4385
"646" 52104.8 29.2599 4.6308 31.4792
"647" 52082.4 29.2473 4.6288 31.4645
"648" 51915.6 29.2779 4.6319 31.3865
"649" 51938.8 29.2922 4.632 31.2804
"650" 51692.7 29.3154 4.6339 31.1732
"651" 51729.1 29.2884 4.6347 31.2416
"652" 51613.05 29.2282 4.638 31.3056
"653" 51265.4 29.2278 4.6397 31.3134
"654" 51254.3 29.2213 4.6388 31.3068
"655" 50940.4 29.2287 4.644 31.287
"656" 50836.9 29.2049 4.6399 31.4116
"657" 51061 29.1763 4.6388 31.6087
"658" 51018.45 29.2131 4.6439 31.6431
"659" 50688.25 29.2347 4.6431 31.5674
"660" 50402.3 29.2744 4.646 31.5451
"661" 50399.65 29.2728 4.6457 31.5417
"662" 50438.5 29.2521 4.6455 31.5544
"663" 50297.15 29.2827 4.6495 31.4965
"664" 50028.4 29.2917 4.6515 31.3873
"665" 50037.65 29.2437 4.6515 31.3686
"666" 50039 29.2642 4.6578 31.2847
"667" 50035.65 29.2389 4.6526 31.2776
"668" 50031.65 29.2366 4.6523 31.2775
"669" 50094.15 29.262 4.6537 31.2548
"670" 50026.05 29.2405 4.6484 31.3004
"671" 50156.85 29.2263 4.6493 31.3915
"672" 50281.15 29.2312 4.6495 31.369
"673" 49741.1 29.2296 4.6473 31.2247
"674" 49096 29.259 4.6503 31.114
"675" 49070.7 29.2439 4.6479 31.097
"676" 49158 29.2505 4.6484 31.0395
"677" 49483.55 29.2401 4.6483 30.9888
"678" 50109.55 29.1511 4.6351 30.9145
"679" 50072.6 29.1211 4.6293 30.7879
"680" 50339.05 29.0413 4.6205 30.6758
"681" 50253.9 29.0297 4.6195 30.596
"682" 50239.7 29.0217 4.6182 30.5871
"683" 50231.35 28.977 4.6175 30.5669
"684" 50069.85 29.0089 4.6263 30.5711
"685" 50096.85 29.0081 4.6281 30.6705
"686" 50026.65 29.054 4.6296 30.7818
"687" 49941.05 29.1496 4.6381 30.8582
"688" 49976.25 29.1586 4.6379 30.8407
"689" 49962 29.15 4.6365 30.8319
"690" 50264.7 29.1451 4.6388 30.8961
"691" 50419.1 29.1158 4.6374 30.938
"692" 50302.75 29.1341 4.6399 30.9597
"693" 50425.5 29.139 4.6412 31.1067
"694" 50581.65 29.1389 4.6438 31.2317
"695" 50958.7 29.1061 4.6401 31.364
"696" 51000.6 29.13 4.6439 31.3884
"697" 50910.75 29.1003 4.6374 31.3296
"698" 50863.25 29.1017 4.6381 31.3302
"699" 50490.95 29.1421 4.6416 31.2897
"700" 50140 29.0999 4.6366 31.3416
"701" 49873.1 29.08 4.6686 31.3747
"702" 49867.5 29.0793 4.6334 31.3304
"703" 49868.65 29.08 4.6335 31.3298
"704" 49931.4 29.0704 4.6297 31.3986
"705" 49607.7 29.0847 4.6317 31.3974
"706" 49394.1 29.0764 4.6305 31.3725
"707" 49260 29.0875 4.6287 31.3293
"708" 49457.9 29.0787 4.625 31.1378
"709" 49551.2 29.0749 4.6237 31.1055
"710" 49548.65 29.0733 4.6235 31.1035
"711" 49717.75 29.0834 4.6249 31.1119
"712" 49728.1 29.0823 4.6235 31.1594
"713" 49766.2 29.0555 4.6216 31.2327
"714" 49404.5 29.0709 4.625 31.4071
"715" 49309.15 29.0568 4.6213 31.5033
"716" 49209.05 29.0141 4.6151 31.6155
"717" 49271.9 29.0508 4.6209 31.6566
"718" 49209.8 29.055 4.6201 31.6469
"719" 49203.6 29.0433 4.6181 31.6961
"720" 48569.8 29.0426 4.6192 31.8493
"721" 48257.05 29.0443 4.616 31.8257
"722" 47918.45 29.0603 4.612 31.7741
"723" 48186.1 29.08 4.613 31.7636
"724" 48186.7 29.08 4.613 31.7631
"725" 48208.85 29.0491 4.6064 31.7325
"726" 48202 29.0644 4.6095 31.7498
"727" 48188.85 29.0396 4.6039 31.7464
"728" 48154.55 29.033 4.598 31.814
"729" 48220.15 29.0396 4.6027 31.7833
"730" 48091.4 29.0394 4.6031 31.7857
"731" 48142.5 29.07 4.608 31.8184
"732" 48307.1 29.0377 4.6026 31.7586
"733" 48709.1 29.0585 4.6061 31.768
"734" 48814.75 29.0114 4.6066 31.7696
"735" 48786.05 29.0037 4.6053 31.4905
"736" 47847.25 29.0246 4.6057 31.2942
"737" 48013.95 28.997 4.6023 31.3596
"738" 48067 29.03 4.6076 31.3959
"739" 47992.8 29.0149 4.6053 31.3567
"740" 47968.35 29.0274 4.6132 31.4686
"741" 48162.65 29.0193 4.6166 31.3734
"742" 48206 28.9684 4.6177 31.4065
"743" 48315.5 28.9483 4.6176 31.6486
"744" 48097.1 28.924 4.6133 31.6623
"745" 48140.35 28.95 4.6175 31.6917
"746" 48251.95 28.9455 4.6149 31.6103
"747" 48536.2 28.9575 4.6164 31.283
"748" 48709.3 28.9843 4.661 31.1317
"749" 48734 28.9736 4.6575 31.0857
"750" 48924.55 28.9651 4.6172 30.9888
"751" 48832.05 28.9906 4.6213 31.0336
"752" 48783.8 28.9622 4.6167 31.0021
"753" 48932.9 28.9721 4.6164 31.0463
"754" 49061 28.9928 4.6198 31.1455
"755" 49064.6 29.0074 4.6216 31.2124
"756" 48760 29.0547 4.6279 31.2461
"757" 48654.4 29.2113 4.6483 31.4964
"758" 48530.05 29.2564 4.653 31.5844
"759" 48455.05 29.2114 4.6458 31.5342
"760" 48854.75 29.4679 4.6826 31.7702
"761" 49074.6 29.5465 4.6946 31.9586
"762" 49294.85 29.5241 4.697 32.1534
"763" 49446.5 29.5542 4.7022 32.4613
"764" 49336.65 29.6139 4.7094 32.6304
"765" 49406.8 29.63 4.7112 32.6279
"766" 49389.9 29.6199 4.7096 32.6154
"767" 49386.3 29.5904 4.702 32.5486
"768" 49483.2 29.5501 4.6963 32.5032
"769" 49473.05 29.558 4.6965 32.4815
"770" 49612.55 29.5922 4.7013 32.4551
"771" 49605.45 29.7008 4.7212 32.3686
"772" 49611.1 29.7546 4.7311 32.4261
"773" 49602.6 29.75 4.7303 32.4204
"774" 49401.9 29.7513 4.7301 32.4088
"775" 49022.9 29.7646 4.7323 32.3893
"776" 49008.1 29.7269 4.728 32.4003
"777" 48747.95 29.6676 4.7196 32.2402
"778" 48097.5 29.6047 4.711 32.1041
"779" 47691.2 29.6212 4.7131 32.1322
"780" 47787.3 29.68 4.7224 32.1956
"781" 47843.95 29.6715 4.7187 32.1259
"782" 47639.5 29.5757 4.7038 32.029
"783" 47177.75 29.5511 4.7021 32.0422
"784" 46561.7 29.6688 4.7183 31.9048
"785" 46807.35 29.6435 4.7144 31.8581
"786" 46864.35 29.6359 4.7135 31.88
"787" 46959.15 29.695 4.7229 31.9439
"788" 47058.05 29.6578 4.7165 31.9121
"789" 47462.35 29.6864 4.721 31.878
"790" 47704.3 29.6682 4.7199 31.8506
"791" 47212.45 29.6535 4.7207 31.8558
"792" 46776 29.6488 4.7199 31.5649
"793" 46757.55 29.6622 4.7206 31.4594
"794" 46737 29.6489 4.7185 31.4461
"795" 46834.85 29.6982 4.725 31.5137
"796" 46839.5 29.67 4.7224 31.5241
"797" 46748.45 29.6364 4.7209 31.4135
"798" 46878.95 29.645 4.7225 31.3277
"799" 46809.75 29.6719 4.7288 31.354
"800" 46874.2 29.6902 4.7301 31.2079
"801" 46911.2 29.7133 4.7338 31.2325
"802" 46914.95 29.6952 4.7315 31.2365
"803" 47098.95 29.6734 4.729 31.3097
"804" 47262.3 29.6881 4.7326 31.3017
"805" 47179.75 29.7191 4.7352 31.2253
"806" 47339.3 29.7263 4.7817 31.4974
"807" 47329.25 29.728 4.7394 31.6707
"808" 47326.25 29.7261 4.739 31.6687
"809" 47677.35 29.75 4.7392 31.5026
"810" 47775.6 29.737 4.7357 31.4266
"811" 48090.75 29.8615 4.7563 31.5674
"812" 47851.05 29.7194 4.7346 31.4272
"813" 48101.25 29.847 4.7564 31.6018
"814" 47903.35 29.7748 4.746 31.6487
"815" 48111.35 29.905 4.7666 31.7865
"816" 47829.6 29.7908 4.7492 31.6089
"817" 48152.6 30.0811 4.7958 31.7104
"818" 47752.75 29.8429 4.7554 31.3813
"819" 47879.25 29.886 4.7602 31.3935
"820" 47717.3 29.88 4.762 31.4745
"821" 47685.85 29.8603 4.7595 31.4516
"822" 47636.9 29.83 4.7545 31.4191
"823" 47748 29.8739 4.7634 31.4662
"824" 47616.95 29.8915 4.7728 31.5645
"825" 46884.25 29.8969 4.7752 31.5328
"826" 46433.4 29.9552 4.7817 31.6721
"827" 46763.75 29.9809 4.7844 31.9625
"828" 47435.35 30.0008 4.7886 32.0957
"829" 47435.45 30.0008 4.7886 32.0957
"830" 47451.4 30.0984 4.8025 32.2047
"831" 47483.35 30.0954 4.8061 32.2276
"832" 47390 30.0253 4.8039 32.2154
"833" 46775.4 29.9763 4.7981 32.1865
"834" 46178.95 29.9816 4.801 32.2289
"835" 44474.45 29.9857 4.8008 32.3318
"836" 44474.45 29.9857 4.8008 32.3318
"837" 42630.55 29.953 4.7967 32.221
"838" 40943.05 29.9172 4.7931 32.2416
"839" 41207.9 29.8939 4.7945 32.2942
"840" 41307.85 29.904 4.7956 32.0965
"841" 41839.2 29.8378 4.7854 32.0302
"842" 41854.3 29.8136 4.7796 31.9201
"843" 41854.3 29.8136 4.7796 31.9201
"844" 42419.95 29.8391 4.7819 31.9513
"845" 42342.1 29.8395 4.7843 31.7854
"846" 42433.7 29.8019 4.7805 31.4961
"847" 42966.9 29.6953 4.7685 31.4043
"848" 43473.7 29.617 4.7616 31.3944
"849" 43244.25 29.5723 4.7556 31.3668
"850" 43244.25 29.5723 4.7556 31.3668
"851" 43387.35 29.5233 4.7503 31.4193
"852" 43433 29.5145 4.7509 31.57
"853" 43268.25 29.5162 4.7523 31.7959
"854" 43191.05 29.5782 4.7652 31.7987
"855" 43526.1 29.5786 4.7654 31.6529
"856" 43504.8 29.578 4.766 31.6223
"857" 43504.8 29.578 4.766 31.6223
"858" 43563.55 29.583 4.7635 31.5796
"859" 43156.55 29.572 4.7661 31.4834
"860" 42944.15 29.4241 4.7536 31.3609
"861" 43247.7 29.4372 4.7609 31.387
"862" 42992 29.7008 4.7933 31.1545
"863" 43127.3 29.7778 4.8006 31.1158
"864" 43127.3 29.7778 4.8006 31.1158
"865" 42872.6 29.8877 4.8195 31.2053
"866" 42890.15 29.9135 4.8262 31.245
"867" 42402.3 30.0018 4.8365 31.0108
"868" 41690.25 30.0561 4.8427 31.1439
"869" 41412.85 30.0884 4.8508 31.0715
"870" 40939 30.1132 4.8538 30.9613
"871" 40939 30.1132 4.8538 30.9613
"872" 40786.25 30.0096 4.8423 30.9726
"873" 41335.95 29.8863 4.8291 30.8534
"874" 41231.45 29.9007 4.8313 30.7265
"875" 41412.45 30.0165 4.8481 30.8625
"876" 41652.75 29.9721 4.8456 31.046
"877" 41570.05 29.9797 4.8481 31.1825
"878" 41570.05 29.9797 4.8481 31.1825
"879" 41642 29.906 4.8407 31.0718
"880" 41546.7 29.9633 4.8484 30.9163
"881" 41674.75 30.0419 4.857 30.9768
"882" 42146.8 30.0227 4.855 31.3152
"883" 42251.65 30.0044 4.852 31.4018
"884" 41655.65 30.0121 4.8527 31.4241
"885" 41655.65 30.0121 4.8527 31.4241
"886" 41933.6 29.9633 4.848 31.4033
"887" 42017.7 29.9143 4.8437 31.5431
"888" 41809.15 29.8205 4.8294 31.5229
"889" 41780.6 29.7674 4.821 31.7113
"890" 41697.8 29.7219 4.8176 31.9357
"891" 41145.6 29.7522 4.8226 31.7876
"892" 41145.6 29.7522 4.8226 31.7876
"893" 41343.2 29.8792 4.8419 31.9001
"894" 41248.1 29.9105 4.8477 32.1646
"895" 41263.9 29.881 4.8459 32.3251
"896" 41426.4 29.8954 4.8502 32.4779
"897" 41346.45 29.8397 4.8444 32.3255
"898" 41492.65 29.8393 4.8435 32.3946
"899" 41492.65 29.8393 4.8435 32.3946
"900" 41379.9 29.8337 4.8465 32.3024
"901" 41145.4 29.8868 4.8474 32.4348
"902" 40797.8 29.8229 4.8325 32.3815
"903" 39657.7 30.101 4.8667 32.3712
"904" 38967.45 30.1946 4.8797 32.486
"905" 39138.15 30.191 4.8779 32.3093
"906" 39138.15 30.191 4.8779 32.3093
"907" 38926.9 30.2343 4.8775 32.3312
"908" 38597.75 30.1289 4.8627 32.2171
"909" 37505.4 30.1101 4.8602 32.0272
"910" 36931.5 30.0427 4.852 31.8287
"911" 36200.35 29.9906 4.85 31.7416
"912" 37015.4 29.9796 4.8506 31.7291
"913" 37015.4 29.9796 4.8506 31.7291
"914" 37302.25 29.993 4.8533 31.7197
"915" 37672.2 30.0364 4.8607 31.6976
"916" 37575.7 30.1009 4.8672 31.6993
"917" 37631.05 30.0668 4.8656 31.6197
"918" 37157.5 30.1066 4.8701 31.3761
"919" 36922.35 30.1877 4.8811 31.3177
"920" 36922.35 30.1877 4.8811 31.3177
"921" 37053.25 30.1662 4.8771 31.2667
"922" 37618.45 30.125 4.8742 31.1279
"923" 37626.6 30.0545 4.865 30.9812
"924" 38351.35 29.8857 4.8408 31.4888
"925" 38258.3 29.874 4.8356 31.5167
"926" 38404.75 29.8732 4.8347 31.5645
"927" 38404.75 29.8732 4.8347 31.5645
"928" 38419 29.8652 4.8337 31.4874
"929" 38336.5 29.7957 4.8257 31.526
"930" 38341.25 29.8003 4.8301 31.6849
"931" 38300.75 29.9133 4.842 31.6972
"932" 38630.55 29.9371 4.8459 31.7659
"933" 38779.9 29.9201 4.8437 31.7975
"934" 38779.9 29.9201 4.8437 31.7975
"935" 39491 29.9106 4.8442 31.8721
"936" 39913 29.9076 4.8457 31.9302
"937" 40014.15 29.9318 4.8492 31.9758
"938" 39619.15 29.9564 4.8512 32.0184
"939" 39789.35 29.9038 4.8452 32.1903
"940" 39867.1 29.9017 4.845 32.2047
"941" 39867.1 29.9017 4.845 32.2047
"942" 39798.85 29.9267 4.8469 32.2057
"943" 39707 29.952 4.8492 32.1912
"944" 39815.55 30.0319 4.8603 32.3321
"945" 39675.05 30.0514 4.8651 32.2926
"946" 39137.05 30.0432 4.8648 32.1509
"947" 39369.35 30.011 4.8605 32.296
"948" 39369.35 30.011 4.8605 32.296
"949" 39259.05 29.9653 4.8568 32.2323
"950" 38715 29.9555 4.8562 32.3151
"951" 38403.8 29.9681 4.86 32.4039
"952" 38791.4 29.9213 4.8556 32.492
"953" 39235.45 29.905 4.8542 32.4809
"954" 39308.4 29.9037 4.853 32.4216
"955" 39308.4 29.9037 4.853 32.4216
"956" 39862.95 29.949 4.859 32.3792
"957" 39888.4 29.9725 4.8607 32.2515
"958" 39750.45 29.9849 4.863 32.0778
"959" 40211.05 29.9637 4.863 32.1171
"960" 40867.85 29.9026 4.8553 32.2768
"961" 41138.4 29.8818 4.8521 32.2519
"962" 41138.4 29.8818 4.8521 32.2519
"963" 41115.45 29.9347 4.8562 32.3326
"964" 40939.65 29.9456 4.8585 32.5156
"965" 40967.8 29.9441 4.8595 32.5838
"966" 40996.35 29.9698 4.8629 32.4208
"967" 41347.5 29.9279 4.8578 32.4058
"968" 41792.7 29.8993 4.854 32.4412
"969" 41792.7 29.8993 4.854 32.4412
"970" 41803.4 29.937 4.8606 32.4492
"971" 42246.55 29.9794 4.8658 32.564
"972" 42564.8 29.9602 4.8623 32.5782
"973" 42212.55 29.9232 4.8557 32.2848
"974" 41909.25 29.9138 4.8533 32.1406
"975" 41760.8 29.9299 4.8546 32.1862
"976" 41760.8 29.9299 4.8546 32.1862
"977" 41397.2 29.7654 4.8295 31.9077
"978" 41568.2 29.7397 4.8231 31.783
"979" 41709.05 29.7275 4.8198 31.7383
"980" 41221.7 29.7549 4.824 31.6622
"981" 40947.45 29.756 4.8231 31.5785
"982" 41342.1 29.7025 4.8153 31.6797
"983" 41342.1 29.7025 4.8153 31.6797
"984" 41177.35 29.6704 4.8134 31.6993
"985" 40744.75 29.6521 4.8138 31.7565
"986" 40525.7 29.7075 4.8244 31.8166
"987" 39936.85 29.6775 4.8227 31.9022
"988" 39174.45 29.7034 4.828 31.894
"989" 39378.5 29.6902 4.8266 31.9386
"990" 39378.5 29.6902 4.8266 31.9386
"991" 39126.55 29.602 4.8155 31.9855
"992" 38905.9 29.6087 4.815 31.9517
"993" 38716.15 29.5907 4.8135 32.0052
"994" 40195.4 29.4349 4.7938 32.2989
"995" 39928.75 29.5071 4.8043 32.4069
"996" 39175.7 29.5443 4.8097 32.4552
"997" 39175.7 29.5443 4.8097 32.4552
"998" 39091.7 29.5172 4.8066 32.3987
"999" 39045.95 29.555 4.8107 32.4285
"1000" 39243.05 29.58 4.8135 32.451
"1001" 39346.85 29.5646 4.8117 32.4788
"1002" 39316.8 29.5652 4.8114 32.5721
"1003" 39518.05 29.5627 4.8117 32.6314
"1004" 39518.05 29.5627 4.8117 32.6314
"1005" 39515.3 29.5852 4.8142 32.6882
"1006" 38838.75 29.5247 4.8065 32.6387
"1007" 38288.1 29.4803 4.8013 32.5909
"1008" 38591.1 29.3844 4.7882 32.6082
"1009" 38585.8 29.3526 4.7851 32.5538
"1010" 38458 29.3368 4.7825 32.3391
"1011" 38458 29.3368 4.7825 32.3391
"1012" 38665.6 29.3654 4.7859 32.4743
"1013" 38873.85 29.3695 4.7866 32.4781
"1014" 38604.4 29.4157 4.7923 32.3962
"1015" 38262.3 29.4013 4.7907 32.2696
"1016" 37624.3 29.3502 4.7868 32.245
"1017" 37306.15 29.3256 4.7834 32.1674
"1018" 37306.15 29.3256 4.7834 32.1674
"1019" 37437.6 29.3318 4.7885 32.2489
"1020" 37237.55 29.3115 4.7854 32.1105
"1021" 37556.95 29.351 4.7909 32.1354
"1022" 38156.1 29.3409 4.7888 32.3345
"1023" 38657.6 29.3415 4.7908 32.5123
"1024" 38630.45 29.3598 4.7936 32.5578
"1025" 38630.45 29.3598 4.7936 32.5578
"1026" 38712.4 29.387 4.7974 32.5542
"1027" 38842.6 29.3559 4.7914 32.6025
"1028" 39201.3 29.3443 4.7926 32.8239
"1029" 39338.1 29.359 4.7957 32.9232
"1030" 39513.25 29.3646 4.7973 32.8944
"1031" 39673.75 29.3711 4.7984 32.9063
"1032" 39673.75 29.3711 4.7984 32.9063
"1033" 39715 29.3739 4.7977 32.8604
"1034" 39692 29.407 4.8003 32.7839
"1035" 39610.7 29.3995 4.7972 32.7102
"1036" 39207.6 29.4122 4.7965 32.5929
"1037" 38839 29.4412 4.7996 32.3606
"1038" 38736.3 29.4302 4.7977 32.2594
"1039" 38736.3 29.4302 4.7977 32.2594
"1040" 38705.9 29.4193 4.7949 32.2631
"1041" 38639.65 29.4152 4.795 32.2735
"1042" 38714.8 29.4351 4.7967 32.2745
"1043" 38718.2 29.4615 4.8 32.2299
"1044" 38402.4 29.4898 4.8084 32.1129
"1045" 38052.7 29.5276 4.8152 32.0481
"1046" 38053.15 29.5276 4.8152 32.0482
"1047" 37978 29.5547 4.8193 32.09
"1048" 37868.05 29.6071 4.8288 32.2045
"1049" 37694.6 29.6243 4.8323 32.3
"1050" 38027.8 29.5996 4.829 32.3247
"1051" 38071.65 29.583 4.8252 32.2698
"1052" 38128.2 29.5477 4.8204 32.294
"1053" 38129.75 29.5477 4.8204 32.2938
"1054" 37849.25 29.4869 4.8124 32.2746
"1055" 37536.1 29.4501 4.8085 32.2801
"1056" 37389.95 29.482 4.814 32.3345
"1057" 36836.1 29.5651 4.8241 32.2643
"1058" 36803.65 29.576 4.8247 32.4491
"1059" 36790.9 29.5811 4.8261 32.6202
"1060" 36791.2 29.5811 4.8261 32.6209
"1061" 36668.75 29.6012 4.8288 32.5383
"1062" 36998.15 29.6143 4.8309 32.555
"1063" 36917 29.645 4.8367 32.6951
"1064" 36807.9 29.6495 4.8373 32.6999
"1065" 36941.3 29.624 4.8336 32.7286
"1066" 37050.3 29.6114 4.8314 32.6782
"1067" 37050.3 29.6114 4.8314 32.679
"1068" 36665.6 29.5824 4.8268 32.611
"1069" 36142.9 29.5784 4.8255 32.6175
"1070" 36230.65 29.5751 4.8276 32.7051
"1071" 36562.7 29.6137 4.834 32.8785
"1072" 36364.15 29.5948 4.836 33.0395
"1073" 36335.5 29.5665 4.8336 33.1538
"1074" 36335.75 29.5665 4.8336 33.1553
"1075" 36394.1 29.5497 4.8353 33.1318
"1076" 36903 29.5477 4.8372 33.2383
"1077" 37204.5 29.5678 4.8394 33.3311
"1078" 36837.5 29.6129 4.8458 33.3633
"1079" 36426 29.6203 4.8447 33.2827
"1080" 36708.3 29.6306 4.847 33.3166
"1081" 36709.1 29.6306 4.847 33.3172
"1082" 36664.5 29.6395 4.8486 33.3801
"1083" 36709.05 29.646 4.8506 33.427
"1084" 36575.25 29.6683 4.8534 33.4618
"1085" 36160.8 29.884 4.8841 33.3672
"1086" 35885.3 29.9951 4.9013 33.4114
"1087" 36079.7 29.9834 4.9015 33.4532
"1088" 36080.7 29.9834 4.9015 33.4525
"1089" 36076.45 30.0388 4.9116 33.5517
"1090" 36140.05 30.1112 4.9224 33.6397
"1091" 36284.85 30.1358 4.9257 33.6398
"1092" 36344.55 30.1033 4.9179 33.591
"1093" 36426 30.0389 4.9117 33.7137
"1094" 36463.7 30.0502 4.915 33.714
"1095" 36463.1 30.0502 4.915 33.7148
"1096" 36230.5 30.0106 4.91 33.7056
"1097" 35933.6 29.9286 4.8991 33.6599
"1098" 36057.8 29.9211 4.8988 33.6662
"1099" 36581.75 30.0021 4.9159 33.4861
"1100" 37053.55 30.0762 4.9268 33.3672
"1101" 37214.25 30.0869 4.9284 33.2334
"1102" 37214.3 30.0869 4.9284 33.2335
"1103" 37381.05 30.1563 4.9388 33.3248
"1104" 37393.55 30.2359 4.9537 33.3596
"1105" 37089.5 30.2357 4.9539 33.2344
"1106" 37060.5 30.2023 4.9468 33.1841
"1107" 37230.5 30.1175 4.9376 33.2492
"1108" 37521.75 30.0596 4.9319 33.3059
"1109" 37523.65 30.0596 4.9319 33.3063
"1110" 37569.3 30.0668 4.9366 33.3316
"1111" 37676.95 30.1376 4.9503 33.4531
"1112" 37464.55 30.2039 4.9577 33.3161
"1113" 37456.1 30.1879 4.9534 33.2637
"1114" 37598.85 30.1957 4.9558 33.2898
"1115" 37913.6 30.2376 4.9622 33.2228
"1116" 37914 30.2375 4.9622 33.2239
"1117" 37950.7 30.2246 4.9592 33.1962
"1118" 37814.4 30.2928 4.9687 33.2265
"1119" 37606.95 30.3026 4.9679 33.2751
"1120" 37774.95 30.3291 4.9701 33.4718
"1121" 38338.6 30.3498 4.973 33.8523
"1122" 38543.2 30.3529 4.9724 33.9337
"1123" 38544.65 30.3529 4.9724 33.9336
"1124" 38533.35 30.4152 4.9827 33.9641
"1125" 38173.5 30.4026 4.9825 33.8683
"1126" 38196.4 30.365 4.9756 33.8197
"1127" 38167.55 30.3925 4.9778 33.8163
"1128" 37801.7 30.3852 4.9748 33.6223
"1129" 37797.6 30.3724 4.9725 33.5141
"1130" 37797.75 30.3724 4.9725 33.5144
"1131" 37954.1 30.3891 4.9758 33.578
"1132" 38119.35 30.3686 4.9745 33.6221
"1133" 38170.85 30.3695 4.9755 33.5981
"1134" 38182.1 30.3492 4.9741 33.617
"1135" 38267.3 30.3401 4.9715 33.6967
"1136" 38462.7 30.3473 4.9728 33.8006
"1137" 38462.7 30.3473 4.9728 33.8008
"1138" 38616.45 30.3605 4.9751 33.8185
"1139" 38968.95 30.355 4.9756 33.8738
"1140" 39058.85 30.2975 4.9658 33.6843
"1141" 39228.5 30.3381 4.9715 33.8445
"1142" 39709.75 30.3039 4.9671 33.9488
"1143" 39914.45 30.2654 4.9616 33.9104
"1144" 39915 30.2654 4.9616 33.9099
"1145" 40109.65 30.2532 4.9598 33.9328
"1146" 40055.35 30.3024 4.9665 34.0266
"1147" 39995 30.3232 4.9673 34.153
"1148" 39932.55 30.3903 4.9714 34.1822
"1149" 40145.1 30.3833 4.9644 34.1715
"1150" 40244.9 30.3903 4.9625 34.2312
"1151" 40245.7 30.3903 4.9625 34.231
"1152" 40404.15 30.3871 4.9632 34.2192
"1153" 40616.75 30.3864 4.9595 34.2274
"1154" 40564.4 30.3399 4.9515 34.1396
"1155" 40345.8 30.3349 4.9511 34.0849
"1156" 40314.9 30.3348 4.9499 34.2873
"1157" 40247.5 30.3404 4.9488 34.4647
"1158" 40248.45 30.3404 4.9488 34.4633
"1159" 40788.35 30.3407 4.9511 34.4579
"1160" 40705.1 30.3274 4.9485 34.2865
"1161" 40505.4 30.3061 4.9438 34.1467
"1162" 40577.9 30.2856 4.9429 34.192
"1163" 40723.25 30.2599 4.941 34.4299
"1164" 40569.85 30.2739 4.9419 34.4873
"1165" 40569.55 30.2739 4.9419 34.487
"1166" 40531.2 30.3131 4.9395 34.5383
"1167" 40764.35 30.32 4.9371 34.5122
"1168" 41254.4 30.3561 4.9441 34.6303
"1169" 41567 30.3352 4.9447 34.746
"1170" 41750.8 30.3651 4.9427 34.7425
"1171" 42005.2 30.3671 4.9409 34.8029
"1172" 42005.2 30.3671 4.9409 34.8029
"1173" 41870.25 30.3548 4.941 34.7584
"1174" 41398.35 30.4312 4.9517 34.8318
"1175" 41154.2 30.5272 4.963 34.8925
"1176" 40785.25 30.6798 4.979 34.7506
"1177" 40925.15 30.6704 4.9811 34.7311
"1178" 40906.1 30.6512 4.9796 34.7196
