"XAU.TWD" "USD.TWD" "CNY.TWD" "CHF.TWD"
"1179" 40906.1 30.6512 4.9796 34.7196
"1180" 40457.25 30.5983 4.9755 34.6362
"1181" 40082.55 30.5401 4.9683 34.6195
"1182" 40001.95 30.5298 4.9625 34.5148
"1183" 39654.3 30.5234 4.9542 34.4647
"1184" 39424.35 30.4757 4.9436 34.3577
"1185" 39425.8 30.4453 4.9399 34.3282
"1186" 39425.8 30.4453 4.9399 34.3282
"1187" 39368.3 30.4551 4.9346 34.392
"1188" 38963.05 30.358 4.9203 34.356
"1189" 38929.7 30.278 4.9105 34.2343
"1190" 39019.4 30.2812 4.9071 34.0846
"1191" 39121.15 30.2552 4.8986 33.9136
"1192" 39370.8 30.2057 4.8912 33.8534
"1193" 39370.8 30.2057 4.8912 33.8534
"1194" 39311.5 30.2312 4.8957 33.96
"1195" 39389.65 30.1616 4.891 34.0478
"1196" 39299.85 30.0266 4.8728 34.0112
"1197" 39521.15 29.9886 4.8637 34.1435
"1198" 39628.7 30.0478 4.871 34.3042
"1199" 39648.2 30.0681 4.8749 34.3297
"1200" 39648.2 30.0681 4.8749 34.3297
"1201" 39985.95 30.1572 4.8841 34.3396
"1202" 39602.95 30.1898 4.8881 34.2899
"1203" 39241.15 30.1571 4.8838 34.2546
"1204" 39206.1 30.1642 4.887 34.2506
"1205" 39127.95 30.1963 4.8908 34.1955
"1206" 39140.2 30.2056 4.8916 34.1836
"1207" 39140.2 30.2056 4.8916 34.1836
"1208" 38971.95 30.24 4.8947 34.2279
"1209" 39018.25 30.3078 4.9043 34.2542
"1210" 38973.85 30.3389 4.9108 34.3495
"1211" 38955.95 30.3087 4.9082 34.3342
"1212" 39296.95 30.3108 4.9102 34.3909
"1213" 39493.85 30.3128 4.9119 34.3844
"1214" 39493.85 30.3128 4.9119 34.3844
"1215" 39385.65 30.2711 4.9095 34.3871
"1216" 39102.5 30.1991 4.9012 34.2695
"1217" 39083.35 30.2254 4.9028 34.2629
"1218" 38855.15 30.2102 4.9032 34.3502
"1219" 38901.25 30.1961 4.8997 34.3294
"1220" 39243.75 30.1954 4.8999 34.3861
"1221" 39243.75 30.1954 4.8999 34.3861
"1222" 39414.15 30.1289 4.8932 34.3332
"1223" 39398.7 30.0954 4.8914 34.3759
"1224" 39274.65 30.1039 4.8905 34.4149
"1225" 38801.25 30.0735 4.8873 34.3119
"1226" 38837.8 30.1089 4.8902 34.1028
"1227" 38827.85 30.1277 4.8916 33.9896
"1228" 38827.85 30.1277 4.8916 33.9896
"1229" 39006.15 30.178 4.8956 34.0161
"1230" 39089.7 30.2027 4.897 33.99
"1231" 39206.4 30.1606 4.8899 33.9043
"1232" 39255.6 30.1556 4.889 33.8422
"1233" 39034.9 30.1514 4.8888 33.8398
"1234" 38975.6 30.1384 4.887 33.7631
"1235" 38975.6 30.1384 4.887 33.7631
"1236" 39071.95 30.1392 4.8871 33.8031
"1237" 39002.45 30.1629 4.8904 33.8055
"1238" 39007.55 30.1812 4.893 33.8109
"1239" 39039.3 30.1588 4.8902 33.7393
"1240" 38962.55 30.1279 4.8829 33.6493
"1241" 38899.85 30.0997 4.8776 33.6002
"1242" 38899.85 30.0997 4.8776 33.6002
"1243" 38927.85 30.1142 4.8775 33.6308
"1244" 38639 30.1458 4.8821 33.658
"1245" 38046.25 30.1275 4.8792 33.5647
"1246" 37721.9 30.0294 4.8652 33.4592
"1247" 37602.15 29.9975 4.8611 33.4573
"1248" 37531.9 30.0335 4.8672 33.5484
"1249" 37531.9 30.0335 4.8672 33.5484
"1250" 37444.45 30.0535 4.869 33.5032
"1251" 37427.75 30.066 4.8704 33.4966
"1252" 37451.75 30.0744 4.8724 33.532
"1253" 37476.7 30.0475 4.8685 33.5387
"1254" 37622.05 30.0153 4.87 33.6283
"1255" 37586.45 29.9942 4.8692 33.5746
"1256" 37586.45 29.9942 4.8692 33.5746
"1257" 37610.25 29.9963 4.8777 33.5142
"1258" 37692.6 30.0043 4.8832 33.3961
"1259" 37848.55 30.002 4.8792 33.3432
"1260" 37953.7 29.9984 4.8793 33.3555
"1261" 38222.45 30.0077 4.8808 33.3905
"1262" 38323.35 30.0057 4.8793 33.3312
"1263" 38323.35 30.0057 4.8793 33.3312
"1264" 38394.85 30.0279 4.879 33.399
"1265" 38127.4 30.0542 4.8784 33.4459
"1266" 38212.45 30.0711 4.879 33.4697
"1267" 38669.7 30.0111 4.8714 33.5511
"1268" 39446.15 30.0218 4.872 33.5559
"1269" 39466.1 30.0181 4.8707 33.5475
"1270" 39466.1 30.0181 4.8707 33.5475
"1271" 39441.7 30.0053 4.8683 33.5204
"1272" 39519.6 29.9716 4.8645 33.512
"1273" 39470.6 29.9793 4.8637 33.56
"1274" 39366.9 29.9263 4.8564 33.5026
"1275" 39394.8 29.8959 4.8546 33.4981
"1276" 39292.55 29.8708 4.852 33.5232
"1277" 39292.55 29.8708 4.852 33.5232
"1278" 39334.3 29.8661 4.8532 33.5703
"1279" 39686.15 29.9099 4.8613 33.7187
"1280" 39688.9 29.9129 4.8582 33.6718
"1281" 39549.4 29.9172 4.8506 33.5852
"1282" 39497.9 29.9118 4.8429 33.4546
"1283" 39471.95 29.892 4.8183 33.4255
"1284" 39491.5 29.9108 4.8404 33.4484
"1285" 39409.2 29.9433 4.8468 33.4773
"1286" 39486.15 29.9449 4.8523 33.5174
"1287" 39608.9 29.9335 4.8519 33.5371
"1288" 39957.4 29.9524 4.8549 33.5942
"1289" 40082.9 29.9846 4.8614 33.5936
"1290" 40145.75 30.0057 4.8663 33.6312
"1291" 40145.75 30.0057 4.8663 33.6312
"1292" 39648.45 29.9997 4.8629 33.635
"1293" 39229.85 30.0503 4.8699 33.6449
"1294" 39008.9 30.0566 4.8721 33.4991
"1295" 39247.75 30.0462 4.8722 33.4643
"1296" 39442.55 30.0465 4.8718 33.4584
"1297" 39394.7 30.01 4.8341 33.4049
"1298" 39402.2 30.0511 4.8724 33.4493
"1299" 39406.2 30.0225 4.8698 33.4304
"1300" 39277.95 30.0092 4.8682 33.3383
"1301" 39189.95 29.9857 4.8665 33.2306
"1302" 38899.4 29.9847 4.8683 33.2288
"1303" 38839.45 29.9809 4.8657 33.1856
"1304" 39170.2 29.9838 4.8649 33.1361
"1305" 39170.2 29.9838 4.8649 33.1361
"1306" 39115.15 29.9776 4.8643 33.1454
"1307" 39100.55 29.98 4.8637 33.1221
"1308" 38943.6 30.0049 4.8657 33.0474
"1309" 38822.75 30.056 4.8701 33.0739
"1310" 38723.95 30.0817 4.8757 33.1402
"1311" 38921.55 30.0672 4.8754 33.1978
"1312" 38921.55 30.0672 4.8754 33.1978
"1313" 38811.15 30.043 4.8733 33.1464
"1314" 38705.55 30.025 4.8721 33.0569
"1315" 38915.45 30.0277 4.8715 33.0189
"1316" 39282.55 30.0498 4.8733 33.083
"1317" 39480.35 30.0527 4.8785 33.1416
"1318" 39302.9 30.005 4.874 33.1406
"1319" 39336 30.0303 4.8778 33.168
"1320" 39277.9 30.0232 4.8776 33.1332
"1321" 39351.15 30.035 4.8783 33.0745
"1322" 39338.25 30.029 4.8774 33.0817
"1323" 39396.05 30.003 4.8763 33.0877
"1324" 39225.3 29.9673 4.8718 33.103
"1325" 39103.05 29.9635 4.8717 33.1967
"1326" 39103.05 29.9635 4.8717 33.1967
"1327" 38967.75 29.9673 4.8739 33.1296
"1328" 38930.35 29.9857 4.8759 33.0379
"1329" 38833.9 29.9973 4.8743 32.9379
"1330" 38476.75 30.0041 4.8689 32.8673
"1331" 38360.25 29.9858 4.8671 32.8759
"1332" 38411.75 29.9824 4.8661 32.8096
"1333" 38411.75 29.9824 4.8661 32.8096
"1334" 38321.9 29.9854 4.8653 32.7398
"1335" 38452.35 29.9684 4.8631 32.7276
"1336" 38393.5 29.9105 4.8544 32.644
"1337" 38490.5 29.877 4.849 32.6715
"1338" 38487.85 29.8809 4.8489 32.6258
"1339" 38634.35 29.9945 4.8826 32.6561
"1340" 38470.05 29.8777 4.8472 32.5371
"1341" 38452.35 29.8703 4.8459 32.5018
"1342" 38163.9 29.9244 4.8541 32.529
"1343" 37937.6 29.9313 4.8579 32.575
"1344" 37974.4 29.9124 4.8579 32.4211
"1345" 37845.2 29.9296 4.8584 32.127
"1346" 37965.8 29.9153 4.857 32.1278
"1347" 37965.8 29.9153 4.857 32.1278
"1348" 37833.6 29.9268 4.8578 32.1001
"1349" 37616.75 29.9743 4.868 32.0429
"1350" 37574.2 29.9925 4.8788 32.0842
"1351" 37361.75 30.0098 4.8843 32.0585
"1352" 37093.25 30.0263 4.8857 32.1056
"1353" 36935.4 30.0431 4.8878 32.1828
"1354" 36935.4 30.0431 4.8878 32.1828
"1355" 37127.2 30.1075 4.8931 32.2055
"1356" 37281.8 30.1611 4.9011 32.292
"1357" 37267.95 30.17 4.9055 32.2874
"1358" 37032.05 30.2705 4.92 32.2546
"1359" 36941.05 30.2417 4.9194 32.2695
"1360" 36747.75 30.226 4.9168 32.1229
"1361" 36747.75 30.226 4.9168 32.1229
"1362" 36735.35 30.2367 4.9177 32.1734
"1363" 36929.8 30.2446 4.9238 32.2174
"1364" 36919.85 30.2311 4.9255 32.1107
"1365" 36828.55 30.3083 4.9351 31.9961
"1366" 37024.6 30.3303 4.9361 31.9816
"1367" 36978.25 30.3518 4.939 31.9013
"1368" 36978.25 30.3518 4.939 31.9013
"1369" 37111.75 30.4604 4.9492 32.0173
"1370" 36943.65 30.4502 4.948 31.9304
"1371" 36855.3 30.4505 4.9479 31.8362
"1372" 36971.2 30.4247 4.9478 31.8561
"1373" 36686.7 30.4482 4.9523 31.7289
"1374" 36345.75 30.5096 4.9611 31.536
"1375" 36345.75 30.5096 4.9611 31.536
"1376" 36388.55 30.452 4.9527 31.5431
"1377" 36728.9 30.412 4.9499 31.693
"1378" 36906.4 30.4039 4.9566 31.7609
"1379" 37186.5 30.353 4.9525 31.8951
"1380" 37153.45 30.3913 4.9548 31.8065
"1381" 37217 30.4295 4.9601 31.7904
"1382" 37217 30.4295 4.9601 31.7904
"1383" 37415.9 30.4066 4.9534 31.8912
"1384" 37542 30.4171 4.9529 31.9482
"1385" 37448.9 30.3956 4.9487 31.9634
"1386" 37710.9 30.3961 4.9494 32.2365
"1387" 37613.15 30.3172 4.9511 32.1219
"1388" 37639.7 30.3893 4.947 32.1093
"1389" 37639.7 30.3893 4.947 32.1093
"1390" 37701.4 30.3742 4.9454 32.1367
"1391" 37924.5 30.3571 4.9451 32.1384
"1392" 37854.7 30.3655 4.9468 31.9464
"1393" 37614.8 30.394 4.9498 31.8633
"1394" 37432.1 30.3947 4.9509 31.8961
"1395" 37412.25 30.3867 4.9505 31.9224
"1396" 37412.25 30.3867 4.9505 31.9224
"1397" 37369.3 30.3832 4.9513 31.979
"1398" 37326.05 30.3802 4.9542 32.0326
"1399" 37219 30.3595 4.9507 32.0414
"1400" 36673 30.3965 4.9549 31.7823
"1401" 35994.3 30.4558 4.9612 31.7347
"1402" 35776.3 30.4958 4.9647 31.6785
"1403" 35776.3 30.4958 4.9647 31.6785
"1404" 35675.35 30.5058 4.9648 31.6067
"1405" 35647.5 30.5298 4.9697 31.7058
"1406" 35286.45 30.5832 4.9801 31.7883
"1407" 35015.35 30.6051 4.9839 31.7013
"1408" 35197.4 30.6323 4.9836 31.5434
"1409" 36045.1 30.6102 4.9801 31.6845
"1410" 36046.1 30.6102 4.9801 31.6845
"1411" 35737.1 30.5843 4.9826 31.6888
"1412" 35368.7 30.6054 4.9817 31.635
"1413" 35642.45 30.621 4.983 31.7266
"1414" 35578.8 30.6292 4.9849 31.7368
"1415" 35727.75 30.7102 4.9994 31.8577
"1416" 36551.1 30.7381 5.005 32.0498
"1417" 36550.95 30.7381 5.005 32.0498
"1418" 36453.9 30.7073 5.0002 31.9642
"1419" 36651.1 30.7381 5.006 31.9731
"1420" 36854.45 30.8617 5.0268 32.2013
"1421" 36740.7 30.9491 5.0409 32.3049
"1422" 36994.45 30.9245 5.037 32.1068
"1423" 37146.3 30.9164 5.0339 31.8771
"1424" 37146.9 30.9164 5.0339 31.8768
"1425" 37101.65 30.9464 5.0371 31.9202
"1426" 37072.6 30.9307 5.0372 31.993
"1427" 37058.8 30.9104 5.0365 32.0845
"1428" 36913.65 30.898 5.0389 32.1047
"1429" 36644.15 30.9792 5.051 32.1046
"1430" 36209.3 31.0264 5.0578 32.1333
"1431" 36209.3 31.0264 5.0578 32.1338
"1432" 36461.45 31.0598 5.0676 32.1718
"1433" 37371.05 31.0757 5.0695 32.1107
"1434" 37443.7 31.1159 5.0726 31.9284
"1435" 37575.3 31.1314 5.072 31.9164
"1436" 37404 31.1569 5.0759 31.9998
"1437" 37248.5 31.2484 5.0862 31.928
"1438" 37249.5 31.2484 5.0862 31.9277
"1439" 37264.05 31.1943 5.0807 31.875
"1440" 37764.25 31.1727 5.0798 32.0242
"1441" 38362 31.1878 5.088 32.1507
"1442" 38225.9 31.2043 5.0928 32.2673
"1443" 38315.25 31.3126 5.1107 32.3937
"1444" 38373.05 31.3906 5.1278 32.5681
"1445" 38373.75 31.3906 5.1278 32.5686
"1446" 38035.9 31.3284 5.1165 32.4579
"1447" 37470.75 31.2563 5.1043 32.482
"1448" 37465.85 31.3039 5.1133 32.4872
"1449" 37611.15 31.4053 5.1199 32.1463
"1450" 37712.55 31.4898 5.1292 32.0984
"1451" 37714.1 31.5431 5.1369 32.051
"1452" 37715 31.5431 5.1369 32.0506
"1453" 37694.55 31.5979 5.1441 32.1573
"1454" 37394.95 31.7437 5.1678 32.2267
"1455" 37460.25 31.8283 5.1808 32.2593
"1456" 37374.15 31.8193 5.1808 32.2721
"1457" 37723.55 31.7495 5.1723 32.2029
"1458" 37975.2 31.739 5.1707 32.1336
"1459" 37976.65 31.739 5.1707 32.1336
"1460" 37875.15 31.783 5.1711 32.1916
"1461" 37837.65 31.7626 5.1681 32.1002
"1462" 37890.4 31.6725 5.1514 31.9819
"1463" 37445.9 31.659 5.1501 31.8575
"1464" 37624.2 31.7709 5.172 31.8379
"1465" 37849.65 31.8397 5.1817 31.7895
"1466" 37850.1 31.8397 5.1817 31.789
"1467" 38258.1 32.0358 5.2136 31.8331
"1468" 38773.85 32.0548 5.2227 31.8275
"1469" 38910.55 32.0305 5.221 31.6178
"1470" 38761.05 32.0328 5.2205 31.4908
"1471" 38775.65 31.9657 5.216 31.4332
"1472" 39076.45 31.9435 5.217 31.4954
"1473" 39077.55 31.9435 5.217 31.4956
"1474" 39109.9 31.9006 5.2108 31.4417
"1475" 39401 31.8734 5.2073 31.3433
"1476" 39216.9 31.8312 5.2028 31.2245
"1477" 39414.45 31.7388 5.1885 33.0484
"1478" 39899.7 31.5507 5.1481 36.5031
"1479" 40292 31.4752 5.1317 36.7402
"1480" 40294.5 31.4752 5.1317 36.7468
"1481" 40216 31.4938 5.1367 36.2745
"1482" 40648.15 31.6507 5.1633 36.0922
"1483" 40899.1 31.5559 5.1478 36.3583
"1484" 40685.4 31.4572 5.1312 36.4729
"1485" 40609.7 31.3309 5.0978 35.8671
"1486" 40475.15 31.262 5.0798 35.5185
"1487" 40475.4 31.262 5.0798 35.5197
"1488" 40335.4 31.3252 5.0854 35.3042
"1489" 40042.75 31.1976 5.0706 34.5781
"1490" 40239.65 31.2094 5.0727 34.5414
"1491" 40122.95 31.4863 5.1165 34.4276
"1492" 40048.2 31.6588 5.1396 34.3135
"1493" 40789.9 31.7688 5.1463 34.4951
"1494" 40789.8 31.7688 5.1463 34.4927
"1495" 40511.35 31.6991 5.1383 34.1965
"1496" 40198.15 31.5907 5.129 34.1178
"1497" 39766.85 31.4619 5.1129 34.0186
"1498" 39938.3 31.5232 5.123 34.0839
"1499" 39620.5 31.529 5.1309 34.1409
"1500" 39129.1 31.6977 5.1549 34.2126
"1501" 39129.5 31.6977 5.1549 34.2109
"1502" 39192.35 31.6294 5.1447 34.2042
"1503" 39143.5 31.5932 5.1396 34.1597
"1504" 38990.7 31.6348 5.1461 34.1274
"1505" 38596.95 31.5709 5.1382 33.968
"1506" 38554.35 31.414 5.1164 33.7874
"1507" 38628.35 31.4112 5.116 33.6929
"1508" 38628.8 31.4112 5.116 33.6932
"1509" 38726.75 31.4326 5.1176 33.7704
"1510" 38555.15 31.5568 5.1327 33.8204
"1511" 38249.45 31.6779 5.1516 33.7347
"1512" 38487.3 31.7022 5.1551 33.5656
"1513" 38375.9 31.7964 5.1694 33.5463
"1514" 38195.75 31.7866 5.1685 33.8765
"1515" 38195.35 31.7866 5.1685 33.8787
"1516" 38136.5 31.7606 5.1629 33.5718
"1517" 38048.8 31.7082 5.1536 33.3764
"1518" 38031 31.5185 5.1252 33.2021
"1519" 38041.8 31.4273 5.1114 33.0823
"1520" 38109.4 31.4807 5.1104 33.1076
"1521" 38174.2 31.4674 5.1046 32.9913
"1522" 38174.4 31.4674 5.1046 32.9907
"1523" 38239.2 31.4639 5.1044 32.9117
"1524" 37910.45 31.4053 5.099 32.7489
"1525" 37838.35 31.415 5.1014 32.6564
"1526" 37853.55 31.4917 5.1179 32.5394
"1527" 37484.5 31.5037 5.1203 32.2372
"1528" 36920.25 31.6285 5.1373 32.0775
"1529" 36921.1 31.6285 5.1373 32.0772
"1530" 36951.7 31.567 5.124 32.0358
"1531" 36817.65 31.6393 5.1346 31.8785
"1532" 36744.95 31.6976 5.1435 31.5965
"1533" 36575.4 31.6489 5.1384 31.4514
"1534" 36660.4 31.6941 5.1491 31.5274
"1535" 36820.7 31.7803 5.1595 31.6106
"1536" 36820.7 31.7803 5.1595 31.6106
"1537" 36692.75 31.708 5.1526 31.5272
"1538" 36458.3 31.616 5.146 31.4306
"1539" 36335.6 31.5353 5.1445 31.5208
"1540" 36747.85 31.4263 5.1297 31.7718
"1541" 36972.75 31.4638 5.1338 31.9574
"1542" 37099.45 31.3709 5.1206 32.1668
"1543" 37099.45 31.3709 5.1206 32.1668
"1544" 37153.6 31.3598 5.1179 32.2066
"1545" 37189.5 31.2495 5.1034 32.4795
"1546" 37273.55 31.2313 5.1008 32.5669
"1547" 37564.6 31.2264 5.1009 32.5787
"1548" 37477.55 31.2017 5.0943 32.3852
"1549" 37334.3 31.1427 5.0851 32.3844
"1550" 37334.3 31.1427 5.0851 32.3844
"1551" 37161.35 31.2198 5.1008 32.3761
"1552" 37019.65 31.2567 5.1076 32.1978
"1553" 37223.05 31.2438 5.1074 32.237
"1554" 37396.75 31.0932 5.0877 32.3071
"1555" 37242.5 30.9529 5.0676 32.3507
"1556" 37215.55 30.9303 5.0673 32.491
"1557" 37215.55 30.9303 5.0673 32.491
"1558" 37567.8 30.8488 5.0543 32.3774
"1559" 37496.95 30.9355 5.0629 32.2072
"1560" 37456.35 31.0126 5.0728 32.1722
"1561" 37257.1 31.1139 5.0906 32.0375
"1562" 37475.85 31.2079 5.1045 31.8961
"1563" 37729.9 31.2399 5.111 31.8938
"1564" 37729.9 31.2399 5.111 31.8938
"1565" 37653.75 31.3021 5.117 31.9434
"1566" 37365.7 31.2607 5.1128 32.0433
"1567" 37318.85 31.2364 5.1135 32.1284
"1568" 37437.55 31.1147 5.0983 32.3285
"1569" 37272.5 31.0056 5.0808 32.4838
"1570" 37307.45 30.9754 5.0748 32.5275
"1571" 37307.45 30.9754 5.0748 32.5275
"1572" 37231.95 30.9993 5.0764 32.4894
"1573" 37229.1 31.0788 5.0887 32.4828
"1574" 37159.5 31.0331 5.0816 32.357
"1575" 36937.95 31.043 5.0832 32.1812
"1576" 36630.9 30.8317 5.0513 32.2989
"1577" 36229.8 30.7167 5.0334 32.1986
"1578" 36229.8 30.7167 5.0334 32.1986
"1579" 36316.3 30.5586 5.0051 32.0066
"1580" 36722.05 30.4772 4.992 31.8979
"1581" 36824 30.4528 4.9923 32.0454
"1582" 36604.3 30.5807 5.0139 32.5812
"1583" 36163.35 30.6537 5.0237 32.8671
"1584" 36246.75 30.7575 5.0389 32.9776
"1585" 36246.75 30.7575 5.0389 32.9776
"1586" 36403.55 30.7301 5.0343 32.8853
"1587" 36558.65 30.701 5.0299 32.9284
"1588" 36550.25 30.633 5.023 33.2184
"1589" 36456.9 30.7356 5.0306 33.5371
"1590" 36451.85 30.733 5.0344 33.229
"1591" 36477 30.6939 5.0314 32.9744
"1592" 36477 30.6939 5.0314 32.9744
"1593" 36511.65 30.7572 5.0422 32.9665
"1594" 36572.25 30.7786 5.0463 33.1103
"1595" 36854.8 30.691 5.0358 33.2001
"1596" 37210.05 30.5548 5.0144 33.4209
"1597" 37164.2 30.452 4.9969 33.245
"1598" 37207.65 30.3967 4.9886 33.185
"1599" 37207.65 30.3967 4.9886 33.185
"1600" 37302.2 30.4223 4.9903 33.073
"1601" 37102.9 30.4669 4.9948 32.7166
"1602" 36892.35 30.5143 5.0015 32.5508
"1603" 36785.3 30.4337 4.9903 32.5527
"1604" 36715.55 30.4017 4.9847 32.4225
"1605" 36716.15 30.4453 4.9906 32.2991
"1606" 36716.15 30.4453 4.9906 32.2991
"1607" 36738.95 30.4822 4.9934 32.3048
"1608" 36612.6 30.5886 5.0088 32.2474
"1609" 36409.5 30.6556 5.0184 32.2361
"1610" 36391.65 30.6278 5.0142 32.3312
"1611" 36504.1 30.687 5.0242 32.5781
"1612" 36572.1 30.7219 5.0311 32.6786
"1613" 36572.1 30.7219 5.0311 32.6786
"1614" 36678.85 30.8047 5.0421 32.6272
"1615" 36712.75 30.8453 5.0405 32.8037
"1616" 36652.55 30.789 5.0372 32.9506
"1617" 36458.8 30.861 5.052 33.0626
"1618" 36330.8 30.942 5.064 33.0243
"1619" 36426.05 31.0799 5.0849 33.0795
"1620" 36426.05 31.0799 5.0849 33.0795
"1621" 36506.75 31.1157 5.0892 33.19
"1622" 36631.9 31.1146 5.0907 33.5071
"1623" 36635.35 30.962 5.0584 33.3036
"1624" 36566.55 30.9024 5.0516 33.0816
"1625" 36526.75 30.9151 5.0546 33.1758
"1626" 36526.4 30.9102 5.0538 33.2925
"1627" 36526.4 30.9102 5.0538 33.2925
"1628" 36548.95 30.9076 5.0517 33.1483
"1629" 36547.7 30.8772 5.0472 33.1638
"1630" 36449.6 30.8773 5.0525 33.2618
"1631" 36678.1 30.7168 5.0309 33.3911
"1632" 36853.55 30.6859 5.0267 33.3031
"1633" 36819.85 30.6756 5.0259 33.4167
"1634" 36819.85 30.6756 5.0259 33.4167
"1635" 36596.3 30.6685 5.0246 33.3678
"1636" 36413.95 30.785 5.0411 33.1217
"1637" 36324.7 30.8766 5.0549 33.0786
"1638" 36325 30.9158 5.0627 33.0376
"1639" 36335 30.948 5.0683 33.1013
"1640" 36432.65 30.9963 5.0757 33.2232
"1641" 36432.65 30.9963 5.0757 33.2232
"1642" 36538.8 30.9541 5.0672 33.1352
