收盤價	成交量	週轉率	市值比重	本益比	股價淨值比
27.54	84315	0.3626	8.758	17.73	3.14
27.3	43497	0.1871	8.653	17.58	3.11
27.66	37373	0.1607	8.698	17.8	3.15
28.6	114868	0.494	8.758	18.41	3.26
28.25	38790	0.1668	8.673	18.18	3.22
28.3	44672	0.1921	8.701	18.22	3.23
27.66	49069	0.211	8.536	14.97	3.15
27.72	45259	0.1946	8.411	15	3.16
27.01	53567	0.2304	8.203	14.62	3.08
26.13	106204	0.4568	8.061	14.14	2.98
25.89	57569	0.2476	7.926	14.01	2.95
26.13	28521	0.1227	7.901	14.14	2.98
25.83	29569	0.1272	7.816	13.98	2.95
25.72	35937	0.1546	7.784	13.92	2.93
26.24	43990	0.1892	7.94	14.2	2.99
27.01	69329	0.2982	8.059	14.62	3.08
26.77	48405	0.2082	8	14.49	3.05
26.72	24175	0.104	8.049	14.46	3.05
26.72	32325	0.139	8.021	14.46	3.05
26.36	29706	0.1278	8.014	14.27	3.01
26.6	24095	0.1036	8.022	14.39	3.03
27.07	42124	0.1812	8.048	14.65	3.09
26.95	28176	0.1212	7.986	14.59	3.07
26.42	34975	0.1504	7.872	14.3	3.01
25.72	64556	0.2776	7.72	13.92	2.93
25.3	63427	0.2728	7.635	13.69	2.88
25.13	33825	0.1455	7.634	13.6	2.86
25.48	37687	0.1621	7.68	13.79	2.9
26.19	36910	0.1587	7.76	14.17	2.95
26.77	72670	0.3125	7.761	14.4	3.01
26.66	39706	0.1708	7.723	14.34	3
26.48	42932	0.1846	7.698	14.24	2.98
26.48	40020	0.1721	7.644	14.24	2.98
25.48	82767	0.356	7.358	13.7	2.87
25.19	32633	0.1403	7.289	13.54	2.83
25.07	46230	0.1988	7.389	13.48	2.82
25.07	26679	0.1147	7.412	13.48	2.82
25.13	40057	0.1723	7.596	13.51	2.83
25.01	35218	0.1515	7.573	13.45	2.81
24.83	21263	0.0914	7.583	13.35	2.79
25.3	30227	0.13	7.68	13.61	2.85
25.19	38519	0.1657	7.67	13.54	2.83
25.42	36489	0.1569	7.729	13.67	2.86
25.42	39928	0.1717	7.76	13.67	2.86
24.83	30889	0.1328	7.728	13.35	2.79
24.66	35458	0.1525	7.691	13.26	2.78
25.3	86040	0.37	7.833	13.61	2.85
25.77	60953	0.2621	7.964	13.86	2.9
25.83	53144	0.2286	8.051	13.89	2.91
26.48	76458	0.3288	8.105	12.16	2.98
27.6	143646	0.6178	8.298	12.68	3.11
27.95	144703	0.6223	8.405	12.84	3.15
28.07	106128	0.4564	8.312	12.89	3.16
28.19	46029	0.198	8.313	12.95	3.17
28.13	53002	0.2279	8.285	12.92	3.17
28.25	68238	0.2935	8.315	12.97	3.18
27.25	50872	0.2188	8.122	12.51	3.07
27.66	33275	0.1431	8.185	12.7	3.11
27.95	46531	0.2001	8.287	12.84	3.15
28.48	69165	0.2975	8.438	13.08	3.21
29.25	122312	0.526	8.496	13.43	3.29
29.72	113726	0.4891	8.603	13.65	3.34
29.72	79105	0.3402	8.635	13.65	3.34
28.36	61925	0.2663	8.508	13.03	3.19
28.48	48714	0.2095	8.525	13.08	3.21
28.78	39056	0.168	8.525	13.22	3.24
28.42	37224	0.1601	8.501	13.05	3.2
27.77	35390	0.1522	8.416	12.76	3.13
27.6	36946	0.1589	8.353	12.68	3.11
27.83	77755	0.3344	8.337	12.78	3.13
27.3	39791	0.1711	8.241	12.54	2.84
28.25	54154	0.2329	8.423	12.97	2.94
28.78	61116	0.2628	8.545	13.22	3
28.78	48054	0.2067	8.508	13.22	3
28.95	57739	0.2483	8.552	13.3	3.02
28.72	39897	0.1716	8.528	13.19	2.99
28.36	52973	0.2278	8.395	13.03	2.96
28.36	67862	0.2919	8.399	13.03	2.96
28.01	55784	0.2399	8.34	12.86	2.92
28.3	31794	0.1367	8.384	13	2.95
29.3	72308	0.311	8.546	13.46	3.05
29.42	49077	0.2111	8.56	13.51	3.07
29.3	35753	0.1538	8.54	13.46	3.05
29.42	50914	0.219	8.608	13.51	3.07
29.01	47578	0.2046	8.484	13.32	3.02
29.3	81145	0.349	8.551	13.46	3.05
29.42	35016	0.1506	8.59	13.51	3.07
29.42	21848	0.094	8.558	13.51	3.07
29.36	7049	0.0303	8.589	13.49	3.06
29.42	26379	0.1134	8.585	13.51	3.07
29.72	40412	0.1738	8.546	13.65	3.1
29.72	42509	0.1828	8.528	13.65	3.1
29.72	37953	0.1632	8.46	13.65	3.1
30.01	26097	0.1122	8.475	13.78	3.13
29.19	27821	0.1197	8.355	13.41	3.04
28.54	38000	0.1634	8.268	13.11	2.97
28.25	43601	0.1875	8.191	12.97	2.94
28.13	43700	0.1879	8.22	12.92	2.93
28.54	35252	0.1516	8.331	13.11	2.97
28.36	32803	0.1411	8.234	13.03	2.96
27.66	41124	0.1769	8.161	12.7	2.88
27.54	35955	0.1546	8.161	12.65	2.87
27.66	48925	0.2104	8.146	12.7	2.88
28.78	41588	0.1789	8.396	13.22	3
28.89	42294	0.1819	8.446	13.27	3.01
28.07	31281	0.1345	8.258	12.89	2.92
28.25	39515	0.1699	8.32	12.97	2.94
27.95	28724	0.1235	8.289	12.84	2.91
27.66	23761	0.1022	8.309	12.7	2.88
28.01	37083	0.1595	8.399	12.86	2.92
28.95	70886	0.3049	8.603	13.3	3.02
29.07	43795	0.1883	8.627	13.35	3.03
29.42	81134	0.3489	8.677	13.51	3.07
30.6	127694	0.5492	8.847	14.05	3.19
30.89	105802	0.455	8.923	14.19	3.22
31.48	106976	0.4601	9.038	14.46	3.28
31.48	89138	0.3834	9.014	14.46	3.28
32.07	139791	0.6012	9.068	14.73	3.34
32.36	60535	0.2603	9.129	14.86	3.37
32.07	38292	0.1647	9.015	14.73	3.34
31.48	42977	0.1848	8.954	14.46	3.28
31.78	60422	0.2599	8.974	14.59	3.31
32.07	27898	0.12	9.016	14.73	3.34
31.78	25373	0.1091	8.986	14.59	3.31
31.48	53202	0.2288	8.881	14.46	3.28
31.19	38312	0.1648	8.783	14.32	3.25
32.36	84167	0.362	8.997	14.86	3.37
31.95	38224	0.1644	8.801	14.68	3.33
31.84	45735	0.1967	8.818	14.62	3.32
31.48	64315	0.2766	8.752	14.46	3.28
30.89	66781	0.2872	8.601	14.19	3.22
31.07	34804	0.1497	8.612	14.27	3.24
31.6	33011	0.142	8.826	14.51	3.29
31.19	26793	0.1152	8.656	14.32	3.25
30.6	44221	0.1902	8.521	14.05	3.19
30.89	27266	0.1173	8.586	14.19	3.22
30.31	32036	0.1378	8.489	13.92	3.16
30.07	30322	0.1304	8.546	13.81	3.13
30.6	42833	0.1842	8.684	14.05	3.19
29.95	52153	0.2243	8.556	13.76	3.12
29.95	29417	0.1265	8.542	13.76	3.12
29.78	44378	0.1909	8.469	13.68	3.1
29.72	36883	0.1586	8.509	13.65	3.1
29.6	40548	0.1744	8.474	13.59	3.08
29.78	37466	0.1611	8.551	13.68	3.1
30.31	24768	0.1065	8.61	13.92	3.16
30.31	18084	0.0778	8.634	13.92	3.16
30.07	21191	0.0911	8.693	13.81	3.13
29.78	48374	0.208	8.612	13.68	3.1
30.31	27060	0.1164	8.674	13.92	3.16
30.95	37605	0.1617	8.826	14.22	3.22
30.72	24189	0.104	8.771	14.11	3.2
30.31	27417	0.1179	8.663	13.92	3.16
30.25	42240	0.1817	8.706	13.89	3.15
30.78	32158	0.1383	8.782	14.14	3.21
30.54	25709	0.1106	8.78	14.03	3.18
30.78	16534	0.0711	8.826	14.14	3.21
30.89	18007	0.0774	8.854	14.19	3.22
30.19	41842	0.1799	8.682	13.86	3.15
30.19	43910	0.1888	8.81	13.86	3.15
29.6	69139	0.2973	8.9	13.59	3.08
29.48	44680	0.1921	8.813	13.54	3.07
29.48	30558	0.1314	8.898	13.54	3.07
29.19	58209	0.2503	8.759	13.41	3.04
29.19	39861	0.1714	8.721	13.41	3.04
29.3	21850	0.094	8.739	13.46	3.05
30.36	51603	0.2219	8.983	13.95	3.16
30.72	54693	0.2352	9.128	14.11	3.2
31.19	42200	0.1815	9.166	14.32	3.25
30.54	28513	0.1226	9.017	13.07	3.18
30.78	40449	0.174	9.082	13.17	3.21
30.89	26164	0.1125	9.14	13.22	3.22
31.72	57891	0.249	9.188	13.58	3.3
32.13	48639	0.2092	9.245	14.04	3.35
32.19	43527	0.1872	9.264	14.06	3.35
32.19	35166	0.1512	9.291	14.06	3.35
31.54	44539	0.1915	9.154	13.78	3.29
32.07	47587	0.2047	9.28	14.01	3.34
32.25	54311	0.2336	9.258	14.09	3.36
32.25	30444	0.1309	9.345	14.09	3.36
31.95	28688	0.1234	9.31	13.96	3.33
32.31	35266	0.1517	9.418	14.11	3.37
33.19	93419	0.4018	9.546	14.5	3.46
33.25	41226	0.1773	9.588	14.52	3.46
32.48	22444	0.0965	9.478	14.19	3.38
33.19	48951	0.2105	9.645	14.5	3.46
32.84	47803	0.2056	9.576	14.34	3.42
32.95	37762	0.1624	9.528	14.4	3.43
33.42	37432	0.161	9.58	14.6	3.48
33.37	24261	0.1043	9.535	14.58	3.48
33.48	66096	0.2842	9.563	14.63	3.49
32.89	48490	0.2085	9.456	14.37	3.13
33.48	56312	0.2422	9.518	14.63	3.19
33.95	54487	0.2343	9.543	14.83	3.23
34.19	50153	0.2157	9.563	14.94	3.25
33.84	63207	0.2718	9.513	14.78	3.22
34.25	71191	0.3062	9.542	14.96	3.26
34.13	47510	0.2043	9.533	14.91	3.25
34.19	88120	0.379	9.478	14.94	3.25
35.24	64207	0.2597	9.392	14.01	3.24
35.24	41497	0.1678	9.431	14.93	3.24
35.56	41672	0.1685	9.43	15.07	3.27
36.14	45727	0.1849	9.536	15.32	3.33
36.72	49525	0.2003	9.672	15.56	3.38
36.79	40445	0.1636	9.683	15.59	3.39
36.08	27178	0.1099	9.524	15.29	3.32
36.79	38386	0.1553	9.583	15.59	3.39
36.98	45651	0.1846	9.609	15.67	3.4
36.59	34538	0.1397	9.557	15.51	3.37
36.53	30574	0.1237	9.597	15.48	3.36
36.46	30174	0.122	9.558	15.45	3.36
35.49	110212	0.4458	9.431	15.04	3.27
35.62	39089	0.1581	9.44	15.1	3.28
36.01	18870	0.0763	9.483	15.26	3.32
35.62	18037	0.0729	9.382	15.1	3.28
35.17	18987	0.0768	9.321	14.9	3.24
35.3	49307	0.1994	9.37	14.96	3.25
35.3	56006	0.2265	9.384	14.96	3.25
34.78	67367	0.2725	9.263	14.74	3.2
36.72	100414	0.4061	9.628	15.56	3.38
36.92	70328	0.2844	9.588	15.64	3.4
36.72	43965	0.1778	9.505	15.56	3.38
36.85	28011	0.1133	9.477	15.62	3.39
36.59	25142	0.1017	9.421	15.51	3.37
36.34	28879	0.1168	9.345	15.4	3.35
36.46	60499	0.2447	9.367	15.45	3.36
36.46	58600	0.237	9.409	15.45	3.36
36.79	40422	0.1635	9.502	15.59	3.39
36.27	22730	0.0919	9.31	15.37	3.34
35.95	61743	0.2497	9.304	15.23	3.31
34.33	112968	0.4569	8.94	14.55	3.16
34.85	70681	0.2859	9.005	14.77	3.21
34.4	38745	0.1567	8.977	14.58	3.17
34.46	17146	0.0693	8.989	14.6	3.17
35.49	41634	0.1684	9.207	15.04	3.27
36.14	55187	0.2232	9.213	15.32	3.33
35.37	33600	0.1359	9.027	14.99	3.26
34.53	65311	0.2641	8.904	14.63	3.18
34.27	56102	0.2269	8.837	14.52	3.16
34.14	45507	0.184	8.835	14.47	3.14
34.65	31279	0.1265	8.974	14.68	3.19
34.65	35578	0.1439	8.978	14.68	3.19
34.27	47616	0.1926	9.025	14.52	3.16
34.27	28840	0.1166	9.028	14.52	3.16
34.07	37031	0.1498	8.977	14.44	3.14
33.62	35585	0.1439	8.91	14.25	3.1
33.36	39632	0.1603	8.902	14.14	3.07
33.62	20143	0.0815	8.903	14.25	3.1
33.62	26614	0.1076	8.92	14.25	3.1
33.3	25404	0.1027	8.836	14.11	3.07
33.49	21542	0.0871	8.914	14.19	3.08
34.14	34692	0.1403	9.046	14.47	3.14
33.17	35641	0.1441	8.913	14.05	3.05
33.04	44046	0.1781	8.904	14	3.04
34.91	55789	0.2256	9.404	15.65	3.21
34.01	55650	0.2251	9.033	15.25	3.13
33.68	22508	0.091	8.973	15.1	3.1
33.75	18247	0.0738	8.929	15.13	3.11
33.62	14987	0.0606	8.893	15.07	3.1
33.56	21068	0.0852	8.864	15.04	3.09
33.36	26116	0.1056	8.857	14.96	3.07
34.07	44476	0.1799	8.978	15.28	3.14
34.59	74054	0.2995	9.108	15.51	3.18
34.85	43513	0.176	9.207	15.62	3.21
34.85	33130	0.134	9.307	15.62	3.21
34.01	44725	0.1809	9.157	15.25	3.13
34.4	35672	0.1443	9.254	15.42	3.17
34.65	44858	0.1814	9.217	15.54	3.19
34.65	16212	0.0656	9.272	15.54	3.19
33.68	61142	0.2473	9.159	15.1	3.1
33.23	35389	0.1431	9.107	14.9	3.06
32.97	38391	0.1553	9.029	14.78	3.04
33.3	37103	0.1501	9.095	14.93	3.07
33.1	33818	0.1368	9.063	14.84	3.05
33.68	48045	0.1943	9.101	15.1	3.1
34.46	50348	0.2036	9.141	15.45	3.17
34.14	35478	0.1435	9.036	15.3	3.4
34.91	59224	0.2395	9.214	15.65	3.48
35.04	62539	0.2529	9.259	15.71	3.49
34.72	30352	0.1227	9.232	15.57	3.46
34.85	37459	0.1515	9.288	15.62	3.47
34.2	32967	0.1333	9.138	15.33	3.4
33.49	47806	0.1933	9.066	15.01	3.33
33.23	34703	0.1403	9.038	14.9	3.31
33.04	38520	0.1558	8.971	14.81	3.29
32.39	35537	0.1437	9.011	14.52	3.22
32.65	33546	0.1357	9.076	14.64	3.25
32.04	55634	0.225	9.119	14.36	3.19
32.52	51030	0.2064	9.173	14.58	3.24
31.81	31346	0.1268	8.987	14.26	3.17
32.52	41295	0.167	9.222	14.58	3.24
32.84	35932	0.1453	9.308	14.72	3.27
32.84	27699	0.112	9.342	14.72	3.27
32.07	33267	0.1345	9.185	14.38	3.19
32.59	61368	0.2482	9.385	14.61	3.24
33.62	61076	0.247	9.464	15.07	3.35
33.49	26295	0.1063	9.372	15.01	3.33
34.07	37019	0.1497	9.418	15.92	3.39
34.59	48408	0.1958	9.581	16.16	3.44
35.04	59134	0.2391	9.618	16.37	3.49
35.17	41004	0.1658	9.739	16.44	3.5
35.24	41110	0.1663	9.775	16.47	3.51
35.75	71603	0.2896	9.712	16.71	3.56
36.14	66767	0.27	9.789	16.89	3.6
36.85	92329	0.3734	9.839	17.22	3.67
36.85	59665	0.2413	9.825	17.22	3.67
36.85	54493	0.2204	9.911	17.22	3.67
36.72	35391	0.1431	9.851	17.16	3.66
36.27	25982	0.1051	9.77	16.95	3.61
36.92	50556	0.2045	9.805	17.25	3.67
37.43	64727	0.2618	9.935	17.49	3.73
37.5	34065	0.1378	10.025	17.52	3.73
38.6	95559	0.3865	10.211	18.04	3.84
38.6	58568	0.2369	10.23	18.04	3.84
38.21	22065	0.0892	10.101	17.85	3.8
38.47	28680	0.116	10.046	17.98	3.83
37.37	39502	0.1598	9.861	17.46	3.72
38.47	49991	0.2022	10.043	17.98	3.83
38.34	54630	0.2209	10.005	17.92	3.57
39.18	69879	0.2826	10.144	18.31	3.65
40.09	44969	0.1819	10.182	18.73	3.73
40.41	56766	0.2296	10.262	18.88	3.76
40.41	41851	0.1692	10.296	18.88	3.76
39.89	36493	0.1476	10.292	18.64	3.71
39.31	39707	0.1606	10.118	18.37	3.66
39.57	31192	0.1261	10.181	18.49	3.68
40.09	43260	0.1749	10.323	18.73	3.73
39.5	45578	0.1843	10.247	18.46	3.68
39.37	31020	0.1254	10.176	18.4	3.66
40.09	41400	0.1674	10.209	18.73	3.73
40.41	35419	0.1432	10.163	18.88	3.76
40.28	25539	0.1033	10.141	18.82	3.75
40.73	31975	0.1293	10.186	19.03	3.79
40.28	19599	0.0793	10.159	18.82	3.75
41.31	34643	0.1401	10.26	19.31	3.84
41.25	11918	0.0482	10.176	19.27	3.84
41.25	20626	0.0834	10.187	19.27	3.84
41.06	1947673	7.8762	10.146	19.18	3.82
40.73	53633	0.2169	9.987	19.03	3.79
40.41	28155	0.1138	9.929	18.88	3.76
39.44	29267	0.1183	9.794	18.43	3.67
40.67	68454	0.2768	9.9	19	3.78
40.99	53059	0.2146	9.942	19.15	3.81
41.38	43479	0.1758	9.895	19.34	3.85
42.35	66362	0.2683	10.15	19.79	3.94
44.03	75794	0.3065	10.479	20.57	4.1
43.12	44405	0.1796	10.318	20.15	4.01
42.54	67186	0.2717	10.136	19.88	3.96
42.35	46494	0.188	10.105	19.79	3.94
41.7	36961	0.1495	10.015	19.49	3.88
41.31	36002	0.1456	9.859	19.31	3.84
41.77	37879	0.1532	9.986	19.52	3.89
39.83	79147	0.32	9.833	18.61	3.71
40.09	51883	0.2098	9.874	18.73	3.73
40.41	35319	0.1428	9.993	18.88	3.76
39.96	28081	0.1136	10.044	18.67	3.72
40.02	38641	0.1563	9.95	18.7	3.72
41.06	39855	0.1611	10.07	19.18	3.82
40.99	79436	0.3212	9.939	19.15	3.81
42.99	52336	0.2116	10.231	20.09	4
42.02	40155	0.1624	10	19.64	3.91
40.8	34913	0.1412	9.848	19.06	3.8
40.73	37009	0.1496	9.823	19.03	3.79
40.47	37460	0.1515	9.813	18.91	3.77
40.34	25958	0.105	9.831	18.85	3.75
40.28	46120	0.1865	9.739	18.82	3.75
39.63	37023	0.1497	9.603	18.52	3.69
40.34	43052	0.1741	9.654	18.85	3.75
39.89	32251	0.1304	9.566	18.64	3.71
40.54	22700	0.0918	9.703	18.94	3.77
40.15	31715	0.1282	9.69	18.76	3.74
40.02	36070	0.1458	9.808	18.7	3.72
39.31	41692	0.1686	9.718	18.37	3.66
39.44	44897	0.1815	9.659	18.43	3.67
39.37	43733	0.1768	9.602	18.4	3.66
39.05	55533	0.2245	9.441	18.25	3.63
40.54	77472	0.3132	9.757	18.94	3.77
39.96	42744	0.1728	9.748	18.67	3.72
39.37	27293	0.1104	9.573	18.4	3.66
38.86	35930	0.1453	9.566	18.16	3.62
38.15	59895	0.2422	9.441	17.82	3.55
38.66	26989	0.1091	9.529	18.07	3.6
39.7	62588	0.2531	9.778	18.55	3.69
39.7	17860	0.0722	9.697	18.55	3.69
38.79	33166	0.1341	9.6	18.13	3.61
39.5	31017	0.1254	9.694	18.46	3.68
39.12	36358	0.147	9.619	18.28	3.64
39.24	40778	0.1649	9.616	18.34	3.65
38.92	33866	0.1369	9.554	18.19	3.62
39.12	38156	0.1543	9.689	18.28	3.64
38.53	44273	0.179	9.639	18.01	3.59
38.53	37839	0.153	9.679	18.01	3.59
38.66	21882	0.0885	9.693	18.07	3.6
38.99	24844	0.1005	9.708	18.22	3.63
39.7	39385	0.1592	9.836	18.55	3.69
40.02	44477	0.1798	9.849	18.7	3.72
40.67	88159	0.3564	9.935	19	3.78
41.51	87618	0.3543	10.031	19.4	3.86
41.9	36317	0.1468	10.045	19.58	3.9
41.7	25626	0.1036	9.991	19.49	3.88
42.61	63077	0.255	10.064	19.91	3.96
43.58	65596	0.2652	10.261	20.36	4.05
43.32	45727	0.1849	10.201	20.24	4.03
42.74	32607	0.1318	10.096	19.97	3.98
43.19	53613	0.2168	10.125	20.18	4.02
43.45	37700	0.1524	10.112	20.3	4.04
43.96	37570	0.1519	10.089	20.54	4.09
43.84	33897	0.1371	9.991	20.48	4.08
43.9	28570	0.1155	10.021	20.51	4.08
44.87	55084	0.2227	10.181	20.97	4.18
45.19	37284	0.1507	10.162	21.12	4.21
44.8	38210	0.1545	10.086	18.33	4.17
44.09	40260	0.1628	9.921	18.04	4.1
43.32	34997	0.1415	9.797	17.72	4.03
44.61	36146	0.1461	9.935	18.25	4.15
43.45	48943	0.1979	9.734	17.78	4.04
44.03	44850	0.1813	9.815	18.02	4.1
43.45	50363	0.2036	9.575	17.78	4.04
43.32	40079	0.162	9.49	17.72	4.03
43.64	24623	0.0996	9.427	15.27	4.06
44.29	52903	0.2139	9.535	15.5	4.12
44.87	40011	0.1618	9.527	15.7	4.18
43.96	40518	0.1638	9.442	15.38	4.09
42.99	72439	0.2929	9.315	15.05	4
43.06	41413	0.1674	9.276	15.07	4.01
41.96	54979	0.2223	9.142	14.68	3.9
40.86	59123	0.239	9.022	14.3	3.8
40.34	56328	0.2277	9.042	14.12	3.75
41.18	32078	0.1297	9.169	14.41	3.83
40.41	54522	0.2204	9.103	14.14	3.76
40.41	41843	0.1692	9.051	14.14	3.76
39.31	64656	0.2614	8.988	13.76	3.66
39.5	57881	0.234	9.158	13.82	3.68
39.44	55806	0.2256	9.099	13.8	3.67
38.66	50961	0.206	8.94	13.53	3.6
38.47	60013	0.2426	8.873	13.46	3.58
38.92	32913	0.1331	8.978	13.62	3.62
38.99	56003	0.2264	9.035	13.64	3.63
39.7	45092	0.1823	9.057	13.89	3.18
40.41	44386	0.1794	9.104	14.14	3.24
39.05	53213	0.2151	9.119	13.67	3.13
39.31	52481	0.2121	9.159	13.76	3.15
38.86	32267	0.1304	9.214	13.6	3.11
36.14	77526	0.3134	8.949	12.65	2.89
37.82	68570	0.2772	9.201	13.24	3.03
37.18	53475	0.2162	9.046	13.01	2.98
36.34	52514	0.2123	8.988	12.71	2.91
37.56	56391	0.228	9.103	13.14	3.01
36.72	43513	0.1759	8.959	12.85	2.94
38.4	55763	0.2254	9.155	13.44	3.07
38.4	65354	0.2642	9.145	13.44	3.07
38.45	90105	0.3489	9.092	12.38	2.96
38.87	33843	0.1311	9.285	13.04	2.99
40.56	41977	0.1626	9.41	13.61	3.12
39.78	28732	0.1113	9.278	13.35	3.06
40.06	23838	0.0923	9.241	13.44	3.08
40.34	36649	0.1419	9.237	13.54	3.1
39.43	56513	0.2188	9.07	13.23	3.03
39.85	50917	0.1972	9.076	13.37	3.06
41.05	71062	0.2752	9.214	13.77	3.16
41.12	29707	0.115	9.196	13.8	3.16
41.33	30547	0.1183	9.222	13.87	3.18
40.56	23118	0.0895	9.151	13.61	3.12
40.13	39106	0.1514	9.057	13.47	3.09
39.99	38635	0.1496	9.022	13.42	3.07
39.99	40595	0.1572	8.993	13.42	3.07
39.64	26394	0.1022	8.972	13.3	3.05
40.13	51799	0.2006	9.089	13.47	3.09
39.57	19607	0.0759	9.053	13.28	3.04
38.73	51765	0.2005	9.052	13	2.98
37.81	55813	0.2161	9.078	12.69	2.91
38.02	29145	0.1129	9.088	12.76	2.92
37.81	31915	0.1236	9.049	12.69	2.91
39.5	47771	0.185	9.208	13.25	3.04
38.59	42575	0.1649	9.028	12.95	2.97
37.18	73938	0.2863	8.782	12.48	2.86
37.81	43437	0.1682	8.887	12.69	2.91
37.88	38375	0.1486	8.923	12.71	2.91
38.1	51881	0.2009	8.858	12.78	2.93
38.24	41208	0.1596	8.865	12.83	2.94
38.52	39280	0.1521	8.963	12.92	2.96
38.73	20951	0.0811	9.029	13	2.98
38.59	21800	0.0844	8.954	12.95	2.97
38.59	31636	0.1225	8.965	12.95	2.97
38.59	35369	0.137	8.993	12.95	2.97
38.38	21730	0.0841	8.98	12.88	2.95
39.01	21349	0.0827	9.008	13.09	3
39.22	52883	0.2048	8.958	13.16	3.01
39.92	60633	0.2348	9.111	13.4	3.07
40.34	46282	0.1792	9.218	13.54	3.1
40.48	24859	0.0963	9.193	13.58	3.11
40.48	20332	0.0787	9.188	13.58	3.11
41.47	57853	0.224	9.297	13.92	3.19
41.96	61508	0.2382	9.356	14.08	3.23
41.89	57094	0.2211	9.356	14.06	3.22
40.7	41362	0.1602	9.389	13.66	3.13
41.33	20933	0.0811	9.413	13.87	3.18
40.84	32007	0.1239	9.349	13.7	3.14
39.99	36379	0.1409	9.164	13.42	3.07
40.06	24443	0.0947	9.207	13.44	3.08
39.5	26575	0.1029	9.193	13.25	3.04
39.71	25771	0.0998	9.192	13.33	3.05
40.27	26559	0.1028	9.17	13.51	3.1
40.84	39871	0.1544	9.262	12	3.14
41.33	28850	0.1117	9.318	12.15	3.18
41.68	26586	0.1029	9.259	12.25	3.2
41.19	14894	0.0577	9.171	12.11	3.17
40.63	24842	0.0962	9.108	11.94	3.12
40.13	23155	0.0897	9.002	11.8	3.09
39.85	30453	0.1179	8.929	11.71	3.06
39.57	36123	0.1399	8.864	11.63	3.04
39.85	28381	0.1099	9.019	11.71	3.06
41.05	44704	0.1731	9.231	12.07	3.16
41.05	40242	0.1558	9.323	12.07	3.16
41.47	41982	0.1626	9.303	12.19	3.19
42.1	61233	0.2371	9.167	12.38	3.24
42.52	51127	0.198	9.275	12.5	3.27
42.1	33679	0.1304	9.227	12.38	3.24
42.52	33814	0.1309	9.303	12.5	3.27
41.96	28446	0.1102	9.185	12.33	3.23
41.96	15969	0.0618	9.151	12.33	3.23
42.52	25915	0.1004	9.287	12.5	3.27
42.8	34994	0.1355	9.288	12.58	3.29
42.8	73392	0.2842	9.371	12.58	3.29
41.96	45843	0.1775	9.187	12.33	3.23
42.31	44256	0.1714	9.121	12.44	3.48
42.17	31123	0.1205	9.096	12.4	3.47
41.12	46198	0.1789	8.975	12.09	3.38
42.66	44590	0.1727	9.147	12.54	3.51
42.59	37659	0.1458	9.12	12.52	3.5
42.87	31164	0.1207	9.209	12.6	3.53
44.42	77469	0.3	9.429	13.06	3.65
44.28	14366	0.0556	9.388	13.02	3.64
45.69	79594	0.3082	9.586	13.43	3.76
44.21	37928	0.1469	9.376	13	3.64
43.58	36474	0.1412	9.318	12.81	3.58
42.87	38049	0.1473	9.196	12.6	3.53
43.44	19634	0.076	9.259	12.77	3.57
43.02	12833	0.0497	9.168	12.64	3.54
44.28	52307	0.2025	9.365	13.02	3.64
43.79	38659	0.1497	9.31	12.87	3.6
43.23	32907	0.1274	9.164	12.71	3.55
43.93	37745	0.1462	9.305	12.91	3.61
42.66	59490	0.2304	9.155	12.54	3.51
42.87	27335	0.1058	9.163	12.6	3.53
42.31	53625	0.2076	9.051	11.69	3.48
42.73	37838	0.1465	9.059	11.81	3.51
42.94	58670	0.2272	8.997	11.86	3.53
42.52	35902	0.139	8.964	11.75	3.5
42.59	39860	0.1543	8.894	11.77	3.5
42.45	28548	0.1105	8.872	11.73	3.49
42.52	42123	0.1631	8.92	11.75	3.5
42.73	31828	0.1232	8.935	11.81	3.51
42.17	26736	0.1035	8.866	11.65	3.47
42.73	24040	0.0931	8.899	11.81	3.51
43.44	51705	0.2002	9.004	12	3.57
43.72	36218	0.1402	9.036	12.08	3.6
43.86	29897	0.1158	9.063	12.12	3.61
43.72	34279	0.1327	9.031	12.08	3.6
44.28	43956	0.1702	9.109	12.23	3.64
44.28	36525	0.1414	9.061	12.23	3.64
44.63	44009	0.1704	9.088	12.33	3.67
44.56	24540	0.095	9.021	12.31	3.66
45.4	43708	0.1692	9.105	12.54	3.73
44.98	34177	0.1323	9.085	12.43	3.7
45.33	63843	0.2472	9.12	12.52	3.73
46.04	72605	0.2811	9.141	12.72	3.79
46.74	70330	0.2723	9.117	12.91	3.57
46.6	51133	0.198	9.049	12.87	3.56
47.02	47385	0.1835	9.176	12.99	3.59
47.72	48563	0.188	9.212	13.18	3.65
47.09	35640	0.138	9.097	13.01	3.6
46.46	38371	0.1486	9.034	12.83	3.55
46.74	34618	0.134	9.117	12.91	3.57
45.12	41605	0.1611	8.983	12.47	3.45
45.62	38820	0.1503	9.092	12.6	3.48
45.05	23387	0.0905	8.944	12.45	3.44
45.62	34343	0.133	8.985	12.6	3.48
46.81	33660	0.1303	9.117	12.93	3.58
45.76	35788	0.1386	8.942	12.64	3.49
45.55	33041	0.1279	8.848	12.58	3.48
45.62	34216	0.1325	8.883	12.6	3.48
46.11	9505	0.0368	8.941	12.74	3.52
45.76	4142	0.016	8.878	12.64	3.49
46.39	19121	0.074	8.907	12.82	3.54
46.67	22944	0.0888	8.95	12.89	3.56
