Date,Open,High,Low,Close,Volume,Adj Close
2014-08-01,2185.30,2223.33,2185.30,2219.95,000,2219.95
2014-07-01,2050.38,2201.56,2050.38,2201.56,000,2201.56
2014-06-03,2038.31,2085.98,2023.73,2048.33,000,2048.33
2014-05-05,2027.35,2052.87,2005.18,2039.21,000,2039.21
2014-04-01,2047.46,2134.30,2003.49,2026.36,000,2026.36
2014-03-03,2075.24,2075.24,1993.48,2033.31,000,2033.31
2014-02-07,2044.50,2142.55,2034.22,2056.30,000,2056.30
2014-01-02,2109.39,2109.39,1991.25,2033.08,000,2033.08
2013-12-02,2207.37,2251.76,2073.10,2115.98,000,2115.98
2013-11-01,2149.56,2220.50,2087.94,2220.50,000,2220.50
2013-10-08,2198.20,2237.77,2128.86,2141.61,000,2141.61
2013-09-02,2098.45,2255.60,2098.45,2174.67,000,2174.67
2013-08-01,2029.07,2106.16,2029.07,2098.38,000,2098.38
2013-07-01,1995.24,2072.99,1958.27,1993.80,000,1993.80
2013-06-03,2299.25,2299.25,1950.01,1979.21,000,1979.21
2013-05-02,2174.12,2324.02,2174.12,2300.59,000,2300.59
2013-04-01,2234.40,2244.64,2177.91,2177.91,000,2177.91
2013-03-01,2359.51,2359.51,2236.30,2236.62,000,2236.62
2013-02-01,2419.02,2434.48,2293.34,2365.59,000,2365.59
2013-01-04,2276.99,2385.42,2243.00,2385.42,000,2385.42
2012-12-03,1959.77,2269.13,1959.77,2269.13,000,2269.13
2012-11-01,2104.43,2117.05,1963.49,1980.12,000,1980.12
2012-10-08,2074.42,2132.76,2058.94,2068.88,000,2068.88
2012-09-03,2059.15,2134.89,2004.17,2086.17,000,2086.17
2012-08-01,2123.36,2174.10,2047.52,2047.52,000,2047.52
2012-07-02,2226.11,2229.19,2103.63,2103.63,000,2103.63
2012-06-01,2373.44,2373.44,2195.84,2225.43,000,2225.43
2012-05-02,2438.44,2452.01,2333.55,2372.23,000,2372.23
2012-04-05,2302.24,2406.86,2285.78,2396.32,000,2396.32
