TSMC	TWI
38.87	6299.59
40.56	6485.15
39.78	6452.31
40.06	6523.68
40.34	6572.39
39.43	6540.93
39.85	6607.39
41.05	6704.41
41.12	6718.5
41.33	6734.51
40.56	6659.96
40.13	6659.07
39.99	6660.61
39.99	6682.46
39.64	6639.13
40.13	6634.09
39.57	6567.6
38.73	6428.03
37.81	6257.8
38.02	6285.31
37.81	6277.24
39.5	6443.74
38.59	6420.01
37.18	6359.63
37.81	6390.99
37.88	6376.39
38.1	6459.25
38.24	6480.07
38.52	6454.58
38.73	6441.46
38.59	6471.42
38.59	6462.32
38.59	6442.61
38.38	6416.61
39.01	6502.14
39.22	6573.22
39.92	6578.61
40.34	6571.1
40.48	6611.9
40.48	6615.13
41.47	6696.63
41.96	6733.46
41.89	6721.08
40.7	6505.92
41.33	6590.2
40.84	6556.33
39.99	6550.64
40.06	6526.22
39.5	6444.76
39.71	6479.91
40.27	6587.12
40.84	6611.77
41.33	6651.46
41.68	6750.78
41.19	6734.73
40.63	6688.4
40.13	6685.23
39.85	6693.11
39.57	6693.88
39.85	6625.73
41.05	6664.87
41.05	6598.87
41.47	6681.09
42.1	6882.48
42.52	6881.87
42.1	6877.77
42.52	6889.89
41.96	6885.6
41.96	6911.21
42.52	6901.75
42.8	6946.27
42.8	6885.12
41.96	6883.05
42.31	6960.95
42.17	6956.88
41.12	6874.98
42.66	6997.24
42.59	7006.67
42.87	6984.58
44.42	7068.8
44.28	7076.85
45.69	7151.42
44.21	7075.13
43.58	7017.6
42.87	6995.83
43.44	7039.37
43.02	7040.26
44.28	7097.42
43.79	7059.89
43.23	7080.84
43.93	7086.74
42.66	6995.2
42.87	7021.32
42.31	7013.99
42.73	7078.1
42.94	7161.61
42.52	7120.44
42.59	7184.65
42.45	7178.34
42.52	7151.13
42.73	7174.2
42.17	7136.06
42.73	7204.04
43.44	7236.85
43.72	7257.48
43.86	7259.54
43.72	7261.48
44.28	7309.69
44.28	7348.77
44.63	7384.69
44.56	7427.36
45.4	7498.15
44.98	7444.94
45.33	7474.19
46.04	7567.72
46.74	7613.57
46.6	7647.01
47.02	7609.9
47.72	7693.33
47.09	7686.52
46.46	7636.3
46.74	7612.12
45.12	7458.56
45.62	7450.3
45.05	7480.41
45.62	7538.82
46.81	7624.62
45.76	7598.88
45.55	7648.35
45.62	7620.94
46.11	7652.47
45.76	7646.81
46.39	7727.59
46.67	7733.18
46.46	7732.93
47.44	7823.72
47.58	7920.8
47.79	7917.3
47.58	7934.51
47.02	7835.57
46.25	7736.71
46.39	7790.01
45.12	7698.52
46.25	7618.55
48.57	7761.71
48.64	7783.5
49.41	7792.08
49.83	7833.98
50.04	7895.18
49.06	7840.08
48.5	7842.47
48.36	7852.36
49.55	7935.54
49.9	7923.77
47.79	7821.32
48.22	7751.79
47.79	7739.91
47.37	7699.64
47.09	7701.54
47.65	7777.03
47.65	7783.12
48.43	7875.75
48.36	7850.06
48.08	7842.22
47.79	7859.53
47.09	7776.36
46.25	7736.83
47.3	7809.45
48.43	7900.2
48.71	7901.96
46.88	7678.67
46.95	7670.77
46.46	7630.15
44.49	7344.56
45.76	7451.06
46.04	7480.89
46.32	7573.87
46.74	7568.2
47.23	7629.15
48.57	7684
47.72	7570.27
48.5	7695.96
48.5	7719.8
48.5	7737.46
48.64	7736.2
48.99	7757.03
49.34	7823.67
49.2	7859.32
49.2	7877.82
48.64	7845.17
48.01	7788.14
48.29	7848.33
47.72	7884.41
47.94	7884.99
47.79	7932.91
48.71	8004.61
48.5	8056.56
48.15	8048.39
48.71	8084.45
48.15	8075.2
48.01	8002.3
48.29	8045.12
47.44	8043.54
47.79	7959.29
48.22	8003.31
47.37	7888.63
47.44	7942.67
48.22	8010.46
49.06	8045.01
48.71	7984.65
49.13	8000.04
48.5	7949.42
48.29	7875.42
47.79	7903.04
48.08	7926.66
48.57	8066.06
48.15	8115.27
47.79	8095.84
47.79	8052.7
48.15	8096.86
47.44	8031.54
47.23	8030.56
46.74	7975.03
46.81	7988.57
47.58	8037.96
48.15	8034.14
48.64	8141.59
48.08	8188.63
48.43	8221.79
48.15	8216.41
47.37	8159.97
47.51	8156.82
48.22	8181.49
47.79	8147.34
47.93	8144.95
48.36	8249.9
48.57	8294.79
48.5	8303.99
48.43	8314.68
48.5	8355.26
49.02	8300.71
49.17	8338.88
48.57	8370.26
48.05	8346.39
48.72	8450.72
49.25	8573.64
51.2	8755.88
51.87	8851.99
51.72	8846.39
51.2	8812.91
52.77	8939.19
51.8	8865.75
52.1	8844.22
52.77	8892.83
53.14	8883.21
53.22	8939.49
53.37	8996.2
53.89	9068.98
53.52	9148.78
52.84	9188.31
53.97	9369.84
53.97	9384.73
54.27	9290.95
53.74	9354.41
54.72	9471.3
54.34	9417.32
54.49	9509.73
53.22	9485.35
52.47	9473.31
52.02	9585.9
51.5	9621.57
53.44	9744.06
52.17	9740.13
51.12	9566.42
47.97	9162.28
48.72	9072.57
48.72	9287.25
45.95	8891.88
47.82	8950.57
47.9	9057.82
46.92	8941.73
45.95	8862.31
47.07	9099.46
47.82	9182.6
46.1	8931.31
46.47	8938.96
46.4	8910.99
45.72	8593.04
44.3	8201.37
44.22	8090.29
46.62	8515.6
46.4	8479.08
45.65	8493.46
47.07	8732.84
46.17	8690.09
46.17	8718.31
46.02	8727.55
45.12	8643.32
45.35	8771.21
47	8982.16
46.92	8979.96
46.17	8922.98
46.32	8913.85
46.62	9017.08
46.47	9018.08
45.87	8937.58
45.95	9003.12
46.1	9018.12
45.42	8927.42
46.32	9031.63
45.57	8899.91
46.02	8926.38
45.72	8983.03
46.1	9105.28
46.1	9257.47
47.67	9413.65
47.67	9411.95
47.45	9476.52
47.9	9488.5
48.65	9623.25
48.72	9700.07
48.12	9627.39
48.42	9617.26
48.72	9717.17
48.57	9639.83
47.45	9697.67
45.95	9496.47
47.15	9518.45
46.77	9592.47
46.47	9562.16
47.15	9637.07
46.47	9611.72
45.42	9360.63
46.1	9502.39
45.57	9442.62
45.8	9568.26
46.17	9631.51
47.9	9809.88
47.22	9757.93
47.82	9711.37
48.12	9598.23
46.17	9273.09
46.85	9308.6
46.92	9292.8
47.22	9300.22
46.4	8937.58
46.7	8970.92
46.17	8670.61
46.25	8727.21
46.1	8942.93
45.65	8905.41
45.35	8764.82
45.35	8680.71
45.35	8680.86
43.92	8484.11
44.9	8499.37
44.67	8342.2
45.8	8528.33
44.3	8375.76
43.85	8276.26
44.97	8447.03
45.42	8586.4
44.82	8583.84
45.2	8651.28
45.65	8676.95
46.4	8694.41
46.92	8722.38
45.8	8598.03
47	8638.33
45.95	8490.84
45.5	8187.95
44.82	8118.08
44.6	7830.85
44.07	7807.39
44.37	8014.31
44.22	7857.08
44.22	7941.44
44.37	8135.48
44.67	8167.07
44.6	8156.39
46.25	8313.72
45.35	8396.95
46.47	8506.28
45.35	8323.05
44.52	8184.2
44.97	8221.1
41.83	7883.37
41.98	7962.91
42.73	8085.06
41.75	8057.27
41.23	8029.31
41.15	8173.41
43.1	8428.84
41.53	8179.54
41	8101.63
40.93	8184.65
39.95	8110.2
37.18	7581.96
38.23	7408.4
40.25	7517.05
41.6	7739.59
40.63	7485.79
42.73	7576.42
43.33	7543.5
44.9	7521.13
46.02	7673.99
44.97	7553.3
44.9	7550.55
46.47	7865.28
46.1	7876.37
44.97	7890.9
46.1	8024.41
45.8	7894.47
46.4	8085.93
45.65	8108.71
45.87	8286.31
46.77	8307.67
47.67	8462.08
46.17	8412.76
45.5	8262.87
47.15	8470.11
47.45	8483.95
48.65	8658.64
47.97	8531.38
45.87	8299.37
46.77	8381.6
47.82	8435.3
46.47	8210.99
45.8	8161.39
44.9	8005.46
44.9	8057.82
46.55	8179.35
46.92	8337.62
48.57	8524.99
50.52	8865.35
50.37	8795.09
50.22	8768.02
47.82	8605.95
46.7	8623.48
47.3	8572.59
46.32	8419.72
47.97	8605.32
48.27	8596.34
48.72	8729.79
48.27	8672.85
47.3	8667.93
48.35	8829.4
48.05	8909.58
47.22	8892.68
47.22	8924.78
48.87	9066.04
50.3	9090.43
50.07	9074.34
50.52	9083.32
50.45	9037.25
48.42	9008.49
47.9	8990.33
48.5	8947.83
49.85	9079.6
48.5	8891.74
50	8919.92
50.97	8963.63
50.37	8837.07
50.97	8857.37
51.12	8926.34
50.6	8866.62
49.7	8792.39
50.67	8830.05
51.65	8989.53
51.42	9018.42
51.42	9157.18
51.87	9197.41
52.02	9295.2
51.12	9068.89
50.45	9015.57
50.15	9008.03
49.1	8834.73
49.1	8707.83
49.32	8778.39
50.22	8665.73
50.3	8684.92
49.17	8619.08
50.67	8724.47
49.55	8579.43
50.3	8627.8
50.82	8738.46
51.27	8745.35
48.95	8587.96
47.9	8370
49.4	8345.59
48.57	8062.31
48.57	8105.59
49.4	8169.77
48.87	8201.79
49.1	8217.58
48.2	8047.74
47.75	7902.44
48.05	7876.49
48.12	7738.12
49.62	7855.06
48.72	7811.8
47.97	7548.76
48.72	7523.54
48.12	7407.98
46.32	7353.86
44.07	7394.1
44.22	7228.41
45.05	7341.11
44.15	7051.85
44.6	7048.25
44.6	7075.65
46.77	7244.76
45.42	7156.96
43.18	6834.24
43.32	6710.64
46.3	6974.51
46.7	6815.32
48.15	7085.67
46.62	7065.65
46.38	7309.83
47.43	7368.08
46.54	7233.62
44.29	7014.47
45.9	7070.35
45.25	7024.06
45.09	7002.54
44.85	6977.36
44.61	6813.4
47.35	7026.24
47.91	7024.58
48.72	7209.04
48.8	7325.62
49.28	7293.8
49.28	7292.34
48.72	7326.07
48.8	7196.5
48.39	7000.74
48.31	6978.6
48.31	7040.9
47.83	6918.48
48.47	6911.64
48.72	7030.72
48.31	6964.6
48.63	7080.97
48.39	7033.37
47.43	7046.11
45.57	6813.09
43.72	6699.82
44.29	6584.93
43	6412.63
42.68	6307.28
45.66	6658.69
43.72	6424.77
43.24	6458.01
42.11	6251.95
42.43	6310.68
41.63	6052.45
41.07	5756.59
42.6	5800.87
41.87	5641.95
44.77	5970.38
44.93	6110.6
44.29	6182.21
42.92	6132.6
42.68	6060.83
43	5929.63
42.27	5719.28
42.27	5764.01
41.39	5703.72
41.39	5742.23
39.46	5505.7
40.02	5524.66
37.24	5206.4
37.12	5130.71
37.56	5020.44
40.18	5291.56
38.81	5246.26
37.48	5075.97
36.19	4960.4
35.59	4931.84
35.51	4942.72
34.3	4862.59
33.13	4730.51
32.01	4579.62
30.84	4366.87
31.97	4399.97
33.82	4406.52
36.15	4683.64
38.65	4870.66
37.84	4995.06
38.65	4992.63
38.65	4978.26
35.95	4694.12
35.03	4742.33
34.79	4740.27
34.7	4638.57
34.95	4615.57
32.61	4437.83
33.58	4452.7
32.85	4439.8
31	4305.18
30.6	4284.09
29.63	4089.93
31	4171.1
30.03	4160.54
32.13	4266.49
31.4	4271.8
32.93	4453.75
32.85	4460.49
32.85	4518.43
30.56	4356.98
29.91	4307.26
29.83	4254.96
29.95	4225.07
32.05	4418.33
32.85	4472.66
35.15	4658.87
36.15	4655.57
33.66	4481.27
34.99	4613.72
35.83	4616.89
37.04	4648.02
36.23	4694.81
36.19	4694.52
35.91	4535.54
35.31	4405.86
34.95	4423.09
34.7	4413.45
34.95	4425.08
34.91	4416.16
36.4	4589.04
35.75	4591.22
37.24	4698.31
36.72	4727.26
35.87	4789.84
33.46	4535.79
33.01	4502.74
33.01	4467.53
33.54	4453.9
35.27	4532.36
34.62	4521.47
33.01	4320.77
33.58	4353.7
33.38	4366.1
33.01	4366.76
31.89	4242.61
32.37	4247.97
33.66	4259.98
34.5	4372.81
34.54	4389.97
34.14	4363.25
35.99	4471.25
36.64	4494.59
36.11	4526.1
37.08	4575.95
36.52	4466.42
37	4592.5
36.92	4591.26
35.27	4491.78
35.91	4498.37
36.56	4528.87
35.35	4436.94
36.23	4477.78
35.43	4430.18
35.99	4493.74
36.23	4518.56
36.19	4557.15
36.03	4425.83
35.91	4435.34
37.04	4541.42
37.52	4637.2
39.05	4653.63
38.85	4628.24
37.97	4671.02
39.21	4759.96
38.85	4754.65
39.86	4897.39
40.26	4971.32
40.26	5041.39
40.58	5047.54
39.62	5035.93
38.41	4961.62
40.5	5124.18
42.19	5242.18
42.03	5346.38
41.63	5386.56
41.79	5390.7
41.87	5206.05
41.39	5210.84
40.82	5314.45
42.19	5473.78
42.35	5529.63
42.19	5556.22
41.95	5576.85
40.42	5443.56
42.19	5667.8
42.68	5781.96
42.43	5857.64
42.27	5892.68
41.87	5875.19
41.31	5997.17
40.58	5755.38
41.79	5781.66
41.55	5881.41
40.82	5886.11
41.31	5875.24
40.66	5880.77
40.66	5705.05
41.07	5596.73
41.55	5614.06
44.45	5992.57
47.51	6330.4
46.7	6379.94
46.3	6566.7
45.49	6572.87
45.33	6583.87
45.25	6647.5
44.61	6432.55
45.41	6485.14
43.88	6364.17
44.13	6489.09
45.09	6577.81
45.9	6655.59
45.25	6703.62
45.57	6718.81
45.25	6737.29
44.85	6734.46
45.57	6683.11
48.63	6890.44
47.51	6954.1
48.23	6949.08
48.15	6893.14
46.62	6786.06
46.22	6767.1
46.46	6856.74
45.57	6628.02
45.17	6414.39
46.86	6462.27
46.94	6567.37
45.09	6448.23
42.92	6225.56
43.16	6220.81
41.87	6195.91
42.43	6144.53
42.11	6231.15
42.68	6341.21
41.31	6197.47
42.6	6380.08
43.24	6457.61
43.8	6463.56
43	6391.15
44.04	6432.16
44.29	6578.97
44.37	6667.53
44.29	6665.4
43.8	6649.91
44.61	6715.22
43.8	6668.14
44.53	6748.18
45.17	6769.86
44.29	6530.82
44.93	6639.41
45.85	6738.6
46.27	6780.3
46.19	6850.99
46.87	6938.86
47.47	6953.34
47.3	6985.32
48.33	6980.88
48.93	6973.28
49.27	7028.43
49.52	7142.63
48.33	7083.63
47.9	7027.11
50.38	7077.71
49.87	7056.71
49.27	6955.87
48.67	6848.24
48.58	6868.65
49.44	6882.87
48.84	6909.02
49.18	6898.9
50.12	7034.96
50.38	7069.51
49.44	6931.8
49.27	6789.77
49.1	6788.58
49.35	6733.23
48.58	6654.8
49.95	6838.25
50.21	6809.41
50.46	6719.21
50.29	6690.75
50.89	6809.86
50.64	6825.95
52.18	7019.75
50.98	7039.77
51.15	7104.65
51.32	7153.13
53.03	7224.59
53.63	7313.99
53.03	7250.72
54.31	7332.08
53.37	7337.14
52.6	7256.95
53.46	7346.26
53.63	7440.24
53.46	7477.3
53.63	7526.55
53.29	7502.46
53.46	7469.03
53.29	7376.76
52	7324.22
52.26	7345.22
51.92	7284.61
54.48	7429.98
55.17	7509.17
55.6	7545.29
53.63	7411.88
53.03	7437.98
53.37	7536.05
53.12	7608.66
52.09	7503.31
52.26	7571.96
52.35	7599.88
52.86	7596.6
54.31	7695.75
54.57	7710.4
52.95	7715.1
52.52	7751.32
53.03	7753.52
52.69	7701.5
52.86	7607.93
52.6	7649.28
52.6	7668.4
52.43	7657.34
51.75	7533.95
51.58	7355.69
51.32	7340.08
51.15	7335.18
50.64	7322.93
50.98	7467.04
51.06	7417.46
51.32	7463.05
51.32	7536.7
51.75	7593.49
53.2	7668.06
53.2	7670.93
52.86	7665.63
53.37	7792.68
53.54	7733.21
53.8	7766.69
53.8	7759.98
52.77	7682.97
53.03	7687.15
53.37	7714.56
53.63	7756.31
53.03	7739.16
51.32	7490.91
52.26	7582.21
51.92	7649.23
52	7677.62
52.6	7684.67
52.6	7650.91
53.46	7775.64
53.37	7768.71
53.37	7797.42
52.43	7677.91
53.54	7795.07
53.63	7819.13
53.63	7807.62
52.86	7751.6
53.2	7742.17
52.95	7753.63
53.2	7787.27
53.8	7856
54.23	7901.5
54.4	7963.54
54.23	7972.59
54.48	8057.49
54.14	8053.83
54.66	8112.28
55.17	8188.11
55.51	8207.85
55.17	8211.4
55.51	8327.62
54.91	8237.42
54.74	8280.9
55.17	8323.82
54.4	8309.37
53.71	8196.56
54.06	8289.98
54.31	8356.89
53.8	8337.82
53.46	8249
53.89	8220.93
53.54	8127.87
52.26	7927.31
51.66	7872.99
51.41	7598.81
50.98	7560.03
51.32	7694.58
52.6	7640.44
51.15	7524.67
50.46	7429.61
51.15	7547.98
50.55	7542.04
48.93	7217.83
49.61	7212.87
49.1	7215.88
50.12	7361.04
49.95	7441.84
50.46	7560.04
51.15	7597.44
50.04	7529.67
49.78	7426.96
50.29	7436.1
50.98	7577.75
51.23	7597.62
51.32	7629.52
50.64	7569.8
51.66	7666.26
52.35	7762.27
52.43	7770.59
52.52	7779.08
52.52	7749.66
52	7748.33
51.15	7634.92
51.06	7695.63
51.75	7847.84
51.66	7886.34
51.32	7897.91
50.46	7835.98
50.98	7811.87
51.83	7822.71
52.6	7838.1
53.03	7876.86
53.2	7947.45
53.2	7962.22
52.6	7920.06
53.12	8013.09
53.37	8025.93
54.23	8089.65
54.31	8121.78
53.29	8057.6
53.63	8092.03
53.97	8117.75
53.8	8029.73
54.57	8097.13
55.08	8171.94
53.89	8111.57
53.54	7854.22
53.71	7900.42
53.37	7990.53
52.69	7978.69
52.77	8004.89
54.31	8158.14
54.48	8146.44
53.12	8081.55
52.69	8054.05
52.86	8004.25
52.69	7952.17
52.18	7930.77
51.15	7696.9
50.89	7579.48
50.81	7567.1
51.15	7664.73
51.41	7608.44
51.41	7602.7
52.35	7770.57
52.35	7772.13
50.64	7598.72
50.89	7585.3
50.72	7559.16
50.38	7424.43
50.29	7237.71
50.46	7322.73
49.95	7086.37
50.38	7167.35
50.21	7243.16
50.21	7295.32
51.49	7373.98
51.15	7289.33
51.15	7195.71
52	7360.28
52.18	7344.59
50.64	7157.83
50.04	7151.99
50.12	7071.67
50.81	7181.77
51.75	7299.49
52.26	7387.4
52.52	7454.06
53.12	7515.78
53.63	7493.11
54.14	7635.56
53.54	7612.68
53.12	7582.15
53.03	7589.89
52.52	7474.71
52.77	7500.79
52.18	7423.57
51.83	7329.37
51.32	7254.06
51.58	7330.74
52.52	7439.96
53.87	7548.48
53.51	7534.46
54.32	7608.85
54.32	7647.25
53.78	7639.55
53.6	7597.42
54.32	7714.51
54.23	7704.52
53.87	7664.57
54.95	7649.83
55.31	7712.03
55.57	7701.29
55.75	7666.34
56.47	7761.22
56.29	7787.45
56.2	7748.01
56.65	7784.81
56.65	7798.99
56.11	7760.63
56.02	7911.68
55.75	7957.53
55.75	7972.66
55.66	7936.85
54.77	7963.3
54.59	8034.49
54.86	7976.74
54.86	7895.03
54.14	7829.79
54.05	7891.58
54.23	7941.22
53.78	7931.09
53.6	7924.1
54.05	7928.94
53.87	7927.31
54.05	7975.93
53.6	7940.64
52.79	7736.98
52.88	7689.74
52.88	7722.91
53.42	7741.2
52.97	7616.28
53.15	7668.25
53.51	7720.82
53.78	7830.21
54.41	7890.95
54.14	7884.4
53.33	7851.31
53.51	7835.54
53.33	7890.11
54.77	8091.3
54.86	8132.6
55.04	8163.82
54.41	8099.75
55.04	8158.33
55.75	8186.96
55.57	8196.4
53.96	8202.54
54.05	8166.62
54.59	8191.54
54.86	8189.44
55.31	8240.89
55.75	8237.78
55.75	8244.18
55.66	8246.1
54.95	8200.43
55.57	8284.03
55.13	8283.92
55.57	8244.19
55.31	8176.76
54.86	8090.22
54.86	8106.66
55.57	8215.45
55.66	8205.3
54.41	8060.54
54.59	8046.23
54.86	8124.62
54.86	8131.23
55.57	8168.06
55.75	8306.98
56.02	8343.23
55.75	8291.04
56.38	8354.05
56.47	8287.09
57.1	8379.75
56.92	8344.76
57.46	8293.9
57.46	8357.85
57.73	8449.34
56.92	8430.58
57.55	8445.63
57.73	8450.63
57.28	8436.95
56.65	8316.05
57.46	8240.65
58	8312.21
57.37	8255.54
56.92	8283.45
57.28	8306.12
57.37	8374.91
57.01	8328.63
56.83	8297.05
57.91	8349.99
57.91	8312.15
57.82	8367.17
57.01	8372.48
58.09	8520.11
59.53	8585.77
61.42	8624.01
61.6	8702.23
61.15	8704.39
61.15	8703.79
62.95	8753.84
62.68	8718.83
62.41	8736.59
62.05	8740.43
62.95	8756.71
64.03	8782.2
65.56	8817.9
64.03	8768.72
64.12	8827.79
64.03	8860.49
63.85	8898.87
63.67	8861.1
63.58	8892.31
63.76	8870.76
63.49	8866.35
63.49	8907.91
63.85	8972.5
63.94	9025.3
64.03	8997.19
62.77	8846.31
63.85	8883.21
65.2	8782.72
66.73	8817.88
67	8931.36
67.36	8965
67.09	8975.58
67.27	8972.51
68.16	8925.09
69.06	8988
70.14	9086.02
68.7	9022.17
67.09	8954.38
67.71	8947.79
67.45	8991.39
67.09	9055.59
67.63	9102.33
68.61	9145.35
67.89	9111.46
66.37	9006.82
64.75	8836.56
64.21	8609.86
65.2	8685.47
65.2	8721.93
64.84	8712.96
65.2	8683.88
65.65	8843.84
66.01	8839.22
65.2	8673.67
63.85	8528.94
63.4	8541.64
63.4	8599.65
64.21	8727.56
63.31	8619.9
63.67	8738.37
64.57	8784.4
63.76	8713.79
64.3	8747.75
64.21	8750.02
63.4	8642.9
62.95	8567.82
63.22	8520.02
61.15	8234.78
61.6	8324.58
60.61	8282.69
61.42	8394.75
62.05	8467.71
61.69	8508.04
61.78	8545.08
62.41	8576.4
64.03	8610.39
63.85	8553.06
63.67	8596.57
63.22	8646.31
63.49	8683.3
63.58	8705.13
65.56	8851.98
65.47	8901.72
65.56	8894.54
63.94	8880.27
63.04	8732.59
63.58	8780.2
62.77	8802.73
62.23	8718.12
62.05	8714.48
61.24	8638.55
62.77	8813.28
63.58	8957.65
63.76	8969.43
63.22	8950.75
63.22	8948.14
65.02	9049.25
65.65	9040.77
65.83	9007.87
67.09	8946.08
66.37	8947.35
67.27	9018.61
67.45	8977.23
67.89	9035.48
66.91	9023.28
67.45	9020.4
68.07	9033.68
68.25	9006.61
67.36	8911.71
67.98	8884.09
67.71	8944.84
67.62	8892.88
67.89	8837.03
67.54	8747.51
67.27	8756.61
67	8727.09
66.73	8788.4
66.55	8810
67.54	8823.68
68.97	8988.84
69.24	9062.35
68.7	8991.36
69.42	9046.28
69.69	9057.1
69.69	9007.53
69.15	9000.94
67.71	8837.82
67.18	8712.95
68.52	8829.21
69.24	8831.45
67.89	8654.43
66.73	8636.1
67.36	8530.68
68.25	8597.62
67.45	8621.04
66.73	8567.28
65.56	8532.83
64.75	8500.16
65.2	8478.86
66.98	8573.38
67.73	8652.59
68.29	8739.82
68.95	8774.72
68.67	8784.44
68.29	8824.44
67.17	8773.42
68.01	8749.55
66.89	8665.85
65.95	8491.01
67.73	8488.06
66.32	8481.35
65.57	8574.91
65.38	8538.57
64.26	8524.57
67.17	8706.17
67.17	8717.14
67.54	8765.32
67.54	8683.51
69.14	8794.24
68.86	8817.49
68.48	8767.2
67.54	8644.18
68.1	8701.38
66.98	8584.72
65.76	8456.86
65.67	8317.27
62.48	7853.13
61.16	7552.8
59.38	7493.12
61.73	7736.32
62.29	7719.09
61.07	7637.02
62.66	7819.39
61.91	7798.59
61.73	7741.76
60.41	7614.97
59.94	7342.96
60.98	7312.59
62.66	7550.23
63.32	7502.93
62.85	7410.87
63.7	7445.1
65.1	7578.01
64.73	7646.19
65.1	7741.36
64.35	7757.76
63.32	7757.06
62.48	7551.57
62.01	7367.19
64.35	7529.01
64.45	7548.37
65.01	7610.57
64.16	7391.37
63.04	7228.47
64.82	7385.68
66.7	7577.4
66.79	7480.88
66.13	7492.85
67.54	7535.88
64.73	7305.5
63.32	7046.22
63.04	6877.12
65.57	7089.95
65.95	7146.98
65.95	7182.61
65.67	7225.38
64.35	7013.97
64.82	7047.87
64.82	6989.15
64.73	7132
64.82	7211.96
65.67	7398.71
66.04	7382.35
66.04	7428.33
65.95	7358.08
66.7	7461.12
66.32	7359.48
66.7	7353.37
65.38	7244.32
65.95	7254.51
67.26	7470.3
67.07	7491.21
67.45	7535.82
67.45	7565.21
68.57	7616.06
69.04	7587.69
69.23	7622.01
69.32	7598.45
68.95	7460.31
69.98	7603.23
70.36	7621.72
69.89	7600.79
69.51	7561.86
68.1	7308.68
68.86	7367.29
71.2	7525.65
71.29	7491.06
70.73	7387.52
71.01	7387.81
69.61	7233.78
68.76	7042.64
69.42	7000.03
68.86	6806.43
68.29	6864.39
67.17	6784.52
69.04	6898.78
69.04	6988.65
69.98	6904.12
71.86	7178.69
71.29	7140.68
71.58	7098.08
70.73	6956.28
71.67	7033
71.58	6982.9
69.51	6893.3
70.36	6949.04
70.54	6896.31
69.89	6922.57
68.01	6764.59
68.2	6785.09
68.01	6633.33
68.29	6662.64
71.29	6966.48
70.36	6966.35
70.73	7110.73
70.36	7092.58
70.82	7085.03
71.01	7056.67
71.11	7074.82
71.11	7072.08
70.36	6952.21
71.01	7053.38
71.11	7082.97
71.29	7130.86
70.92	7120.51
70.92	7093.04
71.76	7178.87
71.76	7188.21
72.23	7186.58
72.7	7181.54
70.64	7103.62
70.92	7221.08
71.95	7233.69
73.83	7407.41
73.64	7517.08
72.23	7549.21
72.04	7652.46
71.48	7674.99
71.76	7741.24
72.61	7687.98
72.61	7707.44
72.7	7869.91
73.17	7910.78
72.14	7862.27
71.86	7912.91
72.51	7884.08
73.64	8005.24
73.64	7869.7
75.05	7894.36
75.05	7954.82
75.05	7921.5
74.76	8001.68
73.26	7937.3
74.2	7959.34
76.08	8121.44
75.14	8118.34
75.05	8144.04
74.39	8114.44
74.01	8004.74
74.58	7937.97
74.2	7903.08
74.76	7984.56
75.05	8016.01
75.05	7927.55
76.27	8031.51
78.05	8125.26
78.05	8121.62
76.08	8054.94
78.52	8043.92
78.05	7972.7
79.64	7981.94
79.92	8059.94
80.11	8076.61
78.42	7967.62
80.49	8029.46
80.21	8038.07
78.89	7872.66
79.64	7933
79.83	7862.9
79.74	7760.85
77.95	7639.82
78.61	7706.26
77.86	7600.87
76.92	7640.68
77.3	7656.67
77.49	7662.92
79.64	7788.27
79.64	7729.86
78.61	7585.87
79.74	7605
80.49	7622.69
79.08	7507.15
79.08	7481.09
79.36	7498.84
78.99	7563.18
78.8	7521.35
80.67	7480.5
81.43	7501.72
82.93	7676.81
83.4	7659.53
82.18	7700.95
80.3	7538.08
79.17	7545.71
79.36	7475.71
80.02	7484.01
80.21	7401.37
80.11	7377.18
80.21	7395.64
78.24	7234.57
79.83	7356.77
76.73	7151.19
77.39	7192.23
77.11	7274.89
74.2	7147.75
75.61	7124.89
75.05	7071.63
76.55	7136
77.2	7342.29
76.64	7261.8
79.83	7301.5
74.95	7106.09
71.76	6894.66
73.36	7000.45
72.98	7056.15
74.86	7080.31
73.08	6999.65
75.42	7120.23
74.48	7072.08
75.05	7088.83
74.3	7075.1
73.26	7155.83
75.8	7281.5
75.52	7273.13
76.55	7334.63
75.61	7279.05
75.14	7222.05
74.67	7166.38
73.83	7137.93
74.39	7183.01
74.95	7169.61
76.27	7296.28
78.14	7345.16
78.99	7418.36
78.99	7422.59
78.79	7387.78
78.69	7368.59
77.82	7309.96
76.94	7251.35
75.97	7257.91
73.64	7130.93
73.73	7104.27
73.44	7090.04
72.76	7127
72.76	7049.05
75.39	7148.57
74.61	7164.68
72.27	7028.73
72.76	7008.35
72.57	6979.13
74.22	6970.69
77.14	7124.49
76.85	7158.88
78.79	7270.49
77.82	7267.96
77.62	7217.51
78.69	7286.33
79.18	7295.46
78.3	7319.8
80.06	7433.7
79.76	7441.12
80.44	7436.3
80.93	7479.25
80.74	7467.74
80.64	7490.21
79.76	7467.92
80.15	7431.91
81.32	7506.81
80.15	7496.58
80.44	7505.17
79.76	7477.53
80.74	7468.22
80.15	7361.94
80.44	7391.15
80.44	7371.44
81.03	7397.06
81.61	7450.53
81.71	7451.35
79.76	7367.44
78.89	7326.72
81.51	7424.91
81.22	7482.74
82.1	7485.13
82.2	7570.45
82.68	7578.8
84.14	7738.05
84.14	7762.22
83.36	7734.26
83.65	7781.91
82.97	7727.55
83.36	7754.59
