TSMC	TWI
45.51	9969.28
45.06	9921.03
45.06	9934.57
47.32	10127.48
46.19	10068.05
45.06	9911.39
43.26	9662.6
41.91	9374.61
39.66	8866.8
40.33	8993.68
42.59	9307.03
41.23	9104.4
41.91	9109.05
41.91	9120.48
40.56	8808.09
42.13	8921.12
41.68	8535.96
42.36	8541.95
44.39	8824.36
43.94	8777.35
43.49	8638.75
42.36	8420
42.13	8425.38
43.26	8698.53
42.81	8657.13
43.49	8616.18
43.49	8635.84
42.36	8559.87
40.33	8349.91
41.68	8560.44
41.33	8465.02
43.82	8727.82
46.61	9085.74
47.78	9087.21
47.48	9119.77
46.9	8820.35
46.31	8807.57
44.85	8671.01
43.53	8500.41
42.65	8438.1
42.65	8559.46
42.65	8588.25
44.26	8764.42
46.02	8939.52
44.85	8842.63
45.43	8883.45
46.02	8935.64
46.31	8958.21
47.19	9115.47
46.02	9067.88
46.31	9036.66
46.02	8955.44
45.43	8891.09
45.14	8935.23
43.97	8844.97
43.97	8832.15
43.82	8770.8
43.38	8751.1
43.53	8690.66
43.09	8637.6
43.67	8771.77
42.79	8684.93
41.48	8529.56
41.48	8424.17
42.21	8365.63
41.77	8120.89
42.79	8265.09
42.06	8297.77
41.33	8052.54
43.67	8421.74
42.5	8289.39
41.62	8173.08
42.06	8154.67
42.21	8158.63
42.06	8059.75
42.5	8267.66
42.79	8497.13
42.65	8518.13
42.06	8585.52
41.62	8368.78
41.62	8411.88
39.57	8219.53
38.11	8167.37
37.08	8064.2
36.79	7900.39
38.11	7961.54
37.81	7956.28
37.37	8122.11
37.52	8143.93
37.23	8114.92
36.93	7984.65
36.64	7916.85
35.76	7844.93
36.79	7925.2
36.93	7841.43
36.05	7715.99
36.79	7797.78
38.11	8048.14
38.98	8024.69
38.4	7974.65
38.11	7848.87
38.25	7845.69
39.57	8003.53
40.45	8143.25
40.89	8176.82
40.6	8209.07
40.45	8257.88
40.16	8118.05
40.89	8098.84
41.18	8026.32
40.45	7845.87
40.16	7817.49
39.57	7543.96
39.42	7616.98
38.11	7420.06
38.98	7707.59
39.13	7803.02
39.28	7785.62
38.4	7610.78
36.79	7430.93
36.49	7367.99
36.35	7335.2
36.35	7391.66
35.17	7152.29
35.91	7155.45
35.61	7053.29
35.47	6910.14
33.12	6734.9
33.71	6880.09
33.56	6920.9
31.22	6612.09
31.22	6677.46
33.27	6749.03
32.54	6717.04
31.22	6564.87
30.48	6432.36
29.31	6185.14
28.87	6024.07
30.19	6143.44
29.17	5997.92
30.19	6029.65
32.24	6353.67
32.54	6352.03
31.51	6209.42
30.48	6040.55
28.43	5805.01
28.29	5876.11
26.82	5630.95
27.55	5702.36
25.65	5432.23
23.89	5081.28
25.5	5404.78
27.26	5599.74
29.17	5680.95
31.07	5918.63
31.51	6023.78
30.92	5941.85
29.9	5805.17
28.87	5659.08
28.73	5544.18
28.43	5425.02
30.34	5626.08
32.1	5796.08
31.07	5677.3
31.95	5657.48
34.15	5877.77
34.29	6067.94
33.71	6089.55
33.42	6088.74
31.22	5793.52
31.22	5772.51
31.36	5737.02
29.31	5454.13
28.87	5351.36
27.55	5167.35
25.79	4845.21
27.55	5103
26.67	5130.61
26.09	5146.92
27.85	5419.99
27.7	5433.78
27.11	5362.26
26.53	5319.46
26.23	5256.93
26.82	5342.06
26.38	5277.35
25.79	5174.02
25.94	5199.2
26.09	5170.62
26.67	5212.73
26.38	5252.83
26.38	5284.41
27.11	5380.09
26.97	5384.36
26.53	5320.16
25.79	5224.74
25.65	5134.1
24.77	5055.2
24.62	5040.25
23.89	4947.89
23.16	4817.22
22.86	4811.22
22.28	4721.36
21.98	4614.63
23.45	4797.14
23.3	4743.94
23.01	4739.09
24.48	4935.28
23.6	4894.79
24.91	5136.13
26.53	5295.53
26.23	5188.51
27.26	5376.12
27.55	5436.78
27.11	5369.24
27.55	5339.4
27.7	5379.66
29.6	5662.94
29.6	5769.95
29.9	5847.91
28.43	5680.06
29.02	5792.5
30.92	5936.2
29.75	5897.93
29.46	6049.26
28.87	5932.42
28.73	5849.06
26.82	5693.58
26.53	5758.6
26.82	5809.84
26.97	5847.07
28.73	6027.49
27.55	5887.68
29.46	6104.24
28.73	6045.67
28.14	5937.3
28.14	5971.29
28.58	5949.96
27.41	5759.04
26.67	5726.93
26.09	5716.02
26.38	5674.69
24.62	5499.86
24.48	5499.54
24.77	5609.74
25.94	5635.06
26.97	5777.13
26.53	5711.02
25.79	5680.43
25.06	5582.67
25.5	5610.4
25.35	5658.21
25.79	5742.74
25.94	5783.93
25.5	5641.89
25.21	5642.7
24.91	5623.42
25.35	5730.95
26.53	5800.55
26.38	5896.32
26.23	5884.33
26.09	5819.39
25.79	5833.88
25.94	5797.92
24.91	5607.73
23.89	5446.82
23.3	5405.85
24.18	5515.13
23.45	5401.83
23.16	5353.5
24.33	5467.75
25.21	5533.22
24.91	5495.47
24.62	5432.28
24.48	5431.95
24.91	5508.61
26.53	5608.5
26.53	5596.63
26.38	5597.7
25.79	5589.34
25.35	5516.2
26.09	5518.73
25.5	5416.67
26.67	5381.67
28.14	5304.24
28.29	5405.54
27.26	5244.05
27.85	5229.93
27.7	5176.71
27.85	5232.64
27.11	5122.17
27.55	5232.72
27.11	5176.45
26.23	5158.79
25.79	5082.02
26.09	5143.44
26.53	5111.67
25.94	4958.61
26.38	4991.48
27.7	5209.97
27.55	5226.79
27.7	5170.08
27.26	5079.72
27.26	5095.26
26.38	5057.07
26.23	5048.86
26.09	5013.96
26.38	4985.11
26.67	5065.06
27.41	5220.44
27.26	5153.35
28.43	5226.28
29.02	5271.3
28.43	5266.24
27.55	5209.71
27.11	5119.19
27.41	5158.63
26.97	5070.52
26.53	5039.98
26.38	5029.64
25.21	4984.88
24.91	4904.34
25.63	4785.12
26.68	4825.28
25.84	4768.55
26.89	4883.43
28.15	4886.86
27.94	4843.82
27.52	4739.16
27.52	4709.2
26.47	4707.01
25.63	4657.3
25.84	4616.71
25.84	4548.29
26.68	4633.54
26.47	4485.68
26.47	4368.69
26.26	4371.99
26.05	4219.89
25.63	4190.78
25.42	4220.33
24.37	4151.93
24.16	4040.77
24.79	4136.39
25.42	4300.41
26.68	4320.59
27.73	4352.98
28.78	4354.52
29.62	4490.19
28.99	4530.68
28.57	4470.73
27.73	4404
28.36	4514.1
27.31	4448.52
28.78	4476.91
28.57	4520.76
28.99	4589.6
28.78	4623.11
28.57	4687.33
28.36	4638.36
27.73	4550.36
27.94	4562.73
26.05	4487.52
26.05	4459.76
25.42	4310.32
26.68	4384.55
26.47	4368.38
27.1	4508.69
26.47	4503.86
26.89	4509.44
26.89	4454.77
27.73	4493.53
27.52	4424.91
26.89	4338.26
26.47	4302.16
26.89	4289.1
26.47	4176.93
24.79	3952.49
23.32	3774.62
22.69	3781.17
22.06	3698.84
21.43	3591.85
19.96	3533.51
19.92	3493.78
20.38	3625.53
19.54	3567.63
19.62	3636.94
18.91	3492.12
18.53	3446.26
18.61	3493.66
19.66	3585.46
19.33	3520.35
20.67	3618.93
22.06	3789.93
23.11	3801.5
22.48	3712.82
23.32	3794.86
24.37	3817.13
25	3811.2
24.58	3845.62
24.37	3900.62
24.16	3874.42
25.84	3986.67
26.26	4012.2
26.47	4043.57
28.15	4065.1
26.26	3915.61
25.63	3903.49
25.63	3929.69
26.26	3998.48
27.31	4080.51
27.52	4082.92
28.15	4158.15
28.36	4135.03
28.57	4123.78
28.57	4172.63
28.36	4136.54
30.25	4277.7
31.3	4403.59
32.56	4446.62
33.4	4548.63
31.3	4455.8
31.72	4533.37
30.67	4450.02
30.88	4519.08
31.09	4608.32
31.72	4580.33
31.09	4447.58
30.67	4465.83
30.67	4441.12
32.56	4646.61
32.98	4766.43
35.08	4924.56
37.39	5208.86
37.18	5333.93
35.29	5321.28
35.92	5273.97
37.18	5539.31
35.29	5407.54
35.08	5486.73
34.03	5456.15
34.66	5329.19
35.92	5221.96
35.92	5309.1
33.61	5109.24
34.03	5164.73
35.08	5372.81
34.66	5392.43
34.45	5332.98
35.71	5398.28
36.76	5551.24
36.13	5600.05
35.92	5526.32
37.39	5638.53
38.86	5834.89
38.02	5810.08
38.44	5865.54
38.02	5871.28
36.76	5687.59
36.97	5611.86
36.76	5592.74
35.71	5488.33
35.5	5501.13
35.71	5522.8
38.02	5798.05
37.81	5804.1
37.18	5769.78
38.02	5801.92
38.65	5950.64
38.65	6007.33
37.39	5846.19
36.55	5812.67
36.76	5872.14
35.92	5857.93
36.13	5849.85
35.92	5844.25
36.34	5926.08
36.76	5968.61
35.92	5861.66
34.45	5692.18
34.66	5656.1
34.24	5609.83
34.03	5510.71
33.61	5499.79
34.45	5696.11
34.03	5680.78
36.34	5874.48
38.23	5957.75
39.7	6097.57
39.28	6048.15
38.44	6011.65
40.96	6196.26
39.91	6122.54
39.49	6088.34
39.07	6070.5
38.02	5951.45
38.44	5972.11
38.44	5906.73
40.33	6059.06
39.49	6046.52
39.91	6140.42
40.33	6219.17
39.7	6242.64
38.86	6147.75
39.91	6209.92
40.54	6167.47
40.12	6186.44
40.33	6243.46
39.91	6294.66
38.86	6207.09
38.44	6190.83
38.44	6069.85
38.02	6059.21
37.81	6073.76
38.65	6182.59
38.44	6196
38.86	6257.73
40.33	6390.68
40.12	6387.21
39.7	6448.12
39.07	6462.3
39.49	6390.62
39.91	6455.39
38.65	6355.59
38.65	6306.93
37.39	6205.09
36.76	6065.73
35.71	5867.83
35.71	5910.32
34.03	5642.48
34.45	5663.98
34.87	5711.53
35.71	5739.28
36.34	5807.3
35.71	5742.66
36.55	5755.92
37.81	5910.69
37.18	5801.47
37.6	5789.84
36.55	5574.71
36.34	5443.18
36.97	5541.64
36.55	5549.96
36.76	5706.4
36.34	5729.9
36.13	5669.53
35.92	5623.23
36.34	5736.19
35.92	5675.65
35.71	5571.08
34.24	5527.8
34.45	5599.42
33.82	5591.02
31.51	5433.02
31.51	5499.33
31.09	5405.42
30.25	5399.96
31.72	5562.23
31.72	5562.12
31.09	5537.81
31.72	5536.42
31.82	5399.5
31.82	5445.77
32.05	5460.53
31.82	5384.89
32.28	5316.04
30.89	5123.04
30.89	5071.76
31.59	5153.71
31.12	4969.32
30.66	4995.08
29.5	5047.82
29.96	5130.8
31.12	5255.23
32.98	5377.86
33.21	5388.52
32.52	5262.01
31.35	5202.59
32.98	5416.5
32.28	5393.01
32.05	5318.01
31.12	5250.82
29.96	5242.11
28.57	5161.92
28.1	5043.5
28.8	5159.23
27.17	5039.48
26.94	5045.07
25.08	4855.34
23.46	4858.44
24.15	5005.04
23.46	4940.38
23.23	4916.59
23.18	4920.89
21.6	4636.67
21.41	4572.35
22.9	4720.73
22.81	4700.23
23.69	4851.44
23.46	4852.07
23.23	4817.93
23.69	4887.43
24.62	4931.47
24.85	4919.02
24.85	4888
25.32	4919.26
24.62	4887.79
24.62	4956.49
25.08	4968.85
24.39	4935.92
23.69	4878.85
23.23	4789.63
23.23	4800.63
23.18	4764.94
22.62	4644.58
22.62	4588.06
22.25	4534.15
22.06	4459.37
22.53	4533.27
23.46	4668.01
23.46	4660.53
23.18	4647.37
22.34	4580.17
21.92	4457.16
22.76	4633.86
21.18	4482.65
21.18	4491.31
20.21	4429.25
19.56	4328.4
19.65	4286.94
19.51	4185.95
19.79	4222.22
19.51	4208.8
19.09	4191.81
18.63	4162.77
18.58	4171.76
17.51	4075.98
17.65	4067.79
16.72	3924.04
16.54	3964.28
16.72	3947.61
16.58	3850.04
17.65	3910.98
18.86	4131.47
20.16	4223.32
20.21	4280.81
21.6	4458.17
21.14	4463.52
20.21	4386.46
20.9	4589.88
20.9	4574.8
21.37	4564.06
21.65	4601.37
21.74	4554.13
21.14	4498.73
21.6	4579.14
20.9	4500.55
21.83	4583.68
22.16	4566.1
23.69	4725.34
23.92	4757.98
23.69	4811.01
22.16	4664.65
21.74	4676.47
21.74	4671.77
21.55	4665.56
22.48	4813.53
22.39	4790.61
22.11	4726.5
21.41	4653.5
21.79	4579.45
23.23	4707.61
24.15	4723.16
23.46	4677.89
23.23	4633.03
23.46	4612.6
23.46	4646.69
24.15	4683.18
24.85	4793.93
24.15	4727.49
24.39	4755.4
23.92	4738.98
24.15	4823.67
23.23	4755.01
23.23	4699.41
22.76	4669.7
22.62	4588.14
22.25	4582.05
22.2	4545.62
22.3	4535.93
21.32	4549.23
21.37	4595.67
20.67	4572.77
20.81	4544.5
20.76	4484.43
21.37	4567.37
21.14	4547.32
20.07	4457.75
19.79	4452.45
19.74	4524.87
20.81	4626.32
20.81	4689.86
21.09	4701.08
21.6	4836.93
21.37	4813.73
21.92	4850.8
23.46	4991.26
23.46	4992.42
23.46	5017.7
22.58	4943.29
22.67	4907.78
22.25	4951.03
22.11	4945.87
22.2	4993.27
23.46	5078.8
22.95	5057.32
22.71	4972.59
22.16	5015.16
20.62	4833.58
19.51	4735.37
18.91	4643.87
19.28	4618.98
18.77	4624.87
18.67	4507.96
19.04	4493.99
20.35	4705.08
19.93	4605.31
19.97	4550.83
20.48	4550.7
20.86	4548.35
21.04	4609.2
19.97	4454.35
19.88	4456.69
19.51	4432.46
20.44	4526.69
20.16	4499.69
19.32	4418.11
19.23	4397.44
19.32	4350.59
19.79	4319.99
19.74	4260.45
19.97	4328.15
20.48	4378.99
21.14	4476.17
20.44	4357.99
21.83	4539.72
22.25	4515.07
22.58	4599.25
22.53	4586.92
22.53	4570.68
21.65	4498.83
21.83	4496.05
20.86	4514.24
20.62	4477.01
19.65	4321.22
19.6	4337.61
19.88	4311.56
20.39	4358.39
21	4499.18
21.46	4575.83
21.23	4552.45
20.81	4537.39
20.67	4541.36
20.81	4530.4
20.25	4459.81
20.76	4487.59
21.79	4609.32
21.27	4566.66
22.06	4658.3
22.44	4648.12
21.83	4556.1
22.44	4564.93
21.97	4374.94
21.14	4233.54
20.44	4139.5
20.95	4200.32
22.2	4148.07
22.44	4187.82
22.53	4202.12
22.2	4220.45
22.16	4275.91
21.69	4191.25
22.06	4244.18
22.44	4261.02
22.85	4334.59
22.85	4341.1
22.99	4331.24
22.67	4283.77
22.71	4255.8
22.3	4251.59
22.3	4216.64
22.3	4271.3
22.81	4349.52
23.13	4465.57
22.9	4451.11
23.46	4474.41
24.15	4543.04
24.85	4555.9
26.24	4692.94
26.01	4678.08
26.71	4738.34
27.17	4740.45
27.41	4826.94
26.71	4832.2
26.24	4804.65
27.17	4878.43
26.48	4881.9
26.01	4892.36
26.94	4973.19
27.41	4999.07
27.41	5048.91
27.17	5002.58
26.71	4921.72
26.48	4909.31
26.48	4933.79
26.48	4894.01
26.48	4877.9
26.48	4872.15
27.17	5017.78
27.87	5095.24
28.33	5095.31
28.8	5151.85
30.8	5322.26
31.3	5367.97
30.55	5358.91
29.03	5282.38
29.03	5239.96
30.04	5349.94
30.04	5335.86
30.04	5413.87
29.28	5299.51
29.28	5287.38
28.78	5219.3
28.53	5261.01
29.03	5287.89
29.54	5402.75
28.78	5394.75
29.28	5451.8
28.78	5342.46
28.78	5307.18
29.79	5318.34
30.29	5390.51
30.29	5377.19
29.54	5259.45
29.54	5225.83
30.29	5259.07
29.28	5232.55
28.78	5214.6
28.78	5255.24
29.79	5442.27
30.04	5436.75
30.8	5488.74
31.05	5516.8
31.56	5512.16
31.81	5543.61
32.31	5611.86
32.31	5646.62
32.57	5686.85
31.81	5558.25
32.31	5553.43
33.07	5523.12
33.83	5650.83
34.08	5691.79
33.83	5715.95
33.58	5673.18
33.32	5625.63
34.33	5639.03
35.85	5727.01
35.6	5680.69
35.09	5623.43
34.33	5645.28
33.83	5623.22
34.59	5699.26
36.1	5747.14
35.6	5750.81
34.84	5757.91
34.08	5675.75
34.33	5684.01
34.33	5722.36
33.58	5688.23
33.32	5650.11
33.58	5643.5
33.58	5611.41
33.58	5581.66
34.59	5699.86
35.34	5747.79
35.85	5851.2
35.34	5856.68
35.09	5821.8
34.84	5869.88
35.34	5972.47
34.59	5938.42
34.33	5924.38
35.09	6035.74
34.33	6042.71
34.33	6077.89
33.83	6061.46
33.32	6041.86
32.57	5952.23
32.57	5918.14
33.07	5958.55
34.33	6075.45
35.09	6095.87
35.09	6108.13
33.83	6045.12
33.83	6087.45
34.59	6108.99
35.09	6142.32
34.84	6013.4
34.84	6056.83
34.33	6059.03
33.32	6022.08
33.58	5982.75
34.08	6035.44
34.08	6044.77
33.58	5952.32
33.83	5939.47
33.32	5865.51
33.07	5834.24
32.82	5830.06
32.31	5821.58
33.07	5861.18
32.82	5860.61
31.81	5740.57
32.06	5771.77
32.31	5870.17
33.32	5911.45
33.58	5884.97
33.83	5920.46
32.82	5900.05
32.06	5847.15
32.57	5859.56
31.3	5803.42
31.56	5867.05
31.3	5858.32
31.81	5924.24
30.8	5887.23
30.04	5752.01
30.29	5768.76
30.29	5759.23
31.05	5835.11
31.3	5845.51
31.05	5857.87
31.3	5853.7
31.3	5857.21
31.3	5804.89
31.81	5866.75
32.06	5890.69
33.07	6041.56
33.32	6125.42
33.32	6144.01
33.07	6141.25
33.07	6169.17
34.08	6226.98
34.08	6219.71
34.08	6210.22
33.83	6274.97
33.83	6264.37
33.58	6269.71
34.59	6384.63
34.08	6386.25
33.58	6312.65
33.32	6375.38
32.82	6319.96
32.06	6252.23
31.56	6241.39
31.56	6268.14
31.81	6353.35
32.82	6463.09
32.31	6488.34
32.31	6454.39
32.57	6436.95
32.31	6549.18
31.56	6565.37
31.56	6600.47
31.81	6605.85
32.06	6681.52
32.06	6665.54
31.56	6665.89
31.05	6589.23
31.05	6644.28
32.06	6693.25
32.06	6750.54
32.57	6888.43
33.83	6975.26
33.32	6932.17
33.83	7034.1
33.83	6943.68
33.32	6901.48
33.07	6973.9
31.81	6874.91
32.06	6879.11
31.3	6800.24
30.8	6635.98
30.55	6589.72
30.55	6577.98
31.3	6787.03
31.81	6815.09
29.79	6359.92
27.77	6172.89
29.28	6213.56
29.28	6156.73
29.54	6132.62
31.05	6474.11
30.29	6494.71
30.29	6522.19
30.04	6523.49
30.04	6545.54
31.3	6682.73
31.3	6635.54
31.05	6646.74
30.8	6672.86
30.29	6620.36
30.8	6777.78
30.55	6794.33
31.81	6880.18
30.8	6736.79
30.8	6818.2
30.04	6779.18
30.8	6799.97
31.05	6810.25
31.3	6732.09
32.31	6748.1
32.06	6710.7
32.06	6646.8
31.3	6574.75
30.55	6402.21
29.03	6117.81
29.28	6029.77
29.79	6188.15
27.77	5854.23
28.02	5909.79
28.78	6040.26
27.77	5825.05
29.03	5886.36
29.03	5958.79
28.78	5918.09
27.77	5777.32
26	5482.96
26.25	5557.68
28.02	5860.58
27.77	5815.33
27.77	5964.94
27.26	5942.08
27.52	5958.38
28.27	6027.27
28.78	6033.05
29.28	6137.26
28.27	5977.84
28.53	5986.2
28.02	5875.67
26.76	5671.45
26.76	5724.89
27.77	5935.82
28.53	5986.76
27.77	5965.7
26.76	5867.51
25.5	5735.07
25.48	5574.08
25.3	5646.49
25.6	5560.16
26.07	5664.35
25.19	5569.29
25.6	5556.54
26.89	5729.3
26.95	5779.09
27.19	5802.55
27.01	5709.84
27.13	5741.52
28.48	5839.44
28.48	5836.91
27.19	5746.7
26.36	5659.78
27.07	5733.57
26.3	5727.78
26.48	5713.39
27.07	5777.72
26.36	5758.74
26.01	5685.57
26.01	5623.65
25.3	5542.8
25.01	5502.14
24.83	5489.1
24.42	5325.68
25.54	5409.13
25.48	5387.96
25.19	5373.85
24.07	5331.71
24.54	5398.61
24.54	5383.57
24.13	5349.66
25.24	5420.57
25.19	5350.4
25.89	5367.22
25.77	5316.87
26.48	5427.61
25.89	5399.16
25.48	5399.45
25.48	5393.73
25.77	5367.34
25.77	5368.02
25.77	5389.93
25.54	5352.01
25.77	5342.49
26.36	5427.75
27.54	5602.99
27.3	5622.86
27.66	5660.97
28.6	5813.39
28.25	5797.71
28.3	5788.94
27.66	5765.54
27.72	5858.14
27.01	5852.85
26.13	5761.14
25.89	5775.99
26.13	5846.83
25.83	5846.02
25.72	5842.93
26.24	5846.19
27.01	5928.22
26.77	5919.77
26.72	5871.07
26.72	5891.05
26.36	5818.39
26.6	5864.54
27.07	5949.26
26.95	5970.18
26.42	5937.25
25.72	5892.21
25.3	5849.22
25.13	5809.75
25.48	5845.69
26.19	5945.35
26.77	6077.96
26.66	6081.01
26.48	6060.61
26.48	6103
25.48	6102.16
25.19	6089.28
25.07	5979.56
25.07	5963.07
25.13	5831.07
25.01	5820.82
24.83	5772.12
25.3	5807.79
25.19	5788.34
25.42	5797.24
25.42	5774.67
24.83	5662.88
24.66	5650.97
25.3	5695.56
25.77	5705.93
25.83	5656.17
26.48	5759.61
27.6	5862.85
27.95	5860.73
28.07	5931.31
28.19	5937.46
28.13	5945.2
28.25	5948.49
27.25	5874.52
27.66	5917.16
27.95	5906.69
28.48	5910.85
29.25	6028.68
29.72	6049.49
29.72	6026.55
28.36	5838.42
28.48	5851.1
28.78	5911.31
28.42	5855.24
27.77	5778.65
27.6	5785.26
27.83	5844.76
27.3	5798.62
28.25	5867.95
28.78	5893.27
28.78	5919.17
28.95	5925.28
28.72	5892.51
28.36	5913.97
28.36	5911.63
28.01	5878.89
28.3	5909.65
29.3	6002.58
29.42	6019.23
29.3	6009.32
29.42	5985.94
29.01	5987.85
29.3	6001.52
29.42	5997.67
29.42	6019.42
29.36	5985.94
29.42	6000.57
29.72	6088.49
29.72	6100.86
29.72	6139.69
30.01	6143.12
29.19	6060.46
28.54	5988.37
28.25	5982.12
28.13	5935.99
28.54	5942.85
28.36	5975.66
27.66	5879.08
27.54	5853.94
27.66	5889.52
28.78	5945.27
28.89	5933.57
28.07	5895.35
28.25	5888.1
27.95	5848.91
27.66	5771.48
28.01	5782.75
28.95	5835.37
29.07	5842.76
29.42	5879.93
30.6	5994.23
30.89	5981.54
31.48	6018.69
31.48	6034.6
32.07	6112.4
32.36	6122.39
32.07	6143.49
31.48	6072.16
31.78	6115.43
32.07	6142.78
31.78	6107.17
31.48	6121.52
31.19	6128.34
32.36	6207.83
31.95	6259.69
31.84	6225.25
31.48	6202.38
30.89	6193.62
31.07	6220.52
31.6	6173.34
31.19	6213.28
30.6	6192.53
30.89	6204.23
30.31	6155.51
30.07	6063.48
30.6	6072.36
29.95	6032.47
29.95	6043.95
29.78	6058.96
29.72	6018.79
29.6	6019.49
29.78	6001
30.31	6065.91
30.31	6048.74
30.07	5961.24
29.78	5957.98
30.31	6005.88
30.95	6028.75
30.72	6019.93
30.31	6013.49
30.25	5971.76
30.78	6024.07
30.54	5979.42
30.78	5993.89
30.89	5998.08
30.19	5976.68
30.19	5888.37
29.6	5715.16
29.48	5748.35
29.48	5693.01
29.19	5721.99
29.19	5747.09
29.3	5758.31
30.36	5805.25
30.72	5778.27
31.19	5842.27
30.54	5818.07
30.78	5818.22
30.89	5803.68
31.72	5927.5
32.13	5967.96
32.19	5966.85
32.19	5949.8
31.54	5917.13
32.07	5934.6
32.25	5981.48
32.25	5925.88
31.95	5894.01
32.31	5890.83
33.19	5970.71
33.25	5954.69
32.48	5885.45
33.19	5909.1
32.84	5888.53
32.95	5939.42
33.42	5991.55
33.37	6009.52
33.48	6011.56
32.89	5971.62
33.48	6039.48
33.95	6107.95
34.19	6137.57
33.84	6105.79
34.25	6161.66
34.13	6145.92
34.19	6192.35
35.24	6231.05
35.24	6205.76
35.56	6252.1
36.14	6282.41
36.72	6293.56
36.79	6296.89
36.08	6278.46
36.79	6357.83
36.98	6373.86
36.59	6340.69
36.53	6302.99
36.46	6316.84
35.49	6231.65
35.62	6241.94
36.01	6272.14
35.62	6271.2
35.17	6232.04
35.3	6222.05
35.3	6212.6
34.78	6201.4
36.72	6298.86
36.92	6358.81
36.72	6377.09
36.85	6418.35
36.59	6410.59
36.34	6416.34
36.46	6423.81
36.46	6394.03
36.79	6380.73
36.27	6420.45
35.95	6366.16
34.33	6327.25
34.85	6375.64
34.4	6311.98
34.46	6307.93
35.49	6343.54
36.14	6455.57
35.37	6446.01
34.53	6380.03
34.27	6380
34.14	6356.84
34.65	6353.71
34.65	6350.9
34.27	6245.13
34.27	6242.4
34.07	6241.92
33.62	6205.09
33.36	6158.94
33.62	6206.65
33.62	6195.18
33.3	6127.24
33.49	6109.66
34.14	6136.55
33.17	6049.44
33.04	6032.12
34.91	6033.47
34.01	6116.05
33.68	6098.78
33.75	6140.14
33.62	6141.14
33.56	6149.88
33.36	6119.06
34.07	6164.98
34.59	6169.08
34.85	6148.7
34.85	6082.56
34.01	6031.24
34.4	6035.59
34.65	6105.35
34.65	6067.34
33.68	5972.06
33.23	5925.54
32.97	5930.2
33.3	5945.05
33.1	5931.38
33.68	6009.99
34.46	6118.61
34.14	6123.92
34.91	6142.12
35.04	6135.01
34.72	6095.81
34.85	6081.84
34.2	6066.59
33.49	5987.4
33.23	5960.11
33.04	5969.07
32.39	5826.27
32.65	5830.79
32.04	5694.16
32.52	5748
31.81	5738.76
32.52	5717.28
32.84	5721.31
32.84	5700.72
32.07	5661.18
32.59	5632.97
33.62	5764.3
33.49	5798.41
34.07	5870.37
34.59	5858.01
35.04	5911.74
35.17	5860.39
35.24	5849.63
35.75	5971.06
36.14	5988.37
36.85	6075.26
36.85	6083.62
36.85	6030.74
36.72	6046.2
36.27	6020.94
36.92	6106.74
37.43	6103.42
37.5	6059.19
38.6	6123.52
38.6	6111.89
38.21	6128.2
38.47	6203.84
37.37	6139.51
38.47	6203.47
38.34	6179.82
39.18	6228.95
40.09	6348.31
40.41	6350.52
40.41	6329.52
39.89	6249.19
39.31	6264.36
39.57	6266.29
40.09	6261.18
39.5	6235.35
39.37	6258.47
40.09	6350.69
40.41	6431.42
40.28	6427.84
40.73	6471.89
40.28	6417.2
41.31	6512.63
41.25	6534.77
41.25	6531.59
41.06	6524.4
40.73	6575.53
40.41	6548.34
39.44	6462.06
40.67	6591.77
40.99	6616.44
41.38	6709.87
42.35	6694.82
44.03	6742.39
43.12	6707.4
42.54	6735.89
42.35	6725.61
41.7	6682.35
41.31	6724.18
41.77	6711.04
39.83	6498.92
40.09	6512.29
40.41	6486.63
39.96	6381.97
40.02	6451.94
41.06	6532.18
40.99	6594.6
42.99	6719.96
42.02	6720.08
40.8	6624.11
40.73	6630.13
40.47	6594.92
40.34	6562.29
40.28	6612.97
39.63	6598.49
40.34	6683.93
39.89	6673.75
40.54	6686.55
40.15	6631.51
40.02	6530.7
39.31	6474.69
39.44	6538.22
39.37	6561.63
39.05	6613.39
40.54	6642.96
39.96	6553.66
39.37	6575.78
38.86	6494.15
38.15	6459.57
38.66	6486.47
39.7	6490.68
39.7	6544.63
38.79	6460.01
39.5	6518.7
39.12	6504.98
39.24	6528.57
38.92	6516.52
39.12	6458.03
38.53	6391.26
38.53	6364.6
38.66	6376.62
38.99	6421.85
39.7	6453.85
40.02	6498.03
40.67	6546.06
41.51	6613.97
41.9	6660.76
41.7	6665.6
42.61	6760.82
43.58	6781.94
43.32	6780.64
42.74	6757.17
43.19	6808.5
43.45	6855.74
43.96	6952.54
43.84	7000.09
43.9	6989.46
44.87	7038.78
45.19	7102.74
44.8	7093.05
44.09	7096.04
43.32	7059.94
44.61	7168.98
43.45	7136.21
44.03	7171.77
43.45	7199.6
43.32	7242.37
43.64	7345.04
44.29	7370.44
44.87	7474.05
43.96	7388.94
42.99	7324.71
43.06	7361.45
41.96	7278.96
40.86	7176.35
40.34	7069.9
41.18	7116.83
40.41	7034.03
40.41	7074.15
39.31	6938.26
39.5	6843.98
39.44	6877.01
38.66	6861.65
38.47	6879.51
38.92	6878.88
38.99	6846.95
39.7	6872.84
40.41	6959.64
39.05	6715.27
39.31	6730.27
38.86	6612.74
36.14	6331.81
37.82	6444.63
37.18	6442.9
36.34	6337.21
37.56	6469.01
36.72	6426.39
38.4	6575.77
38.4	6583.04
38.45	6363.55
