1306.12	3.17
1361.01	3.29
1380.62	3.46
1314.85	3.69
1295.3	4.14
1291.4	4.45
1221.09	4.6
1199.16	4.32
1139.9	4.03
1210.47	3.53
1287.86	3.92
1331.13	4.21
1360.7	4.11
1359.28	4.21
1411.14	4.23
1468.74	4.2
1478.78	4.11
1422.44	4.71
1362.42	5.5
1363.05	5.94
1348.31	7.39
1387.08	7.87
1447.72	7.67
1376.19	7.05
1342.14	7.82
1320.91	7.08
1282.47	7.74
1310.17	7.22
1349.02	6.33
1337.52	6.16
1305.29	5.59
1340.33	5.8
1421.84	5.44
1369.6	6.07
1383.51	6.26
1358.85	7.23
1425.5	7.55
1434.54	6.97
1502.88	8.16
1520.15	8.6
1538.53	9.84
1510.09	9.6
1595.91	8.46
1627.42	8.14
1626.49	8.58
1644.72	8.86
1625.26	8.18
1663.46	8.66
1733.93	8.24
1708.5	7.73
1730.7	9.39
1715.62	9.44
1644.03	9.78
1702.01	10.19
1765.32	11.33
1810.45	11.73
1858.24	11.7
1855.03	11.58
1905.7	12.5
1792.07	10.87
1880.57	10.69
1915.31	10.9
1912.36	11.04
1865.59	11.47
1932.21	10.66
1970.74	11.05
1930.26	12.36
1893.88	13.24
1960.26	13.21
1937.82	13.8
1949	13.12
1951.02	12.46
1973.14	13.04
2006.68	13.43
2086.92	13.6
2140.46	11.46
2123.87	11.47
2066.15	10.65
2064.01	10.72
2053.56	11.01
2037.93	10.46
2029.82	9.62
2047.63	9.81
1984.73	8.82
1940.47	9.48
1960.02	9.33
2057.17	10.79
2052.88	10.53
1995.74	9.55
2049.77	8.45
1920.15	8.09
1917.96	7.63
1904.25	7.79
1912.09	8.52
1986.74	8.8
1978.62	8.8
1999.87	8.33
1986.73	8.12
2025.47	8.58
2006.66	8.77
1946.33	9.25
1883.15	8.49
1849.09	7.89
1887.36	7.95
1776.89	8.04
1757.22	8.23
1838.02	8.77
1862.09	8.9
1844.48	9.25
1894.31	9.21
1910.09	9.18
1879.48	9.33
1942.2	9.71
1919.97	10.6
1911.5	9.84
1915.14	10.4
1974.99	10.53
2038.94	11.38
2085.34	12
2070.63	11.86
2101.97	12.74
2147.96	11.89
2128.07	11.33
2135.2	11.04
2160.62	11.13
2175.44	11.06
2088.61	9.86
2087.91	9.81
2034.27	10.94
2035.83	11.28
2086.66	10.49
2076.66	10.91
2058.62	11.98
2065.4	13.21
2070.61	13.17
2041.6	13.33
2007.79	12.28
1991.06	11.65
1984.81	12.39
1999.35	11.91
1908.15	10.68
1932.19	11.76
1921.65	11.51
1967.35	12.62
1976.78	11.38
2046.42	10.94
2075.73	12.23
2071.43	12.49
2063	12.77
2090.11	14.21
2053.27	13.84
2057.37	13.6
2112.88	13.09
2156.78	12.81
2179.74	13.27
2184.83	12.88
2177.91	13.68
2156.9	14.01
2135.56	13.66
2120.77	12.77
2141.07	13.53
2175.51	13.63
2160.35	14.94
2116.84	15.53
2151.69	15.22
2090.35	14.69
2064.83	14.34
2082.21	14.1
2089.88	13.68
2169.43	13.3
2202.47	14.43
2227.07	15.24
2263.01	15.78
2273.37	15.32
2256.73	15.58
2252.48	15.02
2249.42	15.57
2205.32	15.62
2305.62	16.94
2317.04	17.05
2247.7	16.99
2304.23	17.43
2262.58	17.5
2261.88	16.56
2282.36	16.78
2287.04	17.41
2302.6	17.29
2262.04	15.88
2306.48	15.91
2312.82	16.6
2339.79	17.59
2339.02	19.26
2326.11	20.57
2342.86	22.75
2322.57	23.56
2342.57	24.89
2243.78	22.02
2193.88	19.37
2210.37	19.34
2219.41	19.57
2135.06	17.8
2129.95	17.69
2121.47	18.88
2172.09	20.33
2130.06	20.81
2037.35	21.69
2020.39	19.49
2094.14	21.69
2085.05	21.82
2057.71	21.28
2163.95	21.38
2140.29	21.82
2193.16	22.56
2165.79	21.6
2235.59	19.87
2218.93	19.26
2258.43	19.71
2299.99	19.73
2357.29	21.41
2342.3	20.87
2350.62	20.94
2330.79	21.85
2389.72	22.27
2445.86	21.06
2460.26	21.99
2413.21	22.3
2437.36	22.03
2457.2	22.23
2401.18	21.76
2415.29	22.71
2434.25	20.86
2502.82	21.12
2451.31	21.31
2435.49	22.29
2475.88	22.58
2459.82	22.61
2496.31	22.6
2515.1	23.54
2368	21.19
2387.55	22.28
2372.66	22.37
2448.93	23.24
2421.64	23.25
2471.34	24.61
2491.94	25.21
2526.39	24.6
2557.21	23.64
2572.15	24.17
2562.22	23.57
2558.45	23.29
2557.19	22.45
2613.92	23.34
2573.54	21.88
2626.71	22.15
2588.96	21.66
2603.23	21.57
2666.51	22.07
2707	22.66
2687.6	23.38
2562.24	21.83
2511.25	22.23
2544.89	23.74
2505.03	21.57
2576.69	22.98
2596.36	23.29
2565.7	27.69
2602.18	27.01
2671.22	29.65
2701.5	32.32
2780.32	31.1
2805.68	34.36
2725.16	33.66
2804.19	36.25
2810.38	36.15
2627.94	36.36
2637.24	36.56
2596.6	37.49
2660.96	34.2
2706.16	34
2635.74	33.09
2691.99	34.66
2674.46	36.25
2504.65	36.19
2439.94	42.49
2340.02	40.87
2326.2	47.19
2413.36	45.38
2304.85	45.79
2321.8	46.15
2303.35	48.87
2271.48	50.34
2212.49	52.31
2212.49	52.29
2258.11	43.04
2261.18	45.71
2370.98	50.47
2290.24	49.69
2402.97	52.06
2422.93	46.48
2476.99	43.5
2445.52	44.06
2528.85	45.53
2444.67	44.13
2522.66	41.33
2474.56	41.58
2454.5	36.7
2406.09	39.4
2315.63	45.24
2245.38	44.43
2239.08	49.8
2282.78	48.91
2310.53	47.34
2310.96	48.39
2414.1	41.79
2452.52	43.3
2414.71	42.36
2367.52	42.78
2255.88	36.02
2261.27	34.71
2273.9	38.96
2183.34	40.07
1947.39	33.88
1649.51	34.3
1711.29	28.97
1552.03	25.1
1720.95	30.23
1647.4	30.08
1516.85	27.15
1384.35	32.57
1535.57	37.27
1509.31	33.39
1540.72	39.63
1564.32	42.13
1530.24	41.71
1632.21	42.17
1571.59	39.78
1529.33	41.04
1477.29	41.94
1476.42	43.34
1591.71	45.43
1534.36	46.58
1441.23	48.82
1377.84	44.46
1293.85	46.8
1431.5	45.07
1457.27	50.54
1545.2	51.51
1621.87	48.72
1652.54	44.5
1673.07	40.66
1694.29	49.09
1719.2	48.45
1739	56.73
1680.14	58.21
1692.01	65.24
1774.33	68.25
1849.42	67
1858.8	66.15
1827.47	64.27
1838.22	65.08
1796.52	63.14
1756.03	57.41
1886.61	62.55
1965.96	64.01
1978.5	60.73
2000.25	58.59
1985.52	57.2
2020.9	56.29
2028.77	57.39
2018.78	66.77
2080.9	70.38
2132.86	72.25
2090.92	67.06
2048.11	63.76
2139.28	71.57
2156.8	73.7
2154.47	70.91
2045.11	65.21
2112.44	75.61
2167.88	79.07
2146.04	81.4
2138.44	83.35
2194.35	80.38
2190.31	78.98
2211.69	78.57
2285.69	79.65
2269.15	77.37
2317.17	82.95
2287.99	79.59
2205.29	72.52
2147.35	67.38
2141.12	68.12
2183.53	69.17
2243.87	71.27
2238.26	70.57
2326.35	75.99
2367.66	73.14
2374.41	71.21
2395.13	72.6
2402.58	79.37
2454.05	81.8
2481.26	78.32
2530.15	80.33
2461.19	82.55
2265.64	81.7
2346.85	88.02
2229.04	80.03
2257.04	85.7
2219.17	84.46
2243.6	86.94
2309.8	93.08
2223.48	96.2
2091.79	91.26
2196.45	91.43
2179.05	89.32
2269.47	90.44
2254.7	88.08
2288.47	84.49
2173.48	84.16
2179.76	88.81
2153.63	90.6
2233.75	89.75
2242.48	92
2315.61	96.2
2381.22	100.18
2370.75	101.24
2401.91	101.34
2468.77	101.77
2479.39	92.55
2507.41	92.04
2578.98	95.07
2518.21	96.54
2518.12	94.73
2534.56	93.53
2591.46	91.71
2637.54	87.77
2642.97	85.5
2665.6	82.51
2652.87	80.68
2703.17	77.72
2755.3	79.68
2689.54	77.94
2686.89	74.9
2769.3	78.36
2809.44	75.48
2833.95	80.22
2781.05	79.67
2784.67	78.87
2715.61	72.15
2643.67	71.72
2743.06	74.57
2789.6	81.92
2780.42	85.45
2764.65	84.43
2820.16	85.45
2873.54	84.83
2827.56	78.13
2828.47	74.78
2803.32	76.47
2796.86	79.75
2732.78	79.58
2643.73	76.64
2616.48	73.81
2652.89	77.28
2816.03	81.24
2859.81	82.29
2789.8	86.45
2858.83	89.04
2756.38	89.21
2532.41	92.82
2507.98	98.98
2341.84	108.06
2479.85	104.49
2480.33	106.1
2467.99	109.75
2622.31	106.93
2483.23	94.72
2415.4	95.02
2479.35	95.99
2667.85	101.46
2637.46	98.28
2737.15	110.17
2686.15	116.57
2678.75	117.19
2572.5	109.06
2441.51	102.05
2626.93	102.43
2646.85	106.6
2555.33	100.01
2618.64	102.55
2605.15	100.31
2674.22	105.24
2710.67	106.92
2786.7	107.21
2816.55	112.23
2905.66	114.13
2903.88	110.59
2951.78	109.1
2963.75	113.7
2976.19	112.02
2988.34	110.43
3055.26	99.71
3067.92	89.71
3091.57	86.43
3080.5	80.01
3011.33	87.47
3000.45	85.6
3069.2	89.79
2956.34	80.19
2933.82	75.76
2778.79	75.49
2837.53	79.95
2747.48	86.17
2858.42	86.5
2872.8	91.54
2892.42	88.32
2935.05	88.89
2937.33	90.07
2908.47	89.28
2925.3	85.11
2958.09	90.21
2967.9	89.5
3020.86	98.17
3076.59	96.28
3069.79	99.45
3066.96	101.68
3136.42	110.08
3183.95	118.84
3179.96	122.31
3116.23	121.46
3136.19	123.15
3044.11	119.71
3005.62	119.04
2987.95	116.51
2982.13	115.2
2904.87	110.94
2853.13	100.5
2966.85	106.05
3010.24	106.02
2978.04	101.05
2971.33	98.4
3021.01	98.22
2960.31	95.12
3101.66	94.63
3125.63	93.99
3134.71	91.12
3149.71	93.59
3179.1	94.45
3193.87	93.03
3192.03	84.82
3161.82	80.85
3169.74	80.4
3244.37	79.93
3249.07	81.34
3245	84.65
3267.52	84.91
3203.86	80.08
3294.95	74.33
3206.06	70.67
3279.26	78.95
3378.63	77.66
3436.58	78.14
3498.97	71.03
3459.14	73.53
3455.91	77.9
3469.22	76.83
3423.56	74.88
3357.25	66.3
3403.25	63.61
3479.38	61.5
3600.08	65.84
3587.61	69.9
3613.16	72.86
3689.59	70.15
3660.11	72.7
3602.78	79.76
3657.79	80.45
3589.87	77.54
3660.01	77.42
3722.18	71.1
3774.73	72.93
3781.59	71.29
3807.75	69.29
3791.87	67.79
3914.28	71.29
3943.36	76.26
3922.04	71.04
3919.23	76.21
3985.97	72.83
3991.65	69.59
4059.89	70.32
4062.52	65.04
4000.98	63.69
4104.74	60.82
4156.59	62.57
4131.91	63.02
4174.67	61.19
4197.58	64.92
4128.17	69.68
4103.88	68.48
4125.86	72.56
4244.02	79.16
4263.41	80.41
4308.12	78.55
4336.22	81.35
4245.4	83.66
4276.79	79.75
4155.76	75.73
4127.73	76.74
3999.73	77.31
4095.52	78.7
4075.56	79.05
4123.9	79.9
4071.87	76.49
4090.59	75.95
4185.81	75.45
4242.62	73.93
4321.4	73.39
4310.65	77.51
4368.04	82.25
4397.93	83.34
4485.93	86.31
4415.49	89.34
4432.15	87.43
4449.56	87.37
4352.64	85.86
4370.9	84.8
4464.93	84.6
4538.55	81.09
4580.27	84.15
