Date,NASDAQW,Date,TWIW,,,,,TWIW,NASDAQW
2007/3/26,2421.64,2007/3/26,7884.41,,,,,7884.41,2421.64
2007/4/2,2471.34,2007/4/2,8004.61,,,,,8004.61,2471.34
2007/4/9,2491.94,2007/4/9,8002.3,,,,,8002.3,2491.94
2007/4/16,2526.39,2007/4/16,7942.67,,,,,7942.67,2526.39
2007/4/23,2557.21,2007/4/23,7949.42,,,,,7949.42,2557.21
2007/4/30,2572.15,2007/4/30,8066.06,,,,,8066.06,2572.15
2007/5/7,2562.22,2007/5/7,8031.54,,,,,8031.54,2562.22
2007/5/14,2558.45,2007/5/14,8034.14,,,,,8034.14,2558.45
2007/5/21,2557.19,2007/5/21,8159.97,,,,,8159.97,2557.19
2007/5/29,2613.92,2007/5/28,8249.9,,,,,8249.9,2613.92
2007/6/4,2573.54,2007/6/4,8300.71,,,,,8300.71,2573.54
2007/6/11,2626.71,2007/6/11,8573.64,,,,,8573.64,2626.71
2007/6/18,2588.96,2007/6/20,8846.39,,,,,8846.39,2588.96
2007/6/25,2603.23,2007/6/25,8883.21,,,,,8883.21,2603.23
2007/7/2,2666.51,2007/7/2,9188.31,,,,,9188.31,2666.51
2007/7/9,2707,2007/7/9,9471.3,,,,,9471.3,2707
2007/7/16,2687.6,2007/7/16,9585.9,,,,,9585.9,2687.6
2007/7/23,2562.24,2007/7/23,9162.28,,,,,9162.28,2562.24
2007/7/30,2511.25,2007/7/30,9057.82,,,,,9057.82,2511.25
2007/8/6,2544.89,2007/8/6,8931.31,,,,,8931.31,2544.89
2007/8/13,2505.03,2007/8/13,8090.29,,,,,8090.29,2505.03
2007/8/20,2576.69,2007/8/20,8690.09,,,,,8690.09,2576.69
2007/8/27,2596.36,2007/8/27,8982.16,,,,,8982.16,2596.36
2007/9/4,2565.7,2007/9/3,9018.08,,,,,9018.08,2565.7
2007/9/10,2602.18,2007/9/10,9031.63,,,,,9031.63,2602.18
2007/9/17,2671.22,2007/9/17,9105.28,,,,,9105.28,2671.22
2007/9/24,2701.5,2007/9/26,9411.95,,,,,9411.95,2701.5
2007/10/1,2780.32,2007/10/1,9617.26,,,,,9617.26,2780.32
2007/10/8,2805.68,2007/10/8,9496.47,,,,,9496.47,2805.68
2007/10/15,2725.16,2007/10/15,9611.72,,,,,9611.72,2725.16
2007/10/22,2804.19,2007/10/22,9631.51,,,,,9631.51,2804.19
2007/10/29,2810.38,2007/10/29,9273.09,,,,,9273.09,2810.38
2007/11/5,2627.94,2007/11/5,8970.92,,,,,8970.92,2627.94
2007/11/12,2637.24,2007/11/12,8764.82,,,,,8764.82,2637.24
2007/11/19,2596.6,2007/11/19,8342.2,,,,,8342.2,2596.6
2007/11/26,2660.96,2007/11/26,8586.4,,,,,8586.4,2660.96
2007/12/3,2706.16,2007/12/3,8722.38,,,,,8722.38,2706.16
2007/12/10,2635.74,2007/12/10,8118.08,,,,,8118.08,2635.74
2007/12/17,2691.99,2007/12/17,7941.44,,,,,7941.44,2691.99
2007/12/24,2674.46,2007/12/24,8396.95,,,,,8396.95,2674.46
2007/12/31,2504.65,2007/12/31,8221.1,,,,,8221.1,2504.65
2008/1/7,2439.94,2008/1/7,8029.31,,,,,8029.31,2439.94
2008/1/14,2340.02,2008/1/14,8184.65,,,,,8184.65,2340.02
2008/1/22,2326.2,2008/1/21,7739.59,,,,,7739.59,2326.2
2008/1/28,2413.36,2008/1/28,7673.99,,,,,7673.99,2413.36
2008/2/11,2321.8,2008/2/12,7876.37,,,,,7876.37,2321.8
2008/2/19,2303.35,2008/2/18,8108.71,,,,,8108.71,2303.35
2008/2/25,2271.48,2008/2/25,8412.76,,,,,8412.76,2271.48
2008/3/3,2212.49,2008/3/3,8531.38,,,,,8531.38,2212.49
2008/3/10,2212.49,2008/3/10,8161.39,,,,,8161.39,2212.49
2008/3/17,2258.11,2008/3/17,8524.99,,,,,8524.99,2258.11
2008/3/24,2261.18,2008/3/24,8623.48,,,,,8623.48,2261.18
2008/3/31,2370.98,2008/3/31,8596.34,,,,,8596.34,2370.98
2008/4/7,2290.24,2008/4/7,8909.58,,,,,8909.58,2290.24
2008/4/14,2402.97,2008/4/14,9074.34,,,,,9074.34,2402.97
2008/4/21,2422.93,2008/4/21,8947.83,,,,,8947.83,2422.93
2008/4/28,2476.99,2008/4/28,8963.63,,,,,8963.63,2476.99
2008/5/5,2445.52,2008/5/5,8792.39,,,,,8792.39,2445.52
2008/5/12,2528.85,2008/5/12,9197.41,,,,,9197.41,2528.85
2008/5/19,2444.67,2008/5/19,8834.73,,,,,8834.73,2444.67
2008/5/27,2522.66,2008/5/26,8619.08,,,,,8619.08,2522.66
2008/6/2,2474.56,2008/6/2,8745.35,,,,,8745.35,2474.56
2008/6/9,2454.5,2008/6/9,8105.59,,,,,8105.59,2454.5
2008/6/16,2406.09,2008/6/16,7902.44,,,,,7902.44,2406.09
2008/6/23,2315.63,2008/6/23,7548.76,,,,,7548.76,2315.63
2008/6/30,2245.38,2008/6/30,7228.41,,,,,7228.41,2245.38
2008/7/7,2239.08,2008/7/7,7244.76,,,,,7244.76,2239.08
2008/7/14,2282.78,2008/7/14,6815.32,,,,,6815.32,2282.78
2008/7/21,2310.53,2008/7/21,7233.62,,,,,7233.62,2310.53
2008/7/28,2310.96,2008/7/29,7002.54,,,,,7002.54,2310.96
2008/8/4,2414.1,2008/8/4,7209.04,,,,,7209.04,2414.1
2008/8/11,2452.52,2008/8/11,7196.5,,,,,7196.5,2452.52
2008/8/18,2414.71,2008/8/18,6911.64,,,,,6911.64,2414.71
2008/8/25,2367.52,2008/8/25,7046.11,,,,,7046.11,2367.52
2008/9/2,2255.88,2008/9/1,6307.28,,,,,6307.28,2255.88
2008/9/8,2261.27,2008/9/8,6310.68,,,,,6310.68,2261.27
2008/9/15,2273.9,2008/9/15,5970.38,,,,,5970.38,2273.9
2008/9/22,2183.34,2008/9/22,5929.63,,,,,5929.63,2183.34
2008/9/29,1947.39,2008/9/30,5742.23,,,,,5742.23,1947.39
2008/10/6,1649.51,2008/10/6,5130.71,,,,,5130.71,1649.51
2008/10/13,1711.29,2008/10/13,4960.4,,,,,4960.4,1711.29
2008/10/20,1552.03,2008/10/20,4579.62,,,,,4579.62,1552.03
2008/10/27,1720.95,2008/10/27,4870.66,,,,,4870.66,1720.95
2008/11/3,1647.4,2008/11/3,4742.33,,,,,4742.33,1647.4
2008/11/10,1516.85,2008/11/10,4452.7,,,,,4452.7,1516.85
2008/11/17,1384.35,2008/11/17,4171.1,,,,,4171.1,1384.35
2008/11/24,1535.57,2008/11/24,4460.49,,,,,4460.49,1535.57
2008/12/1,1509.31,2008/12/1,4225.07,,,,,4225.07,1509.31
2008/12/8,1540.72,2008/12/8,4481.27,,,,,4481.27,1540.72
2008/12/15,1564.32,2008/12/15,4694.52,,,,,4694.52,1564.32
2008/12/22,1530.24,2008/12/22,4425.08,,,,,4425.08,1530.24
2008/12/29,1632.21,2008/12/29,4591.22,,,,,4591.22,1632.21
2009/1/5,1571.59,2009/1/5,4502.74,,,,,4502.74,1571.59
2009/1/12,1529.33,2009/1/12,4353.7,,,,,4353.7,1529.33
2009/1/20,1477.29,2009/1/19,4247.97,,,,,4247.97,1477.29
2009/2/2,1591.71,2009/2/2,4471.25,,,,,4471.25,1591.71
2009/2/9,1534.36,2009/2/9,4592.5,,,,,4592.5,1534.36
2009/2/17,1441.23,2009/2/16,4436.94,,,,,4436.94,1441.23
2009/2/23,1377.84,2009/2/23,4557.15,,,,,4557.15,1377.84
2009/3/2,1293.85,2009/3/2,4653.63,,,,,4653.63,1293.85
2009/3/9,1431.5,2009/3/9,4897.39,,,,,4897.39,1431.5
2009/3/16,1457.27,2009/3/16,4961.62,,,,,4961.62,1457.27
2009/3/23,1545.2,2009/3/23,5390.7,,,,,5390.7,1545.2
2009/3/30,1621.87,2009/3/30,5529.63,,,,,5529.63,1621.87
2009/4/6,1652.54,2009/4/6,5781.96,,,,,5781.96,1652.54
2009/4/13,1673.07,2009/4/13,5755.38,,,,,5755.38,1673.07
2009/4/20,1694.29,2009/4/20,5880.77,,,,,5880.77,1694.29
2009/4/27,1719.2,2009/4/27,5992.57,,,,,5992.57,1719.2
2009/5/4,1739,2009/5/4,6583.87,,,,,6583.87,1739
2009/5/11,1680.14,2009/5/11,6489.09,,,,,6489.09,1680.14
2009/5/18,1692.01,2009/5/18,6737.29,,,,,6737.29,1692.01
2009/5/26,1774.33,2009/5/25,6890.44,,,,,6890.44,1774.33
2009/6/1,1849.42,2009/6/1,6767.1,,,,,6767.1,1849.42
2009/6/8,1858.8,2009/6/8,6448.23,,,,,6448.23,1858.8
2009/6/15,1827.47,2009/6/15,6231.15,,,,,6231.15,1827.47
2009/6/22,1838.22,2009/6/22,6463.56,,,,,6463.56,1838.22
2009/6/29,1796.52,2009/6/29,6665.4,,,,,6665.4,1796.52
2009/7/6,1756.03,2009/7/6,6769.86,,,,,6769.86,1756.03
2009/7/13,1886.61,2009/7/13,6850.99,,,,,6850.99,1886.61
2009/7/20,1965.96,2009/7/20,6973.28,,,,,6973.28,1965.96
2009/7/27,1978.5,2009/7/27,7077.71,,,,,7077.71,1978.5
2009/8/3,2000.25,2009/8/3,6868.65,,,,,6868.65,2000.25
2009/8/10,1985.52,2009/8/10,7069.51,,,,,7069.51,1985.52
2009/8/17,2020.9,2009/8/17,6654.8,,,,,6654.8,2020.9
2009/8/24,2028.77,2009/8/24,6809.86,,,,,6809.86,2028.77
2009/8/31,2018.78,2009/8/31,7153.13,,,,,7153.13,2018.78
2009/9/8,2080.9,2009/9/7,7337.14,,,,,7337.14,2080.9
2009/9/14,2132.86,2009/9/14,7526.55,,,,,7526.55,2132.86
2009/9/21,2090.92,2009/9/21,7345.22,,,,,7345.22,2090.92
2009/9/28,2048.11,2009/9/28,7411.88,,,,,7411.88,2048.11
2009/10/5,2139.28,2009/10/5,7571.96,,,,,7571.96,2139.28
2009/10/12,2156.8,2009/10/12,7715.1,,,,,7715.1,2156.8
2009/10/19,2154.47,2009/10/19,7649.28,,,,,7649.28,2154.47
2009/10/26,2045.11,2009/10/26,7340.08,,,,,7340.08,2045.11
2009/11/2,2112.44,2009/11/2,7463.05,,,,,7463.05,2112.44
2009/11/9,2167.88,2009/11/9,7665.63,,,,,7665.63,2167.88
2009/11/16,2146.04,2009/11/16,7682.97,,,,,7682.97,2146.04
2009/11/23,2138.44,2009/11/23,7490.91,,,,,7490.91,2138.44
2009/11/30,2194.35,2009/11/30,7650.91,,,,,7650.91,2194.35
2009/12/7,2190.31,2009/12/7,7795.07,,,,,7795.07,2190.31
2009/12/14,2211.69,2009/12/14,7753.63,,,,,7753.63,2211.69
2009/12/21,2285.69,2009/12/21,7972.59,,,,,7972.59,2285.69
2009/12/28,2269.15,2009/12/28,8188.11,,,,,8188.11,2269.15
2010/1/4,2317.17,2010/1/4,8280.9,,,,,8280.9,2317.17
2010/1/11,2287.99,2010/1/11,8356.89,,,,,8356.89,2287.99
2010/1/19,2205.29,2010/1/18,7927.31,,,,,7927.31,2205.29
2010/1/25,2147.35,2010/1/25,7640.44,,,,,7640.44,2147.35
2010/2/1,2141.12,2010/2/1,7217.83,,,,,7217.83,2141.12
2010/2/8,2183.53,2010/2/8,7441.84,,,,,7441.84,2183.53
2010/2/22,2238.26,2010/2/22,7436.1,,,,,7436.1,2238.26
2010/3/1,2326.35,2010/3/1,7666.26,,,,,7666.26,2326.35
2010/3/8,2367.66,2010/3/8,7748.33,,,,,7748.33,2367.66
2010/3/15,2374.41,2010/3/15,7897.91,,,,,7897.91,2374.41
2010/3/22,2395.13,2010/3/22,7876.86,,,,,7876.86,2395.13
2010/3/29,2402.58,2010/3/29,8025.93,,,,,8025.93,2402.58
2010/4/5,2454.05,2010/4/6,8092.03,,,,,8092.03,2454.05
2010/4/12,2481.26,2010/4/12,8111.57,,,,,8111.57,2481.26
2010/4/19,2530.15,2010/4/19,8004.89,,,,,8004.89,2530.15
2010/4/26,2461.19,2010/4/26,8004.25,,,,,8004.25,2461.19
2010/5/3,2265.64,2010/5/3,7567.1,,,,,7567.1,2265.64
2010/5/10,2346.85,2010/5/10,7772.13,,,,,7772.13,2346.85
2010/5/17,2229.04,2010/5/17,7237.71,,,,,7237.71,2229.04
2010/5/24,2257.04,2010/5/24,7295.32,,,,,7295.32,2257.04
2010/6/1,2219.17,2010/5/31,7344.59,,,,,7344.59,2219.17
2010/6/7,2243.6,2010/6/7,7299.49,,,,,7299.49,2243.6
2010/6/14,2309.8,2010/6/14,7493.11,,,,,7493.11,2309.8
2010/6/21,2223.48,2010/6/21,7474.71,,,,,7474.71,2223.48
2010/6/28,2091.79,2010/6/28,7330.74,,,,,7330.74,2091.79
2010/7/6,2196.45,2010/7/5,7647.25,,,,,7647.25,2196.45
2010/7/12,2179.05,2010/7/12,7664.57,,,,,7664.57,2179.05
2010/7/19,2269.47,2010/7/19,7761.22,,,,,7761.22,2269.47
2010/7/26,2254.7,2010/7/26,7760.63,,,,,7760.63,2254.7
2010/8/2,2288.47,2010/8/2,7963.3,,,,,7963.3,2288.47
2010/8/9,2173.48,2010/8/9,7891.58,,,,,7891.58,2173.48
2010/8/16,2179.76,2010/8/16,7927.31,,,,,7927.31,2179.76
2010/8/23,2153.63,2010/8/23,7722.91,,,,,7722.91,2153.63
2010/8/30,2233.75,2010/8/30,7830.21,,,,,7830.21,2233.75
2010/9/7,2242.48,2010/9/6,7890.11,,,,,7890.11,2242.48
2010/9/13,2315.61,2010/9/13,8158.33,,,,,8158.33,2315.61
2010/9/20,2381.22,2010/9/20,8166.62,,,,,8166.62,2381.22
2010/9/27,2370.75,2010/9/27,8244.18,,,,,8244.18,2370.75
2010/10/4,2401.91,2010/10/4,8244.19,,,,,8244.19,2401.91
2010/10/11,2468.77,2010/10/11,8205.3,,,,,8205.3,2468.77
2010/10/18,2479.39,2010/10/18,8168.06,,,,,8168.06,2479.39
2010/10/25,2507.41,2010/10/25,8287.09,,,,,8287.09,2507.41
2010/11/1,2578.98,2010/11/1,8449.34,,,,,8449.34,2578.98
2010/11/8,2518.21,2010/11/8,8316.05,,,,,8316.05,2518.21
2010/11/15,2518.12,2010/11/15,8306.12,,,,,8306.12,2518.12
2010/11/22,2534.56,2010/11/22,8312.15,,,,,8312.15,2534.56
2010/11/29,2591.46,2010/11/29,8624.01,,,,,8624.01,2591.46
2010/12/6,2637.54,2010/12/6,8718.83,,,,,8718.83,2637.54
2010/12/13,2642.97,2010/12/13,8817.9,,,,,8817.9,2642.97
2010/12/20,2665.6,2010/12/20,8861.1,,,,,8861.1,2665.6
2010/12/27,2652.87,2010/12/27,8972.5,,,,,8972.5,2652.87
2011/1/3,2703.17,2011/1/3,8782.72,,,,,8782.72,2703.17
2011/1/10,2755.3,2011/1/10,8972.51,,,,,8972.51,2755.3
2011/1/18,2689.54,2011/1/17,8954.38,,,,,8954.38,2689.54
2011/1/24,2686.89,2011/1/24,9145.35,,,,,9145.35,2686.89
2011/1/31,2769.3,2011/2/8,8609.86,,,,,8609.86,2769.3
2011/2/14,2833.95,2011/2/14,8843.84,,,,,8843.84,2833.95
2011/2/22,2781.05,2011/2/21,8599.65,,,,,8599.65,2781.05
2011/2/28,2784.67,2011/3/1,8784.4,,,,,8784.4,2784.67
2011/3/7,2715.61,2011/3/7,8567.82,,,,,8567.82,2715.61
2011/3/14,2643.67,2011/3/14,8394.75,,,,,8394.75,2643.67
2011/3/21,2743.06,2011/3/21,8610.39,,,,,8610.39,2743.06
2011/3/28,2789.6,2011/3/28,8705.13,,,,,8705.13,2789.6
2011/4/4,2780.42,2011/4/6,8894.54,,,,,8894.54,2780.42
2011/4/11,2764.65,2011/4/11,8718.12,,,,,8718.12,2764.65
2011/4/18,2820.16,2011/4/18,8969.43,,,,,8969.43,2820.16
2011/4/25,2873.54,2011/4/25,9007.87,,,,,9007.87,2873.54
2011/5/2,2827.56,2011/5/3,8977.23,,,,,8977.23,2827.56
2011/5/9,2828.47,2011/5/9,9006.61,,,,,9006.61,2828.47
2011/5/16,2803.32,2011/5/16,8837.03,,,,,8837.03,2803.32
2011/5/23,2796.86,2011/5/23,8810,,,,,8810,2796.86
2011/5/31,2732.78,2011/5/30,9046.28,,,,,9046.28,2732.78
2011/6/6,2643.73,2011/6/7,8837.82,,,,,8837.82,2643.73
2011/6/13,2616.48,2011/6/13,8636.1,,,,,8636.1,2616.48
2011/6/20,2652.89,2011/6/20,8532.83,,,,,8532.83,2652.89
2011/6/27,2816.03,2011/6/27,8739.82,,,,,8739.82,2816.03
2011/7/5,2859.81,2011/7/4,8749.55,,,,,8749.55,2859.81
2011/7/11,2789.8,2011/7/11,8574.91,,,,,8574.91,2789.8
2011/7/18,2858.83,2011/7/18,8765.32,,,,,8765.32,2858.83
2011/7/25,2756.38,2011/7/25,8644.18,,,,,8644.18,2756.38
2011/8/1,2532.41,2011/8/1,7853.13,,,,,7853.13,2532.41
2011/8/8,2507.98,2011/8/8,7637.02,,,,,7637.02,2507.98
2011/8/15,2341.84,2011/8/15,7342.96,,,,,7342.96,2341.84
2011/8/22,2479.85,2011/8/22,7445.1,,,,,7445.1,2479.85
2011/8/29,2480.33,2011/8/29,7757.06,,,,,7757.06,2480.33
2011/9/6,2467.99,2011/9/5,7610.57,,,,,7610.57,2467.99
2011/9/12,2622.31,2011/9/13,7577.4,,,,,7577.4,2622.31
2011/9/19,2483.23,2011/9/19,7046.22,,,,,7046.22,2483.23
2011/9/26,2415.4,2011/9/26,7225.38,,,,,7225.38,2415.4
2011/10/3,2479.35,2011/10/3,7211.96,,,,,7211.96,2479.35
2011/10/10,2667.85,2011/10/11,7358.08,,,,,7358.08,2667.85
2011/10/17,2637.46,2011/10/17,7254.51,,,,,7254.51,2637.46
2011/10/24,2737.15,2011/10/24,7616.06,,,,,7616.06,2737.15
2011/10/31,2686.15,2011/10/31,7603.23,,,,,7603.23,2686.15
2011/11/7,2678.75,2011/11/7,7367.29,,,,,7367.29,2678.75
2011/11/14,2572.5,2011/11/14,7233.78,,,,,7233.78,2572.5
2011/11/21,2441.51,2011/11/21,6784.52,,,,,6784.52,2441.51
2011/11/28,2626.93,2011/11/28,7140.68,,,,,7140.68,2626.93
2011/12/5,2646.85,2011/12/5,6893.3,,,,,6893.3,2646.85
2011/12/12,2555.33,2011/12/12,6785.09,,,,,6785.09,2555.33
2011/12/19,2618.64,2011/12/19,7110.73,,,,,7110.73,2618.64
2011/12/27,2605.15,2011/12/26,7072.08,,,,,7072.08,2605.15
2012/1/3,2674.22,2012/1/2,7120.51,,,,,7120.51,2674.22
2012/1/9,2710.67,2012/1/9,7181.54,,,,,7181.54,2710.67
2012/1/17,2786.7,2012/1/16,7233.69,,,,,7233.69,2786.7
2012/1/23,2816.55,2012/1/30,7674.99,,,,,7674.99,2816.55
2012/2/6,2903.88,2012/2/6,7862.27,,,,,7862.27,2903.88
2012/2/13,2951.78,2012/2/13,7894.36,,,,,7894.36,2951.78
2012/2/21,2963.75,2012/2/20,7959.34,,,,,7959.34,2963.75
2012/2/27,2976.19,2012/2/29,8144.04,,,,,8144.04,2976.19
2012/3/5,2988.34,2012/3/5,8016.01,,,,,8016.01,2988.34
2012/3/12,3055.26,2012/3/12,8054.94,,,,,8054.94,3055.26
2012/3/19,3067.92,2012/3/19,8076.61,,,,,8076.61,3067.92
2012/3/26,3091.57,2012/3/26,7933,,,,,7933,3091.57
2012/4/2,3080.5,2012/4/2,7706.26,,,,,7706.26,3080.5
2012/4/9,3011.33,2012/4/9,7788.27,,,,,7788.27,3011.33
2012/4/16,3000.45,2012/4/16,7507.15,,,,,7507.15,3000.45
2012/4/23,3069.2,2012/4/23,7480.5,,,,,7480.5,3069.2
2012/4/30,2956.34,2012/4/30,7700.95,,,,,7700.95,2956.34
2012/5/7,2933.82,2012/5/7,7401.37,,,,,7401.37,2933.82
2012/5/14,2778.79,2012/5/14,7151.19,,,,,7151.19,2778.79
2012/5/21,2837.53,2012/5/21,7071.63,,,,,7071.63,2837.53
2012/5/29,2747.48,2012/5/28,7106.09,,,,,7106.09,2747.48
2012/6/4,2858.42,2012/6/4,6999.65,,,,,6999.65,2858.42
2012/6/11,2872.8,2012/6/11,7155.83,,,,,7155.83,2872.8
2012/6/18,2892.42,2012/6/18,7222.05,,,,,7222.05,2892.42
2012/6/25,2935.05,2012/6/25,7296.28,,,,,7296.28,2935.05
2012/7/2,2937.33,2012/7/2,7368.59,,,,,7368.59,2937.33
2012/7/9,2908.47,2012/7/9,7104.27,,,,,7104.27,2908.47
2012/7/16,2925.3,2012/7/16,7164.68,,,,,7164.68,2925.3
2012/7/23,2958.09,2012/7/23,7124.49,,,,,7124.49,2958.09
2012/7/30,2967.9,2012/7/30,7217.51,,,,,7217.51,2967.9
2012/8/6,3020.86,2012/8/6,7441.12,,,,,7441.12,3020.86
2012/8/13,3076.59,2012/8/13,7467.92,,,,,7467.92,3076.59
2012/8/20,3069.79,2012/8/20,7477.53,,,,,7477.53,3069.79
2012/8/27,3066.96,2012/8/27,7397.06,,,,,7397.06,3066.96
2012/9/4,3136.42,2012/9/3,7424.91,,,,,7424.91,3136.42
2012/9/10,3183.95,2012/9/10,7738.05,,,,,7738.05,3183.95
2012/9/17,3179.96,2012/9/17,7754.59,,,,,7754.59,3179.96
2012/9/24,3116.23,2012/9/24,7715.16,,,,,7715.16,3116.23
2012/10/1,3136.19,2012/10/1,7690.65,,,,,7690.65,3136.19
2012/10/8,3044.11,2012/10/8,7437.04,,,,,7437.04,3044.11
2012/10/15,3005.62,2012/10/15,7408.76,,,,,7408.76,3005.62
2012/10/22,2987.95,2012/10/22,7134.06,,,,,7134.06,2987.95
2012/10/31,2982.13,2012/10/29,7210.47,,,,,7210.47,2982.13
2012/11/5,2904.87,2012/11/5,7293.22,,,,,7293.22,2904.87
2012/11/12,2853.13,2012/11/12,7130.07,,,,,7130.07,2853.13
2012/11/19,2966.85,2012/11/19,7326.01,,,,,7326.01,2966.85
2012/11/26,3010.24,2012/11/26,7580.17,,,,,7580.17,3010.24
2012/12/3,2978.04,2012/12/3,7642.26,,,,,7642.26,2978.04
2012/12/10,2971.33,2012/12/10,7698.77,,,,,7698.77,2971.33
2012/12/17,3021.01,2012/12/17,7519.93,,,,,7519.93,3021.01
2012/12/24,2960.31,2012/12/24,7699.5,,,,,7699.5,2960.31
2012/12/31,3101.66,2013/1/2,7805.99,,,,,7805.99,3101.66
2013/1/7,3125.63,2013/1/7,7819.15,,,,,7819.15,3125.63
2013/1/14,3134.71,2013/1/14,7732.87,,,,,7732.87,3134.71
2013/1/22,3149.71,2013/1/21,7672.58,,,,,7672.58,3149.71
2013/1/28,3179.1,2013/1/28,7855.97,,,,,7855.97,3179.1
2013/2/4,3193.87,2013/2/4,7906.65,,,,,7906.65,3193.87
2013/2/19,3161.82,2013/2/18,7947.72,,,,,7947.72,3161.82
2013/2/25,3169.74,2013/2/25,7964.63,,,,,7964.63,3169.74
2013/3/4,3244.37,2013/3/4,8015.14,,,,,8015.14,3244.37
2013/3/11,3249.07,2013/3/11,7927.49,,,,,7927.49,3249.07
2013/3/18,3245,2013/3/18,7796.22,,,,,7796.22,3245
2013/3/25,3267.52,2013/3/25,7918.61,,,,,7918.61,3267.52
2013/4/1,3203.86,2013/4/1,7942.35,,,,,7942.35,3203.86
2013/4/8,3294.95,2013/4/8,7821.63,,,,,7821.63,3294.95
2013/4/15,3206.06,2013/4/15,7930.8,,,,,7930.8,3206.06
2013/4/22,3279.26,2013/4/22,8022.06,,,,,8022.06,3279.26
2013/4/29,3378.63,2013/4/29,8135.03,,,,,8135.03,3378.63
2013/5/6,3436.58,2013/5/6,8280.26,,,,,8280.26,3436.58
2013/5/13,3498.97,2013/5/13,8368.19,,,,,8368.19,3498.97
2013/5/20,3459.14,2013/5/20,8209.78,,,,,8209.78,3459.14
2013/5/28,3455.91,2013/5/27,8254.8,,,,,8254.8,3455.91
2013/6/3,3469.22,2013/6/3,8095.2,,,,,8095.2,3469.22
2013/6/10,3423.56,2013/6/10,7937.74,,,,,7937.74,3423.56
2013/6/17,3357.25,2013/6/17,7793.31,,,,,7793.31,3357.25
2013/6/24,3403.25,2013/6/24,8062.21,,,,,8062.21,3403.25
2013/7/1,3479.38,2013/7/1,8001.82,,,,,8001.82,3479.38
2013/7/8,3600.08,2013/7/8,8220.49,,,,,8220.49,3600.08
2013/7/15,3587.61,2013/7/15,8062.03,,,,,8062.03,3587.61
2013/7/22,3613.16,2013/7/22,8149.4,,,,,8149.4,3613.16
2013/7/29,3689.59,2013/7/29,8099.88,,,,,8099.88,3689.59
2013/8/5,3660.11,2013/8/5,7856.14,,,,,7856.14,3660.11
2013/8/12,3602.78,2013/8/12,7925,,,,,7925,3602.78
2013/8/19,3657.79,2013/8/19,7873.31,,,,,7873.31,3657.79
2013/8/26,3589.87,2013/8/26,8021.89,,,,,8021.89,3589.87
2013/9/3,3660.01,2013/9/2,8164.2,,,,,8164.2,3660.01
2013/9/9,3722.18,2013/9/9,8168.2,,,,,8168.2,3722.18
2013/9/16,3774.73,2013/9/16,8209.18,,,,,8209.18,3774.73
2013/9/23,3781.59,2013/9/23,8230.68,,,,,8230.68,3781.59
2013/9/30,3807.75,2013/9/30,8364.55,,,,,8364.55,3807.75
2013/10/7,3791.87,2013/10/7,8349.37,,,,,8349.37,3791.87
2013/10/14,3914.28,2013/10/14,8441.19,,,,,8441.19,3914.28
2013/10/21,3943.36,2013/10/21,8346.62,,,,,8346.62,3943.36
2013/10/28,3922.04,2013/10/28,8388.18,,,,,8388.18,3922.04
2013/11/4,3919.23,2013/11/4,8229.59,,,,,8229.59,3919.23
2013/11/11,3985.97,2013/11/11,8177.12,,,,,8177.12,3985.97
2013/11/18,3991.65,2013/11/18,8116.78,,,,,8116.78,3991.65
2013/11/25,4059.89,2013/11/25,8406.83,,,,,8406.83,4059.89
2013/12/2,4062.52,2013/12/2,8367.72,,,,,8367.72,4062.52
2013/12/9,4000.98,2013/12/9,8376.94,,,,,8376.94,4000.98
2013/12/16,4104.74,2013/12/16,8408.53,,,,,8408.53,4104.74
2013/12/23,4156.59,2013/12/23,8535.04,,,,,8535.04,4156.59
2013/12/30,4131.91,2013/12/30,8546.54,,,,,8546.54,4131.91
2014/1/6,4174.67,2014/1/6,8529.35,,,,,8529.35,4174.67
2014/1/13,4197.58,2014/1/13,8596,,,,,8596,4197.58
2014/1/21,4128.17,2014/1/20,8598.31,,,,,8598.31,4128.17
2014/1/27,4103.88,2014/1/27,8387.35,,,,,8387.35,4103.88
2014/2/10,4244.02,2014/2/10,8513.68,,,,,8513.68,4244.02
2014/2/18,4263.41,2014/2/17,8601.86,,,,,8601.86,4263.41
2014/2/24,4308.12,2014/2/24,8639.58,,,,,8639.58,4308.12
2014/3/3,4336.22,2014/3/3,8713.96,,,,,8713.96,4336.22
2014/3/10,4245.4,2014/3/10,8687.63,,,,,8687.63,4245.4
2014/3/17,4276.79,2014/3/17,8577.17,,,,,8577.17,4276.79
2014/3/24,4155.76,2014/3/24,8774.64,,,,,8774.64,4155.76
2014/3/31,4127.73,2014/3/31,8888.54,,,,,8888.54,4127.73
2014/4/7,3999.73,2014/4/7,8908.05,,,,,8908.05,3999.73
2014/4/14,4095.52,2014/4/14,8966.66,,,,,8966.66,4095.52
2014/4/21,4075.56,2014/4/21,8774.12,,,,,8774.12,4075.56
2014/4/28,4123.9,2014/4/28,8867.32,,,,,8867.32,4123.9
2014/5/5,4071.87,2014/5/5,8889.69,,,,,8889.69,4071.87
2014/5/12,4090.59,2014/5/12,8888.45,,,,,8888.45,4090.59
2014/5/19,4185.81,2014/5/19,9008.22,,,,,9008.22,4185.81
2014/5/27,4242.62,2014/5/26,9075.91,,,,,9075.91,4242.62
