116.81	12.04
117.49	12.11
114.8	11.83
107.42	11.07
100.03	10.31
95.33	9.83
97.35	10.03
95.33	9.83
91.97	9.48
91.97	9.48
91.64	9.45
87.61	9.03
88.28	9.1
94.32	9.72
94.32	9.72
92.98	9.58
90.63	9.34
96.67	9.97
97.35	10.03
104.06	10.73
107.42	11.07
104.73	10.8
104.73	10.8
103.39	10.66
100.37	10.35
102.04	10.52
108.76	11.21
110.77	11.42
118.16	12.18
126.21	13.01
126.21	13.01
126.21	13.01
125.54	12.94
120.17	12.39
120.17	12.39
120.17	12.39
122.19	12.6
122.19	12.6
120.84	12.46
120.51	12.42
121.51	12.53
124.54	12.84
122.86	12.66
120.17	12.39
115.47	11.9
115.14	11.87
112.45	11.59
113.46	11.7
116.81	12.04
113.46	11.7
113.46	11.7
112.79	11.63
116.14	11.97
119.84	12.35
117.49	12.11
115.47	11.9
117.49	12.11
118.16	12.18
118.16	12.18
120.17	12.39
123.19	12.7
131.58	13.56
126.21	13.01
131.58	13.56
131.58	13.56
134.27	13.84
134.27	13.84
124.87	12.87
123.53	12.73
127.56	13.15
129.57	13.36
129.57	13.36
128.23	13.22
127.22	13.11
124.2	12.8
124.87	12.87
126.88	13.08
130.24	13.43
126.88	13.08
130.58	13.46
139.64	23.53
140.31	23.64
136.28	22.96
139.64	23.53
140.98	23.76
144.34	24.32
143.67	24.21
145.68	24.55
145.01	24.43
145.35	24.49
141.32	23.81
141.32	23.81
141.32	23.81
140.98	23.76
143.33	24.15
145.35	24.49
147.03	24.77
145.01	24.43
145.68	24.55
143.33	24.15
138.97	23.42
137.63	23.19
136.28	22.96
143.67	24.21
139.64	23.53
140.98	23.76
141.65	23.87
141.99	23.93
141.99	23.93
141.32	23.81
137.63	23.19
135.95	22.91
137.29	23.13
138.97	23.42
140.31	23.64
137.96	23.25
137.63	23.19
138.63	23.36
139.64	23.53
139.64	23.53
139.64	23.53
138.97	23.42
137.96	23.25
147.36	24.83
152.73	25.74
160.79	27.09
167.84	28.28
165.82	27.94
163.47	27.55
164.48	27.71
164.82	27.77
163.47	27.55
167.84	28.28
166.16	28
159.11	26.81
161.79	27.26
163.47	27.55
165.15	27.83
176.56	29.75
181.26	30.54
181.26	30.54
168.84	28.45
177.91	29.98
175.89	29.64
185.96	31.33
187.31	31.56
178.58	30.09
187.86	29.19
187.86	31.16
179.85	29.83
177.67	29.47
182.77	30.31
191.14	31.7
186.77	30.98
189.32	31.4
202.43	33.57
205.34	34.06
201.7	33.45
187.86	31.16
174.76	28.99
162.74	26.99
161.65	31.67
162.74	31.88
168.2	32.95
173.66	34.02
178.76	35.02
176.94	34.66
180.58	35.38
182.77	35.81
181.31	35.52
182.04	35.66
182.04	35.66
176.94	34.66
178.76	35.02
187.86	36.8
187.86	36.8
186.41	36.52
182.77	35.81
185.68	36.38
192.23	37.66
205.34	40.23
208.25	40.8
216.26	42.37
217.72	42.65
218.45	42.8
218.45	42.8
216.99	42.51
210.07	41.16
207.52	40.66
208.25	40.8
208.98	40.94
208.25	40.8
205.34	40.23
205.7	40.3
203.15	39.8
217.35	42.58
225.73	44.22
224.27	43.94
214.08	41.94
202.79	39.73
205.34	40.23
208.98	40.94
221.36	35.76
229.37	37.06
245.39	39.65
254.49	41.12
247.21	39.94
251.21	40.59
246.11	39.76
255.58	41.29
251.94	40.71
254.12	41.06
265.41	42.88
265.41	42.88
265.77	42.94
268.69	43.41
275.24	44.47
276.7	44.71
270.87	43.76
269.78	43.59
263.59	42.59
278.15	44.94
293.44	47.41
288.35	46.59
302.55	48.88
299.27	48.35
302.55	48.88
314.56	50.82
336.41	54.35
351.7	56.82
345.87	55.88
369.9	59.76
369.9	59.76
356.79	57.65
356.07	57.53
360.8	58.29
385.92	62.35
385.92	62.35
383.01	61.88
381.55	61.65
386.65	62.47
395.39	63.88
388.1	62.71
391.02	63.18
387.38	62.59
381.55	61.65
377.18	60.94
377.91	61.06
396.11	64
395.39	63.88
420.14	67.88
449.27	72.59
446.36	72.12
444.17	71.76
433.25	70
412.86	66.71
418.69	67.65
425.97	68.82
439.07	70.94
408.49	66
436.89	70.59
436.89	70.59
420.14	67.88
437.62	70.71
442.72	71.53
473.3	76.47
474.75	76.71
475.48	76.82
472.57	76.35
460.92	74.47
428.88	69.29
404.12	65.29
429.61	69.41
433.25	70
441.26	71.29
440.53	71.18
436.16	70.47
425.97	68.82
412.13	66.59
401.21	64.82
428.88	69.29
442.72	71.53
460.19	74.35
451.45	72.94
451.45	72.94
482.04	77.88
452.91	73.18
449.27	72.59
441.26	71.29
421.6	68.12
424.51	68.59
423.06	68.35
418.69	67.65
415.05	67.06
420.87	68
440.53	71.18
420.87	68
391.74	63.29
371.36	60
354.61	57.29
377.91	61.06
388.83	62.82
388.1	62.71
361.16	58.35
383.74	62
378.64	61.18
383.01	61.88
404.12	65.29
402.67	65.06
382.28	61.76
385.92	62.35
399.75	64.59
427.42	69.06
441.26	71.29
442.72	71.53
445.63	72
476.21	76.94
500.24	80.82
500.24	80.82
506.06	81.76
489.32	79.06
501.7	81.06
482.04	77.88
490.04	32.78
508.25	34
516.99	34.58
504.61	33.76
491.5	32.88
495.87	33.17
508.98	34.05
504.61	33.76
511.89	34.24
492.96	32.98
482.76	32.29
482.76	32.29
466.74	31.22
470.38	31.47
490.04	32.78
459.46	30.74
433.25	28.98
456.55	30.54
466.02	31.17
471.84	31.56
479.12	32.05
498.05	33.32
493.69	33.02
498.05	33.32
464.56	31.08
480.58	32.15
466.02	31.17
433.98	29.03
440.53	29.47
451.45	30.2
455.82	30.49
470.38	31.47
466.02	31.17
466.02	31.17
439.8	29.42
409.22	27.37
382.28	25.57
396.11	26.5
411.4	27.52
420.87	28.15
444.17	29.71
471.11	31.51
471.84	31.56
504.61	33.76
520.63	34.83
520.63	34.83
508.25	34
516.99	34.58
507.52	33.95
507.52	33.95
496.6	33.22
487.13	32.59
489.32	32.73
487.86	32.64
