2008M05,97.47,3.71,,,,,,,,,2009M09,-0.88,6.04
2008M06,99.25,4.97,,,,,,,,,2009M10,-1.89,5.96
2008M07,99.81,5.81,,,,,,,,,2009M11,-1.61,5.86
2008M08,100.06,4.69,,,,,,,,,2009M12,-0.24,5.74
2008M09,99.46,3.1,,,,,,,,,2010M01,0.26,5.68
2008M10,100.87,2.39,,,,,,,,,2010M02,2.35,5.76
2008M11,99.83,1.93,,,,,,,,,2010M03,1.26,5.67
2008M12,97.99,1.26,,,,,,,,,2010M04,1.34,5.39
2009M01,97.62,1.48,,,,,,,,,2010M05,0.76,5.14
2009M02,96.13,-1.33,,,,,,,,,2010M06,1.19,5.16
2009M03,96.24,-0.15,,,,,,,,,2010M07,1.31,5.2
2009M04,96.97,-0.46,,,,,,,,,2010M08,-0.47,5.17
2009M05,97.38,-0.09,,,,,,,,,2010M09,0.29,5.05
2009M06,97.29,-1.97,,,,,,,,,2010M10,0.57,4.92
2009M07,97.48,-2.33,,,,,,,,,2010M11,1.52,4.73
2009M08,99.24,-0.82,,,,,,,,,2010M12,1.24,4.67
2009M09,98.58,-0.88,,,,,,,,,2011M01,1.1,4.64
2009M10,98.96,-1.89,,,,,,,,,2011M02,1.32,4.69
2009M11,98.22,-1.61,,,,,,,,,2011M03,1.41,4.48
2009M12,97.75,-0.24,,,,,,,,,2011M04,1.31,4.29
2010M01,97.87,0.26,,,,,,,,,2011M05,1.66,4.27
2010M02,98.39,2.35,,,,,,,,,2011M06,1.95,4.35
2010M03,97.45,1.26,,,,,,,,,2011M07,1.33,4.41
2010M04,98.27,1.34,,,,,,,,,2011M08,1.35,4.45
2010M05,98.12,0.76,,,,,,,,,2011M09,1.38,4.28
2010M06,98.45,1.19,,,,,,,,,2011M10,1.26,4.3
2010M07,98.76,1.31,,,,,,,,,2011M11,1.03,4.28
2010M08,98.77,-0.47,,,,,,,,,2011M12,2.03,4.18
2010M09,98.87,0.29,,,,,,,,,2012M01,2.35,4.18
2010M10,99.52,0.57,,,,,,,,,2012M02,0.25,4.25
2010M11,99.71,1.52,,,,,,,,,2012M03,1.25,4.17
2010M12,98.96,1.24,,,,,,,,,2012M04,1.44,4.1
2011M01,98.95,1.1,,,,,,,,,2012M05,1.74,4.12
2011M02,99.69,1.32,,,,,,,,,2012M06,1.76,4.21
2011M03,98.82,1.41,,,,,,,,,2012M07,2.46,4.31
2011M04,99.56,1.31,,,,,,,,,2012M08,3.43,4.4
2011M05,99.75,1.66,,,,,,,,,2012M09,2.95,4.32
2011M06,100.37,1.95,,,,,,,,,2012M10,2.33,4.33
2011M07,100.07,1.33,,,,,,,,,2012M11,1.59,4.27
2011M08,100.1,1.35,,,,,,,,,2012M12,1.6,4.18
2011M09,100.23,1.38,,,,,,,,,2013M01,1.12,4.16
2011M10,100.77,1.26,,,,,,,,,2013M02,2.96,4.24
2011M11,100.74,1.03,,,,,,,,,2013M03,1.36,4.17
2011M12,100.97,2.03,,,,,,,,,2013M04,1.05,4.07
2012M01,101.28,2.35,,,,,,,,,2013M05,0.74,4.06
2012M02,99.94,0.25,,,,,,,,,2013M06,0.6,4.14
2012M03,100.06,1.25,,,,,,,,,2013M07,0.06,4.25
2012M04,100.99,1.44,,,,,,,,,2013M08,-0.78,4.33
2012M05,101.49,1.74,,,,,,,,,2013M09,0.84,4.24
2012M06,102.14,1.76,,,,,,,,,2013M10,0.64,4.24
2012M07,102.53,2.46,,,,,,,,,2013M11,0.68,4.16
2012M08,103.53,3.43,,,,,,,,,2013M12,0.34,4.08
2012M09,103.19,2.95,,,,,,,,,2014M01,0.83,4.02
2012M10,103.12,2.33,,,,,,,,,2014M02,-0.04,4.09
2012M11,102.34,1.59,,,,,,,,,2014M03,1.61,4.03
2012M12,102.59,1.6,,,,,,,,,2014M04,1.66,3.91
2013M01,102.41,1.12,,,,,,,,,2014M05,1.62,3.85
2013M02,102.9,2.96,,,,,,,,,2014M06,1.64,3.92
2013M03,101.42,1.36,,,,,,,,,2014M07,1.76,4.02
2013M04,102.05,1.05,,,,,,,,,2014M08,2.07,4.08
2013M05,102.24,0.74,,,,,,,,,2014M09,0.71,3.96
2013M06,102.75,0.6,,,,,,,,,2014M10,1.05,3.95
2013M07,102.59,0.06,,,,,,,,,2014M11,0.85,3.89
2013M08,102.72,-0.78,,,,,,,,,2014M12,0.6,3.79
2013M09,104.06,0.84,,,,,,,,,2015M01,-0.94,3.71
2013M10,103.78,0.64,,,,,,,,,2015M02,-0.2,3.69
2013M11,103.04,0.68,,,,,,,,,2015M03,-0.62,3.72
2013M12,102.94,0.34,,,,,,,,,2015M04,-0.82,3.63
2014M01,103.26,0.83,,,,,,,,,2015M05,-0.73,3.62
2014M02,102.86,-0.04,,,,,,,,,,,3.71
2014M03,103.05,1.61,,,,,,,,,,,
2014M04,103.74,1.66,,,,,,,,,,,
2014M05,103.9,1.62,,,,,,,,,,,
2014M06,104.43,1.64,,,,,,,,,,,
2014M07,104.4,1.76,,,,,,,,,,,
2014M08,104.85,2.07,,,,,,,,,,,
2014M09,104.8,0.71,,,,,,,,,,,
2014M10,104.87,1.05,,,,,,,,,,,
2014M11,103.92,0.85,,,,,,,,,,,
