20040102	33.976	8.2767
20040105	33.9	8.2769
20040106	33.83	8.277
20040107	33.809	8.2771
20040108	33.797	8.2772
20040109	33.788	8.2772
20040112	33.717	8.277
20040113	33.718	8.277
20040114	33.69	8.2768
20040115	33.7	8.2768
20040116	33.685	8.2767
20040119	33.68	8.2766
20040120	33.719	8.2768
20040127	33.525	8.277
20040128	33.368	8.277
20040129	33.388	8.2771
20040130	33.39	8.277
20040202	33.333	8.2768
20040203	33.273	8.277
20040204	33.288	8.2772
20040205	33.285	8.2772
20040206	33.295	8.2773
20040209	33.227	8.2773
20040210	33.195	8.2773
20040211	33.149	8.2772
20040212	33.129	8.2771
20040213	33.13	8.2772
20040216	33.105	8.277
20040217	33.107	8.2772
20040218	33.1	8.277
20040219	33.179	8.277
20040220	33.22	8.2771
20040223	33.299	8.2772
20040224	33.301	8.2772
20040225	33.252	8.2771
20040226	33.311	8.277
20040227	33.365	8.277
20040301	33.32	8.2769
20040302	33.323	8.2768
20040303	33.377	8.2768
20040304	33.342	8.2768
20040305	33.401	8.277
20040308	33.403	8.2771
20040309	33.327	8.2771
20040310	33.384	8.2771
20040311	33.387	8.2771
20040312	33.472	8.2772
20040315	33.427	8.2771
20040316	33.36	8.2773
20040317	33.293	8.2773
20040318	33.228	8.2774
20040319	33.253	8.2774
20040322	33.285	8.2772
20040323	33.285	8.2773
20040324	33.251	8.2774
20040325	33.278	8.2772
20040326	33.274	8.2771
20040329	33.194	8.277
20040330	33.16	8.2771
20040331	33.02	8.2771
20040401	32.95	8.277
20040402	32.929	8.2769
20040405	32.949	8.2769
20040406	32.99	8.2769
20040407	32.924	8.2769
20040408	32.91	8.2769
20040409	32.94	8.2769
20040412	32.884	8.2769
20040413	32.798	8.277
20040414	32.92	8.2769
20040415	33.015	8.2772
20040416	32.975	8.2771
20040419	32.925	8.2769
20040420	32.945	8.2768
20040421	33.021	8.2768
20040422	33.11	8.2769
20040423	33.093	8.277
20040426	33.062	8.2769
20040427	33.044	8.2768
20040428	33.081	8.2768
20040429	33.295	8.2768
20040430	33.369	8.2769
20040503	33.328	8.2769
20040504	33.277	8.2769
20040505	33.252	8.2769
20040506	33.195	8.2769
20040507	33.314	8.2769
20040510	33.6	8.277
20040511	33.647	8.2769
20040512	33.505	8.2773
20040513	33.621	8.2773
20040514	33.663	8.2772
20040517	33.686	8.2772
20040518	33.683	8.2772
20040519	33.516	8.2771
20040520	33.617	8.2769
20040521	33.549	8.2771
20040524	33.588	8.2771
20040525	33.619	8.277
20040526	33.561	8.2769
20040527	33.537	8.2768
20040528	33.449	8.2768
20040531	33.389	8.2769
20040601	33.445	8.2768
20040602	33.559	8.2767
20040603	33.591	8.2767
20040604	33.582	8.2768
20040607	33.487	8.2767
20040608	33.47	8.2767
20040609	33.425	8.2767
20040610	33.53	8.2767
20040611	33.605	8.2768
20040614	33.7	8.2767
20040615	33.696	8.2766
20040616	33.694	8.2766
20040617	33.711	8.2766
20040618	33.785	8.2766
20040621	33.775	8.2766
20040623	33.78	8.2766
20040624	33.707	8.2767
20040625	33.68	8.2766
20040628	33.751	8.2767
20040629	33.767	8.2766
20040630	33.775	8.2766
20040701	33.699	8.2766
20040702	33.724	8.2767
20040705	33.71	8.2766
20040706	33.733	8.2768
20040707	33.712	8.2768
20040708	33.746	8.2768
20040709	33.719	8.2769
20040712	33.7	8.2769
20040713	33.732	8.2768
20040714	33.787	8.2768
20040715	33.911	8.2767
20040716	33.877	8.2767
20040719	33.876	8.2766
20040720	33.935	8.2766
20040721	33.946	8.2767
20040722	33.994	8.2766
20040723	34.065	8.2766
20040726	34.098	8.2766
20040727	34.135	8.2767
20040728	34.199	8.2767
20040729	34.185	8.2768
20040730	34.136	8.2769
20040802	34.103	8.2769
20040803	34.1	8.277
20040804	34.173	8.277
20040805	34.155	8.277
20040806	34.156	8.2769
20040809	34.106	8.2769
20040810	34.098	8.2769
20040811	34.14	8.277
20040812	34.14	8.2769
20040813	34.192	8.2769
20040816	34.195	8.2768
20040817	34.188	8.2767
20040818	34.179	8.2767
20040819	34.07	8.2767
20040820	34.046	8.2768
20040823	34.068	8.2767
20040826	34.075	8.2766
20040827	34.065	8.2766
20040830	34.079	8.2767
20040831	34.053	8.2767
20040901	33.963	8.2766
20040902	33.92	8.2766
20040903	33.907	8.2767
20040906	33.933	8.2767
20040907	33.929	8.2766
20040908	33.914	8.2767
20040909	33.902	8.2767
20040910	33.925	8.2768
20040913	33.907	8.2766
20040914	33.87	8.2766
20040915	33.811	8.2767
20040916	33.834	8.2768
20040917	33.868	8.2766
20040920	33.893	8.2767
20040921	33.92	8.2767
20040922	33.902	8.2766
20040923	33.96	8.2766
20040924	33.981	8.2766
20040927	33.998	8.2766
20040929	34.01	8.2766
20040930	33.984	8.2766
20041001	33.94	8.2766
20041004	33.876	8.2766
20041005	33.918	8.2766
20041006	33.919	8.2766
20041007	33.907	8.2766
20041008	33.88	8.2766
20041011	33.827	8.2766
20041012	33.878	8.2765
20041013	33.89	8.2765
20041014	33.87	8.2765
20041015	33.866	8.2765
20041018	33.862	8.2765
20041019	33.856	8.2765
20041020	33.814	8.2765
20041021	33.796	8.2765
20041022	33.796	8.2765
20041026	33.693	8.2765
20041027	33.615	8.2765
20041028	33.52	8.2765
20041029	33.435	8.2765
20041101	33.46	8.2765
20041102	33.482	8.2765
20041103	33.427	8.2765
20041104	33.285	8.2765
20041105	33.075	8.2765
20041108	32.89	8.2765
20041109	32.974	8.2765
20041110	33.117	8.2765
20041111	33.091	8.2765
20041112	32.99	8.2765
20041115	32.802	8.2765
20041116	32.819	8.2765
20041117	32.659	8.2765
20041118	32.42	8.2765
20041119	32.554	8.2765
20041122	32.479	8.2765
20041123	32.487	8.2765
20041124	32.387	8.2765
20041125	32.239	8.2765
20041126	32.095	8.2765
20041129	32.155	8.2765
20041130	32.205	8.2765
20041201	32.199	8.2765
20041202	31.99	8.2765
20041203	32.2	8.2765
20041206	32.07	8.2765
20041207	32.1	8.2765
20041208	32.26	8.2765
20041209	32.335	8.2765
20041210	32.475	8.2765
20041213	32.45	8.2765
20041214	32.444	8.2765
20041215	32.447	8.2765
20041216	32.34	8.2765
20041217	32.36	8.2765
20041220	32.408	8.2765
20041221	32.338	8.2765
20041222	32.302	8.2765
20041223	32.228	8.2765
20041224	32.19	8.2765
20041227	32.18	8.2765
20041228	32.03	8.2765
20041229	31.976	8.2765
20041230	31.978	8.2765
20041231	31.917	8.2765
20050103	31.845	8.2765
20050104	31.846	8.2765
20050105	32.06	8.2765
20050106	32.179	8.2765
20050107	32.138	8.2765
20050110	32.263	8.2765
20050111	32.122	8.2765
20050112	32.028	8.2765
20050113	31.868	8.2765
20050114	32.019	8.2765
20050117	31.804	8.2765
20050118	31.893	8.2765
20050119	31.802	8.2765
20050120	31.875	8.2765
20050121	31.913	8.2765
20050124	31.83	8.2765
20050125	31.881	8.2765
20050126	31.894	8.2765
20050127	31.863	8.2765
20050128	31.802	8.2765
20050131	31.79	8.2765
20050201	31.798	8.2765
20050202	31.699	8.2765
20050203	31.639	8.2765
20050204	31.623	8.2765
20050205	31.68	8.2765
20050214	31.651	8.2765
20050215	31.59	8.2765
20050216	31.569	8.2765
20050217	31.563	8.2765
20050218	31.542	8.2765
20050221	31.516	8.2765
20050222	31.332	8.2765
20050223	31.199	8.2765
20050224	31.175	8.2765
20050225	31.175	8.2765
20050301	31.045	8.2765
20050302	30.878	8.2765
20050303	30.863	8.2765
20050304	30.95	8.2765
20050307	30.879	8.2765
20050308	30.875	8.2765
20050309	30.819	8.2765
20050310	30.79	8.2765
20050311	30.82	8.2765
20050314	30.832	8.2765
20050315	31	8.2765
20050316	31.027	8.2765
20050317	31.092	8.2765
20050318	31.152	8.2765
20050321	31.294	8.2765
20050322	31.39	8.2765
20050323	31.369	8.2765
20050324	31.464	8.2765
20050325	31.5	8.2765
20050328	31.673	8.2765
20050329	31.776	8.2765
20050330	31.784	8.2765
20050331	31.53	8.2765
20050401	31.393	8.2765
20050404	31.585	8.2765
20050406	31.571	8.2765
20050407	31.555	8.2765
20050408	31.609	8.2765
20050411	31.56	8.2765
20050412	31.568	8.2765
20050413	31.54	8.2765
20050414	31.617	8.2765
20050415	31.699	8.2765
20050418	31.699	8.2765
20050419	31.573	8.2765
20050420	31.513	8.2765
20050421	31.541	8.2765
20050422	31.503	8.2765
20050425	31.374	8.2765
20050426	31.413	8.2765
20050427	31.441	8.2765
20050428	31.427	8.2765
20050429	31.279	8.2765
20050503	31.28	8.2765
20050504	31.189	8.2765
20050505	31.14	8.2765
20050506	31.16	8.2765
20050509	31.229	8.2765
20050510	31.218	8.2765
20050511	31.21	8.2765
20050512	31.263	8.2765
20050513	31.315	8.2765
20050516	31.411	8.2765
20050517	31.372	8.2765
20050518	31.383	8.2765
20050519	31.3	8.2765
20050520	31.319	8.2765
20050523	31.407	8.2765
20050524	31.356	8.2765
20050525	31.365	8.2765
20050526	31.403	8.2765
20050527	31.361	8.2765
20050530	31.33	8.2765
20050531	31.363	8.2765
20050601	31.39	8.2765
20050602	31.398	8.2765
20050603	31.303	8.2765
20050606	31.225	8.2765
20050607	31.226	8.2765
20050608	31.269	8.2765
20050609	31.308	8.2765
20050610	31.308	8.2765
20050613	31.379	8.2765
20050614	31.425	8.2765
20050615	31.385	8.2765
20050616	31.415	8.2765
20050617	31.323	8.2765
20050620	31.319	8.2765
20050621	31.39	8.2765
20050622	31.355	8.2765
20050623	31.359	8.2765
20050624	31.361	8.2765
20050627	31.365	8.2765
20050628	31.434	8.2765
20050629	31.61	8.2765
20050630	31.618	8.2765
20050701	31.687	8.2765
20050704	31.797	8.2765
20050705	32.04	8.2765
20050706	31.935	8.2765
20050707	32.07	8.2765
20050708	32.115	8.2765
20050711	31.984	8.2765
20050712	31.893	8.2765
20050713	31.979	8.2765
20050714	31.917	8.2765
20050715	31.942	8.2765
20050719	31.936	8.2765
